PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20221040;10;2022;7215434;1;5;1;70;05;1;3347.1949374;05;1;;;;;1;;50;1000000;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215435;1;1;1;70;05;1;2072.0523165;05;1;;;;;;5;;1000000;1;;18;2;9;NIÑERA;3;1;2;2;;2;;.;5311;97;9700
20221040;10;2022;7215437;1;2;1;70;05;1;1454.6533742;05;1;;;;;;;;;1;;360;0;4;VENDEDORA AMBULANTE;4;1;2;3;;2;;.;5212;56;5619
20221040;10;2022;7215437;2;1;2;70;05;1;1454.6533742;05;1;;;;;;;;;1;;36;0;7;VENDEDORA POR CATALOGO;4;1;2;2;;2;;.;3322;47;4792
20221040;10;2022;7215439;1;1;1;70;05;1;1601.8544601;05;1;;;;;;;;;1;;120;0;5;MANEJO DE LOGISTICA Y SUMINISTROS;1;10;2;3;;2;;.;4321;10;1011
20221040;10;2022;7215439;1;2;1;70;05;1;1601.8544601;05;1;;;;;;;;;1;;600;0;3;VENTAS DE ZAPATOS;1;4;2;2;;2;;.;5223;47;4772
20221040;10;2022;7215440;1;1;1;70;05;1;2313.3768344;05;1;;;;;;;;;1;;120;0;5;VENDEDORA  DE CUERO PARA MUEBLES (TELA TIPO CUERO);4;1;2;3;;2;;.;5223;47;4771
20221040;10;2022;7215440;1;2;1;70;05;1;2313.3768344;05;1;;;;;;;;;1;;2;0;5;AUDITOR DE RENTAS DEPARTAMENTALES;2;10;2;3;;2;;.;3359;84;8412
20221040;10;2022;7215444;1;2;1;70;05;1;2313.3768344;05;1;;;;;;;;;1;;48;0;5;ODONTOLOGA;5;2;2;2;;2;;.;2261;86;8622
20221040;10;2022;7215445;1;1;1;70;05;1;943.90447357;05;1;;;;;2;1;;1000000;1;;1;2;3;OPERARIA DE CONFECCION DE PRENDAS DE VESTIR;1;2;2;2;;2;;.;8153;14;1410
20221040;10;2022;7215446;1;2;1;70;05;1;868.71469501;05;1;;;;;;1;;400000;2;;;;;.;;;;2;;1;35000;.;.;;.
20221040;10;2022;7215447;1;1;1;70;05;1;883.23378906;05;;2;1;52;4;;;32;1000000;1;;24;0;8;ASEO Y LIMPIEZA DE UN SOLO HOGAR;3;1;2;2;;2;;9112;9112;81;8121
20221040;10;2022;7215449;1;2;1;70;08;1;1294.4558545;08;1;;;;;1;;48;800000;1;;12;5;6;VENDER PESCADOS;4;1;2;2;;2;;.;5223;47;4723
20221040;10;2022;7215450;1;2;1;70;13;1;376.59562953;13;1;;;;;1;;40;1500000;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215451;1;1;1;70;13;1;347.54108495;13;1;;;;;;;;;1;;36;5;8;CONSULTOR E INVESTIGADOR;4;10;2;2;;2;;.;3359;84;8412
20221040;10;2022;7215452;1;3;1;70;13;1;158.68904369;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215456;1;2;1;70;13;1;148.52345107;13;1;;;;;;;;;1;;72;5;4;COTERO;4;1;2;2;;2;;.;9333;52;5224
20221040;10;2022;7215458;1;1;1;70;13;1;379.40306737;13;;1;1;4;4;;;48;1000000;1;;1;0;8;IMPERMEABILIZO UN TECHO;4;1;2;2;;1;170000;3123;7121;43;4330
20221040;10;2022;7215458;1;2;1;70;13;1;379.40306737;13;1;;;;;1;;24;600000;1;;8;0;7;PREPARABA Y VENDIA ENVUELTOS DE MAIZ BLANCO;4;2;2;2;;2;;.;5120;56;5619
20221040;10;2022;7215459;1;1;1;70;13;1;219.01625701;13;1;;;;;;;;;1;;156;0;5;VIGILANTE  Y RECEPCIONISTA EN EDIFICIO DE APARTAMENTOS;1;4;2;3;;2;;.;5414;68;6820
20221040;10;2022;7215459;1;2;1;70;13;1;219.01625701;13;1;;;;;2;5;;600000;1;;300;0;7;ADMINISTRABA RESTAURANTE;1;3;2;2;;2;;.;1412;56;5611
20221040;10;2022;7215460;1;3;1;70;13;1;192.01440704;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215460;1;4;1;70;13;1;192.01440704;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215462;1;1;1;70;13;1;263.36959626;13;1;;;;;;;;;1;;96;0;4;EMPLEADA DOMESTICA;3;3;2;2;;2;;.;9111;97;9700
20221040;10;2022;7215462;1;3;1;70;13;1;263.36959626;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215463;1;4;1;70;13;1;246.97493731;13;;2;1;24;1;;;24;500000;2;;;;;.;;;;2;;2;;5131;;;
20221040;10;2022;7215465;1;1;1;70;13;1;276.39241671;13;1;;;;;;;;;1;;120;0;4;TECNICO DE MAQUINAS DE FOTOCOPIADOS;1;5;2;2;;2;;.;7421;82;8219
20221040;10;2022;7215466;1;1;1;70;13;1;218.79751349;13;1;;;;;;;;;1;;120;0;4;VENDEDOR AMBULANTE DE ROPA;4;1;2;2;;2;;.;9520;47;4789
20221040;10;2022;7215467;1;1;1;70;13;1;225.71407193;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215467;1;5;1;70;13;1;225.71407193;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215469;1;1;1;70;13;1;250.85076828;13;1;;;;;;;;;1;;240;0;5;OPERADOR DE CALDERA;2;10;2;3;;2;;.;8219;84;8422
20221040;10;2022;7215469;1;2;1;70;13;1;250.85076828;13;1;;;;;;;;;1;;480;0;4;SECRETARIA;1;9;2;2;;2;;.;3344;86;8610
20221040;10;2022;7215470;1;2;1;70;13;1;472.35620786;13;1;;;;;;;;;1;;480;1;4;AGRICULTOR;4;2;2;2;;2;;.;6111;01;0161
20221040;10;2022;7215470;1;3;1;70;13;1;472.35620786;13;1;;;;;2;5;;1000000;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215471;1;1;1;70;13;1;306.03842307;13;1;;;;;;;;;1;;48;0;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20221040;10;2022;7215471;1;5;1;70;13;1;306.03842307;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215471;1;6;1;70;13;1;306.03842307;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215473;1;2;1;70;13;1;631.66531207;13;;1;1;12;4;;;40;500000;1;;12;0;8;VENTA DE CONGELADOS;4;2;2;2;;2;;9111;5223;47;4724
20221040;10;2022;7215474;1;1;1;70;13;1;631.66531207;13;;;1;998;3;;;48;1000000;2;;;;;.;;;;2;;2;;9111;;;
20221040;10;2022;7215475;1;1;1;70;13;1;603.97808315;13;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215476;1;1;1;70;13;1;538.96521258;13;1;;;;;;;;;1;;480;1;4;MAESTRO DE OBRAS;4;3;2;2;;2;;.;7111;41;4111
20221040;10;2022;7215477;1;1;1;70;13;1;473.54522846;13;;1;1;12;1;;;48;1000000;2;;;;;.;;;;2;;2;;5223;;;
20221040;10;2022;7215477;1;4;1;70;13;1;473.54522846;13;;1;1;4;1;;;48;1000000;2;;;;;.;;;;2;;2;;5131;;;
20221040;10;2022;7215478;1;1;1;70;13;1;528.05190893;13;;;1;998;1;;;48;1000000;2;;;;;.;;;;2;;2;;5131;;;
20221040;10;2022;7215480;1;1;1;70;17;1;177.75639016;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215481;1;1;1;70;17;1;189.17806339;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215483;1;1;1;70;17;1;138.30176833;17;1;;;;;;;;;1;;8;0;9;AUXILIAR DE ENFERMERIA;1;10;9;2;;2;;.;5321;86;8610
20221040;10;2022;7215483;1;2;1;70;17;1;138.30176833;17;1;;;;;2;5;;1000000;1;;7;0;2;OPERADORA TELEFONICA;1;10;2;2;;2;;.;4222;82;8220
20221040;10;2022;7215484;1;1;1;70;17;1;187.84547956;17;1;;;;;;;;;1;;36;4;1;CONDUCTOR DE TAXI;1;1;2;2;;2;;.;8324;49;4921
20221040;10;2022;7215485;1;2;1;70;17;1;165.95997962;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215487;1;2;1;70;17;1;141.86930292;17;1;;;;;;;;;1;;60;0;7;PREPARAR ALIMENTOS;1;2;2;2;;2;;.;5120;56;5611
20221040;10;2022;7215490;1;2;1;70;17;1;93.643030063;17;;2;1;52;1;;;48;3000000;1;;6;0;8;INGENIERO CIVIL;1;8;2;2;;2;;2142;2142;41;4111
20221040;10;2022;7215490;1;3;1;70;17;1;93.643030063;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215491;1;2;1;70;17;1;85.674483067;17;1;;;;;;;;;1;;36;0;5;HACER ASEO;1;10;2;3;;2;;.;9112;47;4731
20221040;10;2022;7215493;1;1;1;70;17;1;120.26272112;17;1;;;;;1;;48;2000000;1;;24;0;1;CONDUCTOR DE BUSETA;1;10;2;1;2;2;;.;8331;49;4921
20221040;10;2022;7215493;1;2;1;70;17;1;120.26272112;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215493;1;3;1;70;17;1;120.26272112;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215497;1;1;1;70;17;1;137.38592969;17;1;;;;;;;;;1;;240;0;4;HACER VESTIDOS PARA DAMA Y CABALLERO;4;1;2;3;;2;;.;7531;14;1410
20221040;10;2022;7215497;1;2;1;70;17;1;137.38592969;17;;1;1;12;1;;;48;2000000;1;;3;0;6;ADMINISTRADOR EN HOTEL;1;3;2;2;;2;;3343;1411;55;5511
20221040;10;2022;7215497;1;3;1;70;17;1;137.38592969;17;1;;;;;1;;40;2200000;1;;0;2;9;JEFE DE ENFERMERIA;1;10;2;2;;1;2200000;.;1342;86;8610
20221040;10;2022;7215498;1;1;1;70;17;1;77.721747275;17;;1;1;8;1;;;40;900000;1;;3;0;8;AYUDANTE DE CONSTRUCCION;1;2;2;2;;2;;9313;9313;41;4111
20221040;10;2022;7215498;1;2;1;70;17;1;77.721747275;17;1;;;;;;;;;1;;48;0;1;VIGILANTE;4;1;2;2;;2;;.;5414;80;8010
20221040;10;2022;7215500;1;1;1;70;17;1;239.00412261;17;;1;1;8;1;;;72;1000000;1;;2;1;6;CONDUCTOR DE CAMION DE CARGA;1;4;2;2;;2;;8324;8332;47;4752
20221040;10;2022;7215500;1;2;1;70;17;1;239.00412261;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215503;1;2;1;70;17;1;362.93717546;17;;2;1;48;1;;;72;1100000;1;;13;0;8;ENFERMERA DOMICILIARIA;4;1;2;2;;2;;5321;5321;86;8621
20221040;10;2022;7215504;1;2;1;70;17;1;147.54987959;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215505;1;1;1;70;17;1;309.81474319;17;1;;;;;;;;;1;;144;0;5;OPERARIA DE MAQUINA;1;10;2;3;;2;;.;8156;15;1521
20221040;10;2022;7215506;1;3;1;70;17;1;197.39467804;17;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215507;1;1;1;70;19;1;197.82574329;19;1;;;;;;;;;1;;72;2;5;EPIDEMIOLOGA;2;10;2;3;;2;;.;2212;86;8610
20221040;10;2022;7215507;1;2;1;70;19;1;197.82574329;19;1;;;;;;;;;1;;120;2;5;MEDICO;2;10;2;3;;2;;.;2211;86;8610
20221040;10;2022;7215508;1;1;1;70;19;1;106.64200994;19;1;;;;;;;;;1;;2;0;4;NIÑERA;3;1;2;2;;2;;.;5311;97;9700
20221040;10;2022;7215508;1;2;1;70;19;1;106.64200994;19;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215509;1;1;1;70;19;1;82.671110862;19;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215509;1;2;1;70;19;1;82.671110862;19;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215510;1;1;1;70;19;1;129.34764448;19;1;;;;;;;;;1;;30;2;1;VENDEDOR DE CHANCE;4;10;2;2;;2;;.;9520;92;9200
20221040;10;2022;7215510;1;4;1;70;19;1;129.34764448;19;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221040;10;2022;7215511;1;1;1;70;19;1;111.90143055;19;1;;;;;;;;;1;;120;1;4;ASEADORA DE VIVIENDAS;4;1;2;2;;2;;.;9112;81;8121
