DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5030347;1;3;1;80; ;1;1;3;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;10;76;1793,35479443263
5030349;1;2;1;80; ;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;76;2173,87834710788
5030351;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;1689,35609519817
5030351;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;1689,35609519817
5030351;1;9;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;1689,35609519817
5030352;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;2638,30211938735
5030359;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;2764,99349545521
5030359;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;76;2764,99349545521
5030359;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;2764,99349545521
5030359;1;6;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;76;2764,99349545521
5030363;1;3;1;80; ;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;900000;2;1;10;76;2347,43072815391
5030363;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;1;10;76;2347,43072815391
5030365;1;1;1;80; ;1;1;4;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;10;76;1167,0752917788
5030389;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;10;05;603,399378337475
5030389;1;2;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;10;05;603,399378337475
5030389;1;3;1;80;05;1;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;05;603,399378337475
5030389;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;05;603,399378337475
5030390;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;05;1136,81004935308
5030391;1;1;1;80;05;1;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;05;1432,40617295408
5030391;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;05;1432,40617295408
5030391;1;4;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;05;1432,40617295408
5030392;1;1;1;80;05;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;05;877,343409560962
5030392;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;05;877,343409560962
5030392;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;05;877,343409560962
5030393;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;05;1285,0168295482
