DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;P5070;DPTO;ORDEN;fex_c_2011
1030239;1;7;4;1;1;1;1;3;2; ;500000;300000000;1400000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1124,23746932557
1030241;1;4;3;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1065,56639465751
1030242;1;3;2;1;1;1;1;4;3; ; ; ; ;230000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1109,19726136443
1030243;1;5;1;1;1;1;1;4;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1109,19726136443
1030244;1;5;3;1;1;1;1;4;3; ; ; ; ;310000;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;980,003343914898
1030245;1;3;2;1;1;1;1;3;3; ; ; ; ;280000;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1029,07105160652
1030246;1;4;3;1;1;1;1;3;1; ; ;90000000;800000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;05;1;1005,20762284873
1030247;1;7;4;1;1;1;1;4;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;05;1;1066,03746906465
1030251;1;5;2;1;1;1;1;3;1; ; ;100000000;550000; ;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1032,4118891295
1030253;1;5;4;1;1;1;1;3;1; ; ;120000000;650000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;856,452029827353
1030254;1;7;4;1;1;1;1;1;1; ; ;150000000;1200000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;978,127326558293
1030255;1;5;3;1;1;1;1;4;2; ;98;200000000;800000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;924,211637321918
1030256;1;2;1;1;1;1;1;1;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;972,680880614345
1030257;1;4;3;1;1;1;1;3;3; ; ; ; ;530000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;996,309248100413
1030259;1;3;1;1;1;1;1;1;1; ; ;35000000;250000; ;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;972,680880614345
1030260;1;5;2;1;1;1;1;4;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1122,7303253038
1030261;1;5;3;1;1;1;1;3;4; ; ; ;500000; ;1;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1057,25018559773
1030262;1;4;3;1;1;1;1;4;1; ; ;60000000;350000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1016,70444934317
1030263;1;5;2;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1122,7303253038
1030264;1;3;2;1;1;1;1;4;3; ; ; ; ;240000;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1072,49615593615
1030265;1;4;3;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;05;1;1016,70444934317
1030267;1;1;1;1;1;1;1; ;3; ; ; ; ;200000;1;2;2;2;2;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;6;05;1;1020,75484254673
1030269;1;4;1;1;1;1;1;4;1; ; ;160000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1099,70042221692
1030270;1;4;2;1;1;1;1;3;1; ; ;130000000;700000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;934,103757829465
1030271;1;5;3;1;1;1;1;3;1; ; ;160000000;1200000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;996,309248100413
1030272;1;4;2;1;1;1;1;1;3; ; ; ; ;1000000;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;982,17771976185
1030274;1;4;3;1;1;1;1;3;1; ; ;150000000;1000000; ;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1039,73435243005
1030275;1;4;3;1;1;1;1;3;3; ; ; ; ;281000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1015,9002225667
1030276;1;6;3;1;1;1;1;4;1; ; ;200000000;800000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1149,56571824974
1030277;1;4;3;1;1;1;1;3;1; ; ;70000000;500000; ;1;2;2;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;1016,70444934317
1030278;1;5;2;1;1;1;1;3;1; ; ;50000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;982,17771976185
1030279;1;5;3;1;1;1;1;4;3; ; ; ; ;500000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;991,674558909356
1030281;1;5;2;1;1;1;1;1;3; ; ; ; ;98;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1032,4118891295
1030282;1;6;3;1;1;1;1;4;1; ; ;200000000;1800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;05;1;980,003343914898
1030286;1;6;3;1;1;1;1;4;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;05;1;1179,62086959755
1030287;1;5;3;1;1;1;1;4;3; ; ; ; ;450000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1155,38103752852
1030288;1;5;4;1;1;1;1;4;1; ; ;150000000;1200000; ;1;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1008,18247790611
1030289;1;5;3;1;1;1;1;3;3; ; ; ; ;480000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1057,25018559773
1030290;1;7;5;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1065,83170668737
1030291;1;5;3;1;1;1;1;1;1; ; ;70000000;400000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;946,075078732768
1030296;1;1;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1099,70042221692
1030297;1;4;1;1;1;1;1;3;1; ; ;150000000;1200000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1032,4118891295
1030298;1;4;2;1;1;1;1;3;3; ; ; ; ;700000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1029,07105160652
1030299;1;4;3;1;1;1;1;3;3; ; ; ; ;648000;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;05;1;797,192095719341
1030300;1;4;3;1;1;1;1;3;2; ;600000;180000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1057,25018559773
1030301;1;4;1;1;1;1;1;3;1; ; ;180000000;1000000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1032,4118891295
1030302;1;4;2;1;1;1;1;3;1; ; ;125000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;948,944841848608
1030303;1;4;1;1;1;1;1;3;1; ; ;80000000;700000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1109,19726136443
1030304;1;5;4;1;1;1;1;3;1; ; ;30000000;350000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1000,96563567958
1030305;1;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;1;2;2;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1165,55552934685
1030306;1;2;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;05;1;1109,19726136443
1030307;1;4;3;1;1;1;1;1;3; ; ; ; ;200000;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;936,578239585263
1030308;1;4;3;1;1;1;1;4;4; ; ; ;550000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;939,448002701102
1030309;1;3;2;1;1;1;1;1;3; ; ; ; ;320000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;797,192095719341
1030312;1;4;4;1;1;1;1;1;1; ; ;200000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1076,0665845235
1030313;1;4;3;1;1;1;1;1;4; ; ; ;400000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;05;1;972,680880614345
1030314;1;4;3;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;05;1;980,003343914898
1030317;1;4;1;1;1;1;1;4;3; ; ; ; ;540000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1109,19726136443
1030318;1;4;2;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;1007,20761019567
1030319;1;7;3;1;1;1;1;4;3; ; ; ; ;700000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;970,506504767392
1030320;1;4;2;1;1;1;1;4;3; ; ; ; ;480000;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;984,053737118455
1030321;1;5;3;1;1;1;1;1;1; ; ;60000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;982,17771976185
1030322;1;4;2;1;1;1;1;4;3; ; ; ; ;330000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;977,123975839817
1030324;1;2;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;918,76519137797
1030325;1;3;2;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;1;1;1;1;2;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;982,17771976185
1030327;1;5;3;1;1;1;1;3;3; ; ; ; ;850000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;980,003343914898
1030328;1;4;3;1;1;1;1;3;1; ; ;110000000;950000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;1;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;926,180250791592
1030329;1;4;2;1;1;1;1;3;1; ; ;140000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;980,003343914898
1030330;1;4;2;1;1;1;1;3;3; ; ; ; ;620000;2;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;3;05;1;1137,37639535564
1030331;1;4;2;1;1;1;1;3;1; ; ;150000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;984,053737118455
1030332;1;6;2;1;1;1;1;3;1; ; ;180000000;1300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1187,61056472328
1030333;1;7;4;1;1;1;1;3;1; ; ;200000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;1058,94892358509
1030334;1;6;3;1;1;1;1;3;1; ; ;200000000;1500000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;05;1;993,834766344616
1030335;1;3;2;1;1;1;1;3;1; ; ;20000000;250000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;951,61844754641
1030336;1;2;1;1;1;1;1;4;3; ; ; ; ;370000;1;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;956,441164516685
1030337;1;3;1;1;1;1;1;4;3; ; ; ; ;360000;1;1;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;972,680880614345
1030339;1;3;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;2;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;984,053737118455
1030340;1;3;2;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;05;1;826,272379356715
1030341;1;5;2;1;1;1;1;4;1; ; ;80000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1032,4118891295
1030342;1;6;5;1;1;1;1;4;1; ; ;150000000;1500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;05;1;1089,61381687456
1030345;1;4;3;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;05;1;1044,88358333438
1030346;1;5;3;1;1;1;1;3;1; ; ;60000000;520000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1070,62013857955
1030347;1;5;2;1;1;1;1;4;1; ; ;150000000;600000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;3;05;1;1032,4118891295
1030348;1;5;2;1;1;1;1;3;1; ; ;120000000;500000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;05;1;1041,908728277
1030349;1;3;1;1;1;1;1;1;1; ; ;98;300000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;4;1;2;1;1;1;3;3;1;01;05;1;05;1;972,680880614345
1030350;1;5;2;1;1;1;1;3;3; ; ; ; ;160000;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;01;05;1;05;1;773,456056953603
1030352;1;2;1;1;1;1;1;4;1; ; ;5000000;80000; ;1;1;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1044,88358333438
1030353;1;2;1;1;1;1;1;1;4; ; ; ;160000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;1127,87955620813
1030354;1;3;1;1;1;1;1;1;1; ; ;14000000;200000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;05;1;972,680880614345
1030355;1;5;1;1;1;1;1;4;1; ; ;15000000;100000; ;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;972,680880614345
1030356;1;2;1;1;1;1;1;4;3; ; ; ; ;100000;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;1;05;1;880,18806859309
1030357;1;4;2;1;1;1;1;3;1; ; ;20000000;160000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;856,452029827353
1030358;1;3;2;1;1;1;1;3;3; ; ; ; ;150000;1;1;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;768,009611009655
1030359;1;4;3;1;1;1;1;3;1; ; ;25000000;180000; ;1;1;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;01;05;1;05;1;983,847974741176
1030360;1;4;3;1;1;1;1;4;2; ;323000;45000000;300000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;3;1;01;05;2;05;1;1151,44173560634
1030361;1;3;1;1;1;1;1;4;1; ; ;30000000;200000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;1019,57421245901
1030362;1;4;2;1;1;1;1;3;1; ; ;20000000;180000; ;1;2;2;1;2;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;982,17771976185
1030363;1;3;2;1;1;1;1;3;4; ; ; ;250000; ;1;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;05;1;946,172001602462
1030364;1;2;1;1;1;1;1;4;4; ; ; ;180000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;4;1;2;1;1;1;1;2;1;01;05;3;05;1;1032,4118891295
1030365;1;3;1;1;1;1;1;4;3; ; ; ; ;160000;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1109,19726136443
1030366;1;3;2;1;1;1;1;4;3; ; ; ; ;230000;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;1;05;1;876,314954758775
1030367;1;2;1;1;1;1;1;4;3; ; ; ; ;170000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;1;2;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;05;1;868,818632090698
1030368;1;3;1;1;1;1;1;1;1; ; ;20000000;160000; ;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;05;1;1032,4118891295
