Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P9460;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s4;P7420s3;P7420s5;P7420s6;P7420s7;P7420s7a1;P7420s8;P7422;P7422s1;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
4071212;1;2;1;70;05;3;48;4; ;2;3;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;20000;79;79;18;1;1;1810;06;05;963,727118521171
4071221;1;1;1;70;05;3;48;1; ;2;104;3; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;54;95;1;1;9500;06;05;729,990065575309
4071229;1;3;1;70;05;52;48;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;95;1;2;9500;06;05;772,703862575748
4071235;1;2;1;70;05;24;48;1; ;2;59;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;93;45;1;2;4552;06;05;1051,71677133391
4071235;1;3;1;70;05;8;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;50;1;1;5020;06;05;1051,71677133391
4071240;1;2;1;70;05;4;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;06;05;1130,58142971566
4071251;1;3;1;70;05;5;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;06;05;904,387365919879
4071260;1;1;1;70;05;52;30;4; ;2;52;1; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;1;200000;07;07;85;1;2;8511;06;05;1065,18527966279
4071262;1;2;1;70;05;4;48;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;689000;45;45;52;1;1;5241;06;05;923,534565230527
4071267;1;4;1;70;05;48;48;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;51;55;1;2;5530;06;05;1109,64211078127
4071267;1;5;1;70;05;10;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;06;05;1109,64211078127
4071286;1;4;1;70;05;4;48;1; ;2;4;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;06;05;1186,14615897917
4071290;1;7;1;70;05;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;52;1;1;5233;06;05;1395,88398880404
4071293;1;1;1;70;05;20;60;1; ;2;20;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;60000;53;59;31;1;2;3190;06;05;1031,92792080829
4071294;1;2;1;70;05;10;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;1;4552;06;05;1124,61660638304
4071296;1;3;1;70;05;1;48;1; ;2;1;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;640000;85;85;45;1;1;4542;06;05;887,758686492629
4071315;1;1;1;70;05;4;48;1; ;2;6;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;74;1;1;7421;06;05;1130,58142971566
4071317;1;2;1;70;05;40;48;1; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;38;98;60;1;2;6031;06;05;1130,58142971566
4071318;1;1;1;70;05;8;48;1; ;2;10;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;150000;59;97;74;1;1;7491;06;05;514,967738985664
4071319;1;4;1;70;05;6;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;57;57;93;1;1;9302;06;05;507,258470159584
4071319;1;5;1;70;05;3;48;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;85;85;45;1;1;4542;06;05;507,258470159584
4071322;1;1;1;70;05;32;48;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;2; ;33;45;55;1;2;5523;06;05;1114,55782117595
4071331;1;2;1;70;05;6;48;1; ;2;6;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5234;06;05;854,409753519174
4071340;1;2;1;70;05;8;48;1; ;2;48;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;81;81;20;1;1;2090;06;05;575,352734820435
4071348;1;2;1;70;05;48;48;1; ;2;96;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;2;7412;06;05;1065,27685378174
4071350;1;2;1;70;05;8;48;1; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5269;06;05;1015,90431226858
4071351;1;1;1;70;05;10;24;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;74;1;1;7421;06;05;1020,82002266326
4071379;1;1;1;70;05;4;48;1; ;2;4;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;45;45;55;1;1;5521;06;05;920,410974459585
4071390;1;4;1;70;05;4;48;1; ;2;58;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;55;1;1;5529;06;05;1316,78054938536
4071395;1;2;1;70;05;48;48;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;30000;79;79;17;1;2;1741;06;05;1114,89500216791
4071396;1;2;1;70;05;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;33;53;55;1;1;5530;06;05;1048,63863523158
4071399;1;2;1;70;05;24;48;1; ;2;30;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;17;1;2;1720;06;05;920,410974459585
4071399;1;3;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;06;05;920,410974459585
4071405;1;3;1;70;05;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;85;1;1;8512;06;05;754,000705315499
4071415;1;2;1;70;05;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;17;1;1;1720;06;05;1091,96431841608
4071438;1;2;1;70;05;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;59;59;85;1;1;8532;06;05;770,59551648314
4071440;1;5;1;70;08;4;48;1; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;90000;55;55;74;1;1;7493;06;08;395,137587933268
4071445;1;3;1;70;08;2;48;1; ;2;28;1; ;4;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;45;40;52;1;1;5211;06;08;547,463133740318
4071450;1;4;1;70;08;3;48;1; ;2;3;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;99;02;02;28;1;1;2899;06;08;505,045679884593
4071452;1;3;1;70;08;10;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;40;50;1;1;5030;06;08;496,159177763087
4071455;1;1;1;70;08;12;40;1; ;2;20;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;03;44;50;1;1;5012;06;08;649,201892748155
4071458;1;3;1;70;08;12;48;1; ;2;20;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;39;92;1;1;9242;06;08;352,720134077543
4071470;1;4;1;70;08;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;15;1;1;1551;06;08;709,789689754821
4071473;1;5;1;70;08;3;48;1; ;2;16;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;39;59;85;1;1;8532;06;08;722,944723900563
4071476;1;2;1;70;08;24;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;60;1;2;6041;06;08;472,393651280277
4071477;1;3;1;70;08;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;06;08;644,63106694878
4071480;1;2;1;70;08;24;24;3; ;2;4;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;54;55;95;1;2;9500;06;08;581,946839608599
4071481;1;2;1;70;08;24;48;1; ;2;51;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;08;39;65;1;2;6512;06;08;602,92076684718
4071483;1;3;1;70;08;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;45;52;1;2;5223;06;08;550,331371125966
4071483;1;4;1;70;08;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;38;38;74;1;2;7499;06;08;550,331371125966
4071487;1;2;1;70;08;5;48;1; ;2;30;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;97;71;1;1;7122;06;08;431,838511763915
4071498;1;2;1;70;08;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;85;1;1;8512;06;08;611,568159529664
4071519;1;6;1;70;08;12;40;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;39;52;1;1;5219;06;08;358,669503686699
4071526;1;3;1;70;08;48;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;08;03;25;1;2;2529;06;08;705,525154318664
4071532;1;4;1;70;08;24;36;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;06;08;444,974540452816
4071538;1;3;1;70;08;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;06;08;542,610517976382
4071551;1;5;1;70;08;2;48;1; ;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;45;45;52;1;1;5241;06;08;439,007416602932
4071552;2;2;2;70;08;8;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;06;08;554,766838220159
4071556;1;1;1;70;08;52;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;70;1;2;7020;06;08;593,035550823709
4071556;1;2;1;70;08;48;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;06;08;593,035550823709
4071559;1;1;1;70;08;3;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;57;45;52;1;1;5261;06;08;583,394278545082
4071566;1;3;1;70;08;10;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;59;91;1;1;9111;06;08;494,831057493564
4071566;1;4;1;70;08;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;06;08;494,831057493564
4071574;1;4;1;70;08;56;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;06;08;547,463133740318
4071576;1;1;1;70;08;48;48;1; ;2;32;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5530;06;08;585,439567992623
4071577;1;5;1;70;08;8;56;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;06;08;491,962820107916
4071579;1;3;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;06;08;576,449474276324
4071590;1;3;1;70;08;4;48;1; ;2;87;1; ;8;2;7; ; ;1; ; ; ; ; ; ; ; ;2; ;02;21;28;1;1;2893;06;08;563,414230902643
4071600;1;2;1;70;08;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;55;1;2;5530;06;08;731,643257469022
4071611;1;1;1;70;08;28;48;1; ;2;28;1; ;5;2;2; ; ; ; ; ;1; ; ; ; ; ;2; ;59;03;74;1;2;7414;06;08;640,55450006567
4071619;2;2;2;70;11;24;40;1; ;2;72;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;15;1;2;1551;06;11;3386,81731014092
4071619;3;2;3;70;11;20;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;45;52;1;2;5262;06;11;3386,81731014092
4071619;4;1;4;70;11;52;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;98;90;1;2;9000;06;11;3386,81731014092
4071619;4;3;4;70;11;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;06;11;3386,81731014092
4071622;1;1;1;70;11;16;40;1; ;2;16;1; ;5;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;32;32;51;1;2;5161;06;11;2178,50184419721
