DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4537907;1;4;1;70;1;28;48;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;44;44;80;1;2;02;8043;68;3419,41728183682; 
4537911;1;1;1;70;1;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;02;4530;68;5568,34043098378; 
4537915;1;3;1;70;1;52;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;84;45;52;1;2;02;5233;68;7113,80209123703; 
4537920;1;1;1;70;1;1;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;55;55;1;1;02;5512;68;4877,5857077443; 
4537922;1;3;1;70;1;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2500000; ; ;12; ; ;1;1;02; ;68;2803,35169649314; 
4537924;1;3;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;781500;2; ;84;84;50;1;1;02;5040;68;5620,3418116588; 
4537924;1;4;1;70;1;50;48;1; ;2;50;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;53;55;1;2;02;5529;68;5620,3418116588; 
4537981;1;3;1;70;1;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;45; ; ;1;1;02; ;05;944,297246636086;05
4537984;1;1;1;70;1;30;48;1; ;2;300;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;02;5233;05;999,913555570384;05
4537990;1;2;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;32; ; ;1;1;02; ;05;1572,62280181068;05
4537994;1;1;1;70;1;4;50;4; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;80;80;19;1;1;02;1929;05;1129,79136779798;05
4537998;1;2;1;70;1;16;72;1; ;2;16;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;95;95;45;1;2;02;4522;05;1292,11025598561;05
4538003;1;3;1;70;1;35;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;93;45;52;1;2;02;5241;05;1520,67486784647;05
4538003;1;6;1;70;1;35;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;33;52;1;2;02;5211;05;1520,67486784647;05
4538009;1;1;1;70;1;102;48;1; ;2;12;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;1;98;98;60;1;2;02;6022;05;827,282378326801;05
4538011;1;1;1;70;1;7;80;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;21;21;19;1;1;02;1929;05;882,036833296395;05
4538011;1;2;1;70;1;7;72;1; ;2;7;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;80;80;19;1;1;02;1929;05;882,036833296395;05
4538013;1;2;1;70;1;8;48;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;59;93;1;1;02;9309;05;1155,8943227066;05
4538015;1;1;1;70;1;60;48;1; ;2;60;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;1;2;08;13;80;1;2;02;8060;05;916,884477292282;05
4538016;1;2;1;70;1;104;24;1; ;2;208;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;150000000;2; ;19;19;85;1;2;02;8532;05;924,79019831238;05
4538021;1;5;1;70;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;19;50;55;1;1;02;5530;05;560,3589047296;05
4538035;1;1;1;70;1;4;24;1; ;2;156;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;38;59;92;1;1;02;9242;05;1257,8032056943;05
4538036;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;53; ; ;1;1;02; ;05;850,834678373059;05
4538039;1;1;1;70;1;54;48;1; ;2;56;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;21;30;45;1;2;02;4530;05;1114,4507721258;05
4538043;1;1;1;70;1;40;48;1; ;2;52;1; ;5;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;39;39;51;1;2;02;5139;05;1223,25393606101;05
4538045;1;3;1;70;1;4;48;1; ;2;4;1; ;8;2;9;POR COBERTURA DE URGENCIAS EN LA EPS; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;37;64;1;1;02;6412;05;1445,84988495106;05
4538047;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;45; ; ;1;1;02; ;05;1011,91464552399;05
4538059;1;3;1;70;1;10;48;4; ;2;10;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2500000;1;1;19;19;75;1;1;02;7513;05;972,571869944596;05
4538060;1;3;1;70;1;1;48;1; ;2;104;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;21;41;52;1;1;02;5225;05;796,080223403465;05
4538070;1;2;1;70;1;6;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;51;1;1;02;5125;05;1232,32749439979;05
4538071;1;2;1;70;1;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;02; ;05;1216,35965511351;05
4538072;1;1;1;70;1;4;48;4; ;2;4;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1000000;1800000;2; ;95;95;45;1;1;02;4530;05;1259,11684275246;05
4538073;1;1;1;70;1;2;48;1; ;2;2;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;1;350000;781242;2; ;95;95;45;1;1;02;4522;05;1164,08667452075;05
4538077;1;2;1;70;1;104;24;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;32;53;55;1;2;02;5530;05;1334,24020001047;05
4538080;1;3;1;70;1;60;48;4; ;2;60;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;781242;2; ;93;98;91;1;2;02;9191;05;1357,11724894167;05
4538086;1;3;1;70;1;2;48;1; ;2;2;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;450000;1500000;2; ;95;95;45;1;1;02;4521;05;1334,8636210016;05
4538087;1;1;1;70;1;8;48;1; ;2;12;1; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;45;42;55;1;1;02;5511;05;882,036833296395;05
4538088;1;2;1;70;1;8;48;1; ;2;8;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;13;59;74;1;1;02;7499;05;1334,24020001047;05
4538089;1;1;1;70;1;16;48;5; ;2;16;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;84;84;45;1;2;02;4542;05;1019,42060389409;05
4538097;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;21;21;80;1;1;02;8060;05;1478,90627063713;05
4538100;1;4;1;70;1;2;48;1; ;2;2;1; ;9;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;1;1400000;800000;2; ;33;21;92;1;1;02;9249;05;1026,016510479;05
4538101;1;3;1;70;1;6;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;59;59;85;1;1;02;8513;05;1019,42060389409;05
4538124;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;32; ; ;1;1;02; ;05;746,730951802568;05
