DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OFICIO,RAMA2D,RAMA2DP8,OCI,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
817585,1,1,1,60,2,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,750000,3,,7,77,,.,77,,,1,8,12,1,13,19,2,,,1,3,,2,,,,1,,,1,,,,,,,2,1,36,4,,2,,,,,5,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,1,2,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,41,52,,1,4,,5225,,150000,63,16.149.571.336.311
817587,1,1,1,60,2,1,1,,,1,1,,2,2,2,9,,1,,247000,2,,,2,,1,60000,2,,1,80000,,,,31000,,,,2,2,,1,2,1,250000,2,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,12,1,13,19,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,2,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,62,1,,1,1,,123,,307000,63,131.027.806.684.641
817587,1,2,1,60,2,2,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,2,,12,,,1,18,20,2,,,,,,2,8,,2,,,,1,,,,,,1,,,,2,1,1,6,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,20,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,62,1,,1,6,,123,,,63,131.027.806.684.641
817587,1,5,1,60,2,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,1,,25,,,1,7,12,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,6,8,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,11,,,,1,20,1,1,1,1,2,1,2,1,2,2,2,2,2,,2,1,,3,3,3,3,3,3,2,1,3,8,,62,1,,1,6,,123,,,63,131.027.806.684.641
817588,1,1,1,60,2,1,1,,,1,1,,2,2,2,20,,1,,448000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,6,12,1,13,15,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,14,1,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,2,2,,2,2,1,2,2,2,2,2,3,5,,62,1,,1,8,,121,,548000,63,13.761.465.868.511
817590,1,1,1,60,2,2,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3600000,3,,12,63,,.,63,,,1,6,12,1,13,15,2,,,1,8,,3,,,,,,,,,,,,,,2,1,84,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,10,PENSION,61,1,,1,4,,111,,300000,63,144.765.049.881.835
823419,1,1,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1000000,1,12000000,3,,12,49,,.,49,,,1,5,11,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,,2,2,2,2,3,2,2,3,3,3,,41,52,,1,4,,5222,,1000000,25,305.936.350.595.426
823420,1,1,1,60,2,1,2,2,12,1,1,,1,1,2,18,,2,,461500,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,215000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,7,7,,2,,,,1,,,,,,1,,,,1,1,168,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,89,26,,1,1,,2693,,461500,25,268.231.804.582.108
823421,1,3,1,60,2,2,,,,,,,,,,250,,1,,40000,2,,,1,48000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,24,1,,24,,,1,8,9,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,1,1,1,1,2,1,2,1,1,1,2,,2,1,,2,3,2,3,3,3,2,2,4,5,,54,95,,1,3,,9500,,88000,25,920.287.004.207.496
823421,1,4,1,60,2,2,,,,,,,,,,84,,1,,40000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,4,1,,4,,,1,8,12,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,1,40,2,1,1,1,1,1,2,1,2,1,1,1,2,,2,1,,3,3,3,3,3,3,2,1,3,5,,54,95,,1,3,,9500,,40000,25,920.287.004.207.496
823421,1,5,1,60,2,1,1,,,1,2,,2,2,2,6,,1,,461500,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,6,60,,.,60,,,1,7,17,2,,,,,,7,7,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,84,24,,1,1,,2423,,461500,25,920.287.004.207.496
823425,1,1,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,VENDEDOR DE LECHE AL POR M,,500000,1,6000000,3,,12,42,,.,42,,,1,6,12,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,12,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,2,,41,52,,1,4,,5222,,500000,25,227.374.769.451.567
823426,1,1,1,60,2,2,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,1,98,3,,12,14,2,,14,,,2,,,,,,,,,1,8,,3,,,,,,,,,,,,,,2,1,240,1,,1,14,4,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,10,ES PESIONADO,62,1,,1,4,,122,,,25,147.601.210.512.418
823427,1,1,1,60,2,2,,,,,,,,,,2,,2,,200000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,7,17,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,10,4,,2,,,,,10,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,1,1,1,1,1,1,1,1,1,1,2,,2,1,,3,3,3,3,3,3,2,2,3,5,,58,95,,1,3,,9500,,300000,25,206.607.944.767.802
823428,1,1,1,60,2,2,,,,,,,,,,5,,1,,450000,2,,,2,,1,120000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,10,70,,.,70,,,1,7,17,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,17,1,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,1,1,1,1,1,1,1,1,1,1,2,,2,2,,3,3,3,3,3,3,2,2,3,8,,62,1,,1,8,,122,,570000,25,134.732.784.686.248
823465,1,3,1,60,2,2,,,,,,,,,,0,,1,,460000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,9,55,,.,55,,,1,6,16,1,6,12,2,,,7,10,,2,,,,1,,,,,,,,1,,2,1,12,4,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,1,1,2,2,1,1,2,,2,1,,3,3,2,3,3,2,2,2,3,3,,89,26,,1,1,,2693,,460000,25,920.287.004.207.496
823465,1,4,1,60,2,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,5000000,1,,12,48,,.,48,,,1,9,17,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,3,,85,45,,1,4,,4552,,400000,25,920.287.004.207.496
823465,1,6,1,60,2,1,2,1,,2,1,,1,1,1,14,,3,,684000,1,36000,1,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,2,,,236000,,2,1,2,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,9,7,,1,1,1,7,1,1,,,,,,,,,1,1,36,1,,2,,,,,0,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,2,1,1,2,2,2,1,2,2,,2,1,,2,3,2,2,2,3,2,3,3,1,,58,85,74,1,1,7492,8511,7492,684000,25,920.287.004.207.496
823466,1,1,1,60,2,2,,,,,,,,,,240,,1,,500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,450000,,,,1,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,1,7,12,2,,,4,10,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,,2,2,2,2,3,2,2,3,3,3,,99,26,,1,1,,2693,,500000,25,175.674.900.093.084
823466,1,2,1,60,2,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,480000,1,5760000,3,,12,68,,.,68,,,1,6,18,1,6,12,2,,,7,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,1,1,2,1,1,2,2,2,1,2,2,,2,1,,2,3,2,2,3,2,2,3,3,3,,79,18,,1,4,,1810,,480000,25,175.674.900.093.084
823466,1,3,1,60,2,2,,,,,,,,,,24,,1,,360000,2,,,1,20000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,42,,.,42,,,1,7,14,2,,,,,,4,10,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,2,2,2,2,3,2,2,3,3,3,,99,26,,1,1,,2693,,380000,25,175.674.900.093.084
823467,1,1,1,60,2,2,,,,,,,,,,480,,1,,700000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,7,17,2,,,,,,4,10,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,2,2,3,3,3,,21,26,,1,1,,2693,,700000,25,937.906.692.794.124
823467,1,2,1,60,2,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,300000,1,900000,1,,12,42,,.,42,,,1,10,17,2,,,,,,9,6,,2,,,,1,,,,,,,,1,,2,1,216,6,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,41,52,,1,4,,5241,,300000,25,937.906.692.794.124
823468,1,1,1,60,2,1,2,2,12,1,1,,1,1,1,24,,1,,481500,2,,,2,,2,,2,,2,,,55000,114000,,2,2,,1,1,,2,2,2,,,,2,,,220000,,2,1,2,2,,,,,,,,,,,12,55,,.,55,,,1,7,17,1,7,12,2,,,8,7,,1,1,1,9,1,1,,,,,,,,,1,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,5,,81,36,,1,1,,3611,,481500,25,353.903.194.183.061
823468,1,2,1,60,2,2,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,120000,1,920000,3,,9,24,2,,24,,,1,6,10,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,12,6,,2,,,,,36,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,24,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,3,3,3,2,2,3,3,3,,45,55,,1,4,,5522,,120000,25,353.903.194.183.061
823468,1,4,1,60,2,2,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,2,,12,,,1,7,9,2,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,3,3,2,2,2,3,3,3,,53,55,,1,6,,5522,,,25,353.903.194.183.061
823469,1,1,1,60,2,2,,,,,,,,,,1,,1,,500000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,215000,,2,1,2,2,,,,,,,,,,,12,51,,.,51,,,1,7,16,1,7,10,2,,,4,8,,2,,,,1,,,,,,,,1,,2,1,3,4,,1,0,5,,0,0,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,60,1,,1,1,,122,,600000,25,114.219.186.844.683
823469,1,2,1,60,2,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,100000,1,1200000,1,,12,6,2,,6,,,1,10,16,2,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,94,36,,1,4,,3699,,100000,25,114.219.186.844.683
823470,1,1,1,60,2,2,,,,,,,,,,5,,1,,500000,2,,,2,,1,400000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,49,,.,49,,,1,6,11,1,15,17,2,,,2,8,,2,,,,1,,,,,,,,1,,2,1,12,1,,1,7,4,,300000,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,1,2,,2,1,,2,2,2,2,2,2,2,3,3,2,,62,1,,1,8,,122,,1200000,25,186.347.573.768.436
823472,1,1,1,60,2,2,,,,,,,,,,12,,1,,500000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,7,17,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,2,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,1,1,2,1,1,2,2,2,2,1,2,,2,1,,2,2,2,3,3,2,2,3,3,3,,62,1,,1,8,,122,,600000,25,240.747.611.576.178
823472,1,3,1,60,2,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,2,,7,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,3,3,2,4,4,2,2,2,3,3,,62,1,,1,7,,122,,,25,240.747.611.576.178
823472,1,4,1,60,2,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,,4,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,4,4,2,2,2,3,3,,62,1,,1,7,,122,,,25,240.747.611.576.178
823473,1,1,1,60,2,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,12,1,,12,50,,.,0,1,,1,7,17,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,36,1,,1,0,4,,40000,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,3,,62,1,,1,4,,140,,440000,25,937.906.692.794.124
823511,1,1,1,60,2,1,2,1,,1,1,,1,1,1,72,,2,,966910,2,,,2,,2,,2,,2,,,51333,18900,,2,1,,1,1,,2,2,2,,,,2,,,410000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,14,2,,,,,,9,8,,1,1,1,28,1,1,,,,,,,,,1,1,204,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,1,,84,26,,1,1,,2695,,966910,25,920.287.004.207.496
823511,1,2,1,60,2,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,225000,1,3250000,3,,12,21,2,,21,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,1,2,1,2,2,2,2,3,3,3,,62,52,,1,4,,5222,,225000,25,920.287.004.207.496
823511,1,3,1,60,2,1,2,2,10,1,2,,2,2,2,22,,1,,550000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,10,35,1,,35,,,1,6,13,2,,,,,,6,7,,1,1,1,4,1,1,,,,,,,,,2,1,24,2,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,4,4,2,2,3,3,3,,13,80,,1,1,,8045,,550000,25,920.287.004.207.496
