DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4367131;1;1;1;70;1;28;40;1; ;2;28;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;59;59;85;1;2;8532;07;76;2008,19638521542; 
4367143;1;2;1;70;1;10;40;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;150000;2; ;54;54;95;1;1;9500;07;76;2670,03698376365; 
4367147;1;2;1;70;1;24;44;1; ;2;48;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;39;39;60;1;2;6042;07;76;2161,57456732076; 
4367212;1;2;1;70;1;20;24;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;240000; ; ;53; ; ;1;2; ;07;63;863,825658902342; 
4367222;1;1;1;70;1;1;48;1; ;2;1;1; ;9;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;1100000;850000;2; ;97;97;15;1;1;1543;07;05;1344,47846298005;05
4367224;1;3;1;70;1;48;48;1; ;2;98;1;5511;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;12;39;55;1;2;5511;07;05;920,967748241743;05
4367235;1;2;1;70;1;25;48;1; ;2;25;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737350;2; ;45;45;52;1;2;5232;07;05;1106,18190908498;05
4367240;1;1;1;70;1;1;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;737717;2; ;95;97;63;1;1;6310;07;05;1333,49979171082;05
4367254;1;1;1;70;1;6;48;1; ;2;36;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;21;32;50;1;1;5051;07;05;962,002693681283;05
4367257;1;1;1;70;1;104;48;4; ;2;72;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;41;41;52;1;2;5233;07;05;1012,59784021083;05
4367257;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;4000000; ; ;21; ; ;1;1; ;07;05;1012,59784021083;05
4367263;1;2;1;70;1;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;44;39;85;1;2;8513;07;05;835,249734725166;05
4367267;1;1;1;70;1;52;24;1; ;2;12;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;55;54;95;1;2;9500;07;05;1333,49979171082;05
4367269;1;3;1;70;1;16;48;1; ;2;80;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;52;1;2;5211;07;05;1106,18190908498;05
4367270;1;4;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;07;05;1118,6881207875;05
4367283;1;4;1;70;1;156;48;1; ;2;96;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;09;53;55;1;2;5521;07;05;790,200002330043;05
4367293;1;4;1;70;1;28;48;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;98;98;60;1;2;6021;07;05;936,882628065256;05
4367294;1;2;1;70;1;50;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;98;98;60;1;2;6021;07;05;1177,14932267462;05
4367295;1;3;1;70;1;32;48;1; ;2;32;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;02;85;1;2;8511;07;05;1341,84778895796;05
4367298;1;2;1;70;1;2;48;1; ;2;72;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;38;74;1;1;7499;07;05;937,325228346262;05
4367298;1;3;1;70;1;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;38;74;1;1;7499;07;05;937,325228346262;05
4367312;1;3;1;70;1;2;48;1; ;2;16;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;45;15;1;1;1551;07;05;1127,03611803465;05
4367319;1;5;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;45;01;1;2;0123;07;05;1143,02693382108;05
4367329;1;3;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;99; ; ;1;1; ;07;05;894,160736505928;05
4367336;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;95;85;45;1;1;4542;07;05;1204,33019834116;05
4367339;1;1;1;70;1;2;48;1; ;2;2;1; ;5;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;58;53;55;1;1;5521;07;05;1354,35400066048;05
4367350;1;2;1;70;1;2;50;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;39;44;85;1;1;8511;07;05;1494,3750016088;05
4367351;1;3;1;70;1;4;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;95;45;1;1;4522;07;05;1172,06656604867;05
4367361;1;3;1;70;1;8;48;3; ;2;8;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;54;95;1;1;9500;07;05;1250,36112448867;05
4367361;1;4;1;70;1;12;48;1; ;2;12;5; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;38;64;1;1;6421;07;05;1250,36112448867;05
4367364;1;3;1;70;1;104;48;1; ;2;98;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;2;5262;07;05;1227,74446920417;05
4367365;1;2;1;70;1;20;48;1; ;2;98;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;97;26;1;2;2610;07;05;1193,97258085948;05
4367372;1;1;1;70;1;24;48;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;79;17;1;2;1741;07;05;1251,3369943869;05
4367385;1;2;1;70;1;4;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;38;38;74;1;1;7499;07;05;1413,86700840875;05
4367388;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;33;74;1;1;7499;07;05;1341,84778895796;05
4367400;1;2;1;70;1;8;48;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;45;55;1;1;5521;07;05;962,002693681283;05
4367403;1;2;1;70;1;28;48;1; ;2;40;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;05;38;74;1;2;7499;07;05;910,964946870735;05
4367404;1;2;1;70;1;104;48;4; ;2;104;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;03;03;51;1;2;5170;07;05;1189,32057630712;05
4367406;1;1;1;70;1;28;50;4; ;2;52;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;79;79;18;1;2;1810;07;05;1375,33547330072;05
4367426;1;3;1;70;1;2;48;1; ;2;2;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1300000;1000000;1;1;95;95;45;1;1;4521;07;05;1284,48337543054;05
4367439;1;1;1;70;1;4;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;41; ; ;1;1; ;07;05;1057,64757260595;05
4367449;1;1;1;70;1;8;48;4; ;2;8;1; ;3;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;737717;1;2;45;45;52;1;1;5241;07;05;1201,82678800964;05
4367496;1;1;1;70;1;52;48;1; ;2;52;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;21;93;1;2;9302;07;05;1045,14136090342;05
4367503;1;4;1;70;1;7;48;1; ;2;30;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;8500000;2; ;39;53;55;1;1;5511;07;08;650,016136606918;08
4367513;1;1;1;70;1;24;48;1; ;2;24;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;45;45;31;1;2;3110;07;08;616,516057396571;08
4367514;1;6;1;70;1;2;48;3; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737714;2; ;54;54;95;1;1;9500;07;08;694,184556820189;08
4367516;1;2;1;70;1;8;48;1; ;2;12;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;33;33;65;1;1;6512;07;08;698,276743303871;08
4367520;1;2;1;70;1;6;48;1; ;2;6;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;1;5231;07;08;524,943352429722;08
4367525;1;3;1;70;1;8;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;58;74;1;1;7492;07;08;500,805153228175;08
4367525;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;53; ; ;1;1; ;07;08;500,805153228175;08
4367528;1;2;1;70;1;4;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;53;53;55;1;1;5521;07;08;491,609851813976;08
4367528;1;5;1;70;1;2;48;1; ;2;8;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;97;15;1;1;1551;07;08;491,609851813976;08
4367532;1;1;1;70;1;16;48;1; ;2;18;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;58;58;63;1;2;6332;07;08;460,060547541168;08
4367534;1;1;1;70;1;3;48;1; ;2;3;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1800000;1200000;2; ;11;09;74;1;1;7414;07;08;492,290679180838;08
4367536;1;8;1;70;1;29;40;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;2;9500;07;08;828,889759042442;08
4367540;1;1;1;70;1;3;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;700000;2; ;54;54;95;1;1;9500;07;08;534,801308248668;08
4367546;1;2;1;70;1;52;48;1; ;2;104;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;13;45;52;1;2;5244;07;08;461,428040152992;08
4367558;1;3;1;70;1;24;24;1; ;2;51;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;53;55;1;2;5521;07;08;710,273945247139;08
4367559;1;1;1;70;1;16;24;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;54;54;95;1;2;9500;07;08;913,095177449394;08
4367562;1;4;1;70;1;24;48;1; ;2;104;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;39;39;93;1;2;9302;07;08;645,558946513811;08
4367565;1;9;1;70;1;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;750000; ; ;45; ; ;1;1; ;07;08;620,561740110409;08
4367570;1;1;1;70;1;36;48;1; ;2;208;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;97;97;64;1;2;6412;07;08;720,126714226202;08
4367570;1;4;1;70;1;8;48;1; ;2;9;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;97;54;95;1;1;9500;07;08;720,126714226202;08
4367572;1;1;1;70;1;20;48;1; ;2;20;1; ;5;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;737717;1;1;33;39;55;1;2;5511;07;08;503,938669220822;08
4367573;1;2;1;70;1;53;48;1; ;2;53;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;34;40;1;2;4020;07;08;489,902787612442;08
4367579;1;2;1;70;1;4;48;1; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;54;95;1;1;9500;07;08;746,303593092861;08
4367580;1;3;1;70;1;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;39;87;36;1;2;3611;07;08;650,902174239862;08
4367585;1;3;1;70;1;24;48;1; ;2;24;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;21;21;15;1;2;1552;07;08;482,432723361892;08
4367587;1;4;1;70;1;8;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;52;1;1;5233;07;08;485,849015822616;08
4367587;1;11;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;45; ; ;1;1; ;07;08;485,849015822616;08
4367593;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;34; ; ;1;1; ;07;08;535,323513147062;08
4367595;1;4;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;737717;2; ;38;13;80;1;1;8060;07;08;304,181198246455;08
4367595;1;12;1;70;1;72;48;1; ;2;72;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;38;38;74;1;2;7499;07;08;304,181198246455;08
4367597;1;1;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;737717;737717;1;1;55;95;45;1;1;4530;07;08;461,428040152992;08
4367602;1;3;1;70;1;8;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;748000;2; ;39;21;55;1;1;5511;07;08;590,512171525021;08
4367607;1;9;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;748000; ; ;03; ; ;1;2; ;07;08;708,0785550394;08
4367621;1;2;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;730000; ; ;45; ; ;1;1; ;07;08;745,427195773491;08
4367622;1;2;1;70;1;2;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;737000;2; ;33;33;52;1;1;5229;07;08;1370,51828480806;08
4367630;1;1;1;70;1;8;48;3; ;2;16;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;9500;07;08;469,420309301935;08
4367630;1;2;1;70;1;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;748000;2; ;39;45;52;1;2;5231;07;08;469,420309301935;08
4367636;1;1;1;70;1;24;48;1; ;2;54;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;740000;2; ;32;32;45;1;2;4530;07;08;1719,71035152188;08
4367651;1;2;1;70;1;98;48;1; ;2;150;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;33;50;55;1;2;5521;07;08;904,753696397166;08
4367654;1;2;1;70;1;9;40;1; ;2;60;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;54;95;1;1;9500;07;08;709,746553508862;08
4367673;1;1;1;70;1;2;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;1200000;2; ;76;58;60;1;1;6042;07;08;728,118983375144;08
4367678;1;4;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;33; ; ;1;1; ;07;08;344,863315622625;08
4367689;1;2;1;70;1;1;48;1; ;2;77;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;730000;2; ;53;53;55;1;1;5521;07;08;491,797671962543;08
4367699;1;2;1;70;1;4;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;39;74;1;1;7411;07;08;430,565401125146;08
4367720;1;2;1;70;1;6;48;1; ;2;12;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;60;1;1;6042;07;11;2389,52135033171;11
4367724;1;3;1;70;1;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1080000;737717;2; ;97;97;34;1;1;3410;07;11;3063,14180868977;11
4367737;1;2;1;70;1;4;48;1; ;2;4;1; ;7;2;2; ; ; ; ;1; ; ; ; ; ; ;1;650000;1000000;2; ;03;03;45;1;1;4530;07;11;3149,94981082648;11
4367742;1;3;1;70;1;6;84;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;35;13;80;1;1;8041;07;11;2578,46328196762;11
4367746;1;2;1;70;1;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;737717;2; ;33;33;65;1;1;6519;07;11;2805,68327178498;11
4367759;1;1;1;70;1;4;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;95;95;45;1;1;4521;07;11;2731,79167245068;11
4367768;1;1;1;70;1;4;40;1; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;97;54;95;1;1;9500;07;11;2429,10199725812;11
4367770;1;3;1;70;1;8;48;1; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;39;45;52;1;1;5262;07;11;3053,25841142083;11
4367774;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;60;1;1;6021;07;11;2321,78155734257;11
4367778;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;07;11;2733,78788937321;11
4367783;1;3;1;70;1;3;48;1; ;2;4;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;850000;850000;2; ;39;33;70;1;1;7010;07;11;2321,78155734257;11
4367785;1;1;1;70;1;4;48;1; ;2;6;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;40;40;52;1;1;5223;07;11;2731,90887750551;11
4367785;1;2;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;38; ; ;1;1; ;07;11;2731,90887750551;11
4367801;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;38;38;74;1;1;7499;07;11;2584,61508831279;11
4367804;1;3;1;70;1;4;48;1; ;2;6;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;60000;700000;2; ;38;39;74;1;1;7499;07;11;2568,73717265903;11
4367813;1;5;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;07;11;2659,8962900389;11
4367817;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;52;1;2;5233;07;11;2647,40388573537;11
4367819;1;3;1;70;1;48;48;1; ;2;72;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;39;80;1;2;8060;07;11;2704,83628295669;11
4367820;1;1;1;70;1;4;48;4; ;2;12;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;79;79;18;1;1;1810;07;11;2688,96510151026;11
4367821;1;3;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;900000;2; ;70;70;24;1;1;2424;07;11;1837,87984290017;11
4367823;1;1;1;70;1;150;48;1; ;2;150;1; ;9;2;4; ; ; ; ; ; ; ; ;1;PENSIONADO; ;2; ;2000000;3; ;11;11;65;1;2;6512;07;11;3069,29361503494;11
4367824;1;1;1;70;1;20;48;1; ;2;200;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1300000;2; ;03;03;17;1;2;1741;07;11;2389,52135033171;11
4367835;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;85;64;1;1;6422;07;11;2822,44847056599;11
4367837;1;2;1;70;1;3;48;1; ;2;16;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;08;08;72;1;1;7220;07;11;2298,98175727123;11
4367838;1;2;1;70;1;12;48;1; ;2;52;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;19;45;52;1;1;5233;07;11;2737,1666665161;11
4367839;1;1;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;52;1;1;5239;07;11;3029,83908703009;11
4367842;1;1;1;70;1;12;48;1; ;2;5;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;74;74;24;1;1;2424;07;11;2851,40007698251;11
4367846;1;3;1;70;1;10;48;1; ;2;10;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;33;33;52;1;1;5233;07;11;2759,96646658745;11
4367850;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;03; ; ;1;1; ;07;11;2321,78155734257;11
4367871;1;4;1;70;1;4;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;53; ; ;1;1; ;07;11;2545,93737258768;11
4367880;1;2;1;70;1;36;48;1; ;2;36;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;33;43;24;1;2;2423;07;11;2344,69856246876;11
4367882;1;1;1;70;1;18;48;3; ;2;72;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;2;9500;07;11;2317,62596791993;11
4367890;1;4;1;70;1;2;48;1; ;2;2;1; ;9;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;737717;2; ;62;99;50;1;1;5020;07;11;2363,34277311746;11
4367894;1;2;1;70;1;3;48;1; ;2;24;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;38;39;75;1;1;7512;07;11;3494,21634986798;11
4367896;1;1;1;70;1;24;48;1; ;2;4;1; ;3;2;3; ; ; ; ; ; ; ;1; ; ; ;1;200000;737717;2; ;55;95;45;1;2;4521;07;11;2805,68327178498;11
4367905;1;1;1;70;1;12;48;1; ;2;12;1; ;2;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;737717;2; ;95;95;45;1;1;4521;07;11;3621,57029485993;11
4367905;1;3;1;70;1;8;48;1; ;2;12;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;95;58;75;1;1;7522;07;11;3621,57029485993;11
4367939;1;1;1;70;1;8;48;1; ;2;16;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;54;95;1;1;9500;07;11;3149,05983157007;11
4367947;1;2;1;70;1;4;48;1; ;2;40;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;58;75;1;1;7522;07;11;2715,1436787245;11
4367948;1;3;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;03;38;74;1;1;7499;07;11;2298,98175727123;11
4367950;1;2;1;70;1;24;48;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;21;92;1;2;9212;07;11;2514,64164715163;11
4367951;1;1;1;70;1;8;48;1; ;2;1;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;54;95;1;1;9500;07;11;2933,14768762444;11
4367951;1;3;1;70;1;20;48;3; ;2;20;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;2;9500;07;11;2933,14768762444;11
4367960;1;2;1;70;1;52;48;1; ;2;52;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;38;45;52;1;2;5229;07;11;3052,63888710144;11
4367988;1;3;1;70;1;24;48;1; ;2;24;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;97;45;1;2;4530;07;13;400,281270432367;13
4367989;1;3;1;70;1;16;48;1; ;2;16;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;03;03;61;1;2;6111;07;13;403,038665017693;13
4367995;1;3;1;70;1;12;48;4; ;2;14;4; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;95;95;45;1;1;4521;07;13;362,474040884223;13
4368007;1;2;1;70;1;20;50;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;54;54;95;1;2;9500;07;13;403,038665017693;13
4368010;1;1;1;70;1;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2200000;2; ;87;87;28;1;2;2892;07;13;373,830986810247;13
4368015;1;1;1;70;1;24;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1200000;3; ;59;59;85;1;2;8511;07;13;384,40253489025;13
4368016;1;4;1;70;1;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;19;19;85;1;2;8532;07;13;396,250183255373;13
4368019;1;2;1;70;1;28;48;1; ;2;28;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;2;8519;07;13;359,930925698455;13
4368043;1;1;1;70;1;26;48;1; ;2;26;1; ;9;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;98;1;2;98;98;60;1;2;6042;07;13;316,886525856128;13
4368043;1;4;1;70;1;18;48;1; ;2;18;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;02;02;25;1;2;2529;07;13;316,886525856128;13
4368046;1;2;1;70;1;24;48;1; ;2;156;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;737717;2; ;32;45;52;1;2;5233;07;13;342,844894388865;13
4368051;1;4;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;03; ; ;1;2; ;07;13;420,921407128719;13
