DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5494060;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;3852,67854657639
5494060;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;3852,67854657639
5494060;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;3852,67854657639
5494060;1;4;1;50; ;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;3852,67854657639
5494061;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;4246,73663788484
5494061;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;4246,73663788484
5494061;1;3;1;50; ;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;4246,73663788484
5494061;1;4;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;4246,73663788484
5494062;1;1;1;50; ;1; ; ;1;6;RECUPERANDOSE POR COVID 19;2;2;2;2;1;13;RECUPERANDOSE POR COVID 19; ; ; ; ; ;07;1;68;3100,63251067008
5494062;1;3;1;50; ;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;68;3100,63251067008
5494063;1;1;1;50; ;1; ; ;1;6;SE ENCONTRABA HOSPITALIZADA;2;2;2;2;1;11; ; ; ; ; ; ;07;1;68;2837,30171505022
5494063;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2837,30171505022
5494063;1;3;1;50; ;1; ; ;3;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2837,30171505022
5494063;1;4;1;50; ;1; ; ;4;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07;1;68;2837,30171505022
5494064;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2481,94102044637
5494064;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;68;2481,94102044637
