DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4585998;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1160,89538033605
4585999;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1278,42558779533
4585999;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1278,42558779533
4585999;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1278,42558779533
4586000;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1094,8959375945
4586000;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1094,8959375945
4586001;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;874,062588761472
4586001;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;874,062588761472
4586002;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1160,89538033605
4586003;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;990,879427209239
4586003;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;990,879427209239
4586003;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;990,879427209239
4586004;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;953,442626626263
4586004;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;953,442626626263
4586004;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;953,442626626263
4586004;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;04;2;1;05;953,442626626263
4586004;1;5;1;50;05;1; ; ;5;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;953,442626626263
4586005;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1385,0510684528
4586005;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1385,0510684528
4586006;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1372,20736773932
4586006;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1372,20736773932
4586006;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;9; ; ; ; ; ; ;04;2;1;05;1372,20736773932
4586007;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1160,89538033605
4586008;1;1;1;50;05;1; ; ;1;6;LEER;1; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1112,51174897939
4586008;1;2;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1112,51174897939
4586008;1;3;1;50;05;1; ; ;3;6;LEER;2;2;2;2;1;11; ; ; ; ; ; ;04;2;1;05;1112,51174897939
4586008;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1112,51174897939
4586009;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1069,48723974139
4586010;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1149,54482366122
4586011;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1185,91356036489
4586011;1;2;1;50;05;1; ; ;2;6;INCAPACITADA EN CASA Y ASISTIENDO A REVISIONES MEDICAS;2;1; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1185,91356036489
4586011;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;1185,91356036489
4586012;1;1;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;766,488408169613
4586012;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04; ;1;05;766,488408169613
4586013;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1035,74121131578
4586013;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;04;2;1;05;1035,74121131578
4586013;1;3;1;50;05;1; ; ;3;6;EN VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1035,74121131578
4586014;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1200,36221936745
4586014;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;04;2;1;05;1200,36221936745
4586014;1;3;1;50;05;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;04; ;1;05;1200,36221936745
4586015;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04; ;1;05;1007,04546720644
