DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
525614;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;2958,92044984463
525615;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;770,095641953666
525618;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;608,635934202768
525618;1;3;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;5;2;1;05;608,635934202768
525620;1;1;05;80;1;1;5; ;2; ;2; ;1;2000000; ; ; ;5;2;1;05;841,896596734112
525620;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;841,896596734112
525621;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;984,844418656781
525622;1;4;05;80;1;1;0; ;2; ;2; ;1;500000; ; ; ;11;2;1;05;719,736565514589
525622;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;719,736565514589
525622;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;719,736565514589
525623;1;2;05;80;1;1;1; ;2; ;2; ;1;1080000; ; ; ;2;2;1;05;735,110067756792
525624;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;978,645047060702
525626;1;1;05;80;2; ; ; ;2; ;2; ;2; ;1;4; ;8; ;1;05;984,844418656781
525628;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;608,635934202768
525628;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;608,635934202768
525629;1;1;05;80;1;4;8;POR LA EDAD;2; ;2; ;2; ; ; ; ;8;2;1;05;944,482995599583
525629;1;2;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;944,482995599583
525630;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1666,77160998492
525630;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1666,77160998492
525631;1;2;05;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;1;05;1888,96599119917
525633;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1528,80246552106
525634;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;787,013614258161
525635;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1470,45201729704
525636;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;838,91716075953
525639;1;2;05;80;1;1;7; ;2; ;2; ;1;100000; ; ; ;9;2;1;05;768,400374170227
525639;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;768,400374170227
525644;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;961,564021330142
525645;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;668,49348832291
525646;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;772,864911967846
525649;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;636,038960350147
525650;1;1;05;80;1;1;3; ;2; ;2; ;1;1800000; ; ; ;4;2;1;05;687,82656595979
525651;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;665,16707192782
525652;1;2;05;80;1;1;6; ;2; ;2; ;2; ; ; ; ;8;2;1;05;756,811138191718
525652;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;756,811138191718
525653;1;2;05;80;1;4;0; ;2; ;2; ;2; ; ;4; ;8;1;1;05;700,900903761335
525654;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;1527,56065893172
525655;1;2;05;80;1;1;2; ;2; ;2; ;1;2500000; ; ; ;9;2;1;05;1462,53286650768
525656;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1497,8235792532
525660;1;2;05;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;657,624089893347
525660;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;657,624089893347
525661;2;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;838,91716075953
525662;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;783,734310397409
525664;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;726,608662125275
525666;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;677,667618969034
525666;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;677,667618969034
525668;1;3;05;80;1;1;7; ;2; ;2; ;1;240000; ;1; ;1;1;1;05;927,9621946966
525668;1;4;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;927,9621946966
525668;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;927,9621946966
525669;1;2;05;80;1;1;2; ;2; ;2; ;1;560000; ; ; ;9;2;1;05;954,491273947447
525670;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ;4; ;9;1;1;05;915,812733890514
525671;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;700,900903761335
525672;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1608,18927997744
525672;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1608,18927997744
525674;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1419,05527278943
525677;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;746,699303735301
525680;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;850,003909410784
525682;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1525,41192995418
525683;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1651,68564591597
525683;1;3;05;80;1;1;5; ;2; ;2; ;2; ; ; ; ;11;2;1;05;1651,68564591597
525686;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1403,16235059052
525686;1;7;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1403,16235059052
525687;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;739,730112461158
525687;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;739,730112461158
525688;1;1;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;8;2;1;05;1521,00205121022
525690;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;712,497686259161
525691;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;825,495842537478
525692;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;956,025119043753
525692;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;956,025119043753
525693;1;3;05;80;1;1;7; ;2; ;2; ;1;3000000; ; ; ;5;2;1;05;769,272119217911
525693;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;769,272119217911
525695;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;850,003909410784
525697;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1493,3986074706
525699;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1547,78432784456
525699;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1547,78432784456
525701;1;2;05;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;940,355321724655
525701;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;940,355321724655
525704;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;866,957451721117
525704;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;866,957451721117
525704;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;866,957451721117
525704;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;866,957451721117
525706;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;704,907591690349
525708;1;1;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;600,844980010059
525708;1;2;05;80;1;4;7; ;2; ;2; ;2; ; ; ; ;4;2;1;05;600,844980010059
525709;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;787,013614258161
525709;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;787,013614258161
525710;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;704,907591690349
525715;1;4;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;746,652191200963
525717;1;1;05;80;1;4;7; ;2; ;2; ;2; ; ; ; ;1;2;1;05;984,844418656781
525718;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;783,500794581164
525720;1;1;05;80;1;1;3; ;2; ;2; ;1;1000000; ; ; ;4;2;1;05;728,443940750507
525723;1;2;05;80;1;4;0; ;2; ;2; ;2; ; ; ; ;9;2;1;05;894,708106060211
525723;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;894,708106060211
525724;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;717,357300370717
525724;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;717,357300370717
525725;1;2;05;80;1;1;2; ;2; ;2; ;2; ; ;1; ;2;1;1;05;845,817613030898
525726;1;2;05;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;674,868169049971
525726;1;5;05;80;1;1;6; ;2; ;2; ;1;90000; ;1; ;11;1;1;05;674,868169049971
525728;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;873,199258926996
525728;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;873,199258926996
525728;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;873,199258926996
525729;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;716,496827668858
525734;1;2;05;80;1;4;6; ;2; ;2; ;2; ; ; ; ;8;2;1;05;944,482995599583
525735;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;838,91716075953
525735;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;838,91716075953
525737;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;801,801917979658
525737;1;3;05;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;801,801917979658
525738;1;1;05;80;1;1;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;854,504031052064
525739;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;897,032738358565
525739;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;897,032738358565
525740;1;5;05;80;1;1;7; ;2; ;2; ;2; ; ;1; ;9;1;1;05;915,420229374524
525741;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;999,069269528501
525741;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;999,069269528501
525742;1;1;05;80;1;4;6; ;2; ;2; ;2; ; ;4; ;9;1;1;05;764,619804922278
525743;1;1;05;80;1;1;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1011,66068741498
525743;1;3;05;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;1011,66068741498
525744;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;651,929680700211
525745;1;5;05;80;1;1;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;709,538176572043
525746;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;771,130078169386
525746;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;771,130078169386
525746;1;8;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;771,130078169386
525747;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;784,843882633988
525747;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;784,843882633988
525747;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;784,843882633988
525748;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;1036,74796515815
525749;1;1;05;80;1;1;7; ;2; ;1;44000;2; ; ;1; ;9;1;1;05;693,109949568626
525751;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;748,864677092262
525751;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;748,864677092262
525752;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;720,397034824279
525753;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;896,479656253635
525755;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;687,82656595979
525756;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;846,371776028203
525756;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;846,371776028203
525761;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;770,046719827759
525762;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;736,958017566297
525763;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;843,126061114843
525765;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;804,522191039879
525771;1;2;05;80;1;2;6; ;2; ;2; ;1;280000; ; ; ;9;2;1;05;721,582694645126
525774;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;996,386542100951
525775;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;875,451310833316
525776;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;627,421613826904
525776;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;627,421613826904
525777;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;798,60285023667
525777;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;798,60285023667
525778;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;767,680536621281
525780;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;885,610257824072
525783;1;2;05;80;1;2;3; ;1;2;2; ;2; ; ; ; ;4;2;1;05;902,542245650672
525783;1;4;05;80;1;1;7; ;2; ;2; ;1;500000; ; ; ;2;2;1;05;902,542245650672
525783;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;902,542245650672
525783;1;7;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;902,542245650672
525784;1;2;05;80;1;1;7; ;2; ;2; ;1;2400000; ; ; ;2;2;1;05;613,225799002252
525784;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;613,225799002252
525784;1;6;05;80;1;1;5; ;2; ;2; ;1;3000000; ; ; ;4;2;1;05;613,225799002252
525787;1;1;05;80;1;2;6; ;2; ;2; ;2; ; ; ; ;8;2;1;05;1013,80847056282
525787;1;3;05;80;1;2;5; ;2; ;2; ;1;1600000; ; ; ;2;2;1;05;1013,80847056282
525789;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;871,09984633898
525791;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;4;2;1;05;769,932588527601
525792;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;836,202187540976
525795;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;627,421613826904
525795;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;627,421613826904
525795;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;627,421613826904
525797;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;439,675758994369
525799;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;689,209742413205
525799;1;4;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;689,209742413205
525800;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;805,999711474533
525801;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;8;2;1;05;577,611695217759
525802;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;756,811138191718
525804;1;2;05;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;808,761797227425
525805;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;728,038951113029
525805;1;4;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;728,038951113029
525806;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;975,779404732486
525806;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;975,779404732486
525807;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;852,595458734293
525809;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;717,981929491894
525809;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;717,981929491894
525810;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;706,337880678103
525810;1;2;05;80;1;1;4; ;3; ;2; ;1;1600000; ; ; ;10;2;1;05;706,337880678103
525811;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;706,337880678103
525813;1;2;05;80;1;2;2; ;2; ;2; ;1;2150000; ; ; ;9;2;1;05;1033,4257110273
525813;2;1;05;80;1;1;1; ;2; ;2; ;1;625000; ; ; ;2;2;1;05;1033,4257110273
525813;2;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1033,4257110273
525813;2;3;05;80;1;1;1; ;2; ;2; ;1;45000; ; ; ;2;2;1;05;1033,4257110273
525813;2;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1033,4257110273
525814;1;2;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;988,649404578552
525814;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;988,649404578552
525815;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;05;640,238519352081
525815;1;2;05;80;1;4;6; ;2; ;2; ;2; ; ; ; ;9;2;1;05;640,238519352081
525815;1;3;05;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;1;05;640,238519352081
525815;1;5;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;640,238519352081
525816;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;701,063957187399
525817;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;984,844418656781
525818;1;2;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;886,993434277487
525818;1;4;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;886,993434277487
525818;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;886,993434277487
525819;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;756,811138191718
525819;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;756,811138191718
525822;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1174,71710962201
525822;1;3;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;1174,71710962201
