Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
216365;2;4;05;70;52;48;1; ;1;1;2;52;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;2500000;1;12;12;8050;80;05;387,350626260462
216373;2;2;05;70;2;48;1; ;2;2;2;2;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;408000;1;5000000;1;45;45;5234;52;05;606,782824195308
216378;2;1;05;70;2;48;1; ;1;1;2;2;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;9000000;1;97;97;6041;60;05;1585,58025149044
216383;2;2;05;70;8;48;1; ;2;1;2;4;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;500000;1;4172000;1;77;77;8012;80;05;1832,53524617969
216386;2;6;05;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;44; ; ; ;05;1321,47153953607
216387;2;4;05;70;4;48;1; ;1;1;2;2;1; ;7;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2; ;1;88;79;1810;18;05;1201,80619180556
216388;2;1;05;70;4;48;1; ;2;2;2;265;1; ;3;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;12;53;5521;55;05;923,650839282548
216390;2;2;05;70;5;54;1; ;1;1;2;5;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;6900000;1;08;08;7210;72;05;506,677544974104
216390;2;5;05;70;26;48;1; ;2;2;2;26;1; ;5;1; ;.;4; ;1; ;.; ; ;1; ; ; ; ; ; ; ;2; ;1;1632000;1;32;90;2529;25;05;506,677544974104
216391;2;2;05;70;52;48;1; ;1;1;2;250;1; ;7;1; ;.;2; ;1; ;.; ; ;1; ; ; ; ; ; ; ;2; ;2; ;1;85;42;1589;15;05;688,235175163238
216395;2;1;05;70;4;4;1; ;2;2;2;4;1; ;9;2;9; ;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;520000;1;5200000;1;18;18;9241;92;05;867,138719580599
216395;2;2;05;70;52;24;1; ;1;1;2;104;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;15;39;1589;15;05;867,138719580599
216400;2;3;05;70;48;48;1; ;1;1;2;16;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;93;93;0000;00;05;761,078345210036
216401;2;3;05;70;2;48;1; ;1;1;2;2;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;800000;1;1400000;1;39;39;1589;15;05;838,545993105312
216407;2;2;05;70;12;48;1; ;1;2;2;48;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ;1; ; ; ; ; ;2; ;2; ;1;21;45;1591;15;05;1429,39042218374
216420;2;1;05;70;8;48;1; ;2;2;2;8;1; ;4;1; ;.;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6300000;1;95;95;4521;45;05;804,36207347145
216435;2;2;05;70;12;48;1; ;2;2;2;12;1; ;4;1; ;.;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;05;741,72202476103
216437;2;2;05;70;48;48;1; ;1;2;2;336;1; ;6;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;1741;17;05;1022,01673101895
216440;2;1;05;70;20;48;1; ;1;1;2;22;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;93;93;4552;45;05;780,770232312589
216443;2;3;05;70;16;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;743,07041486815
216448;2;1;05;70;96;48;1; ;1;1;2;336;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;05;649,284557701356
216452;3;1;05;70;4;48;1; ;1;1;2;4;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;1;95;95;4521;45;05;876,524627928023
216465;2;3;05;70;1;48;1; ;2;2;2;24;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;85;85;3591;35;05;1340,69111681542
216470;2;3;05;70;72;48;1; ;1;1;2;72;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;32;44;8512;85;05;1323,27349431568
216484;2;2;05;70;8;48;1; ;2;2;2;8;1; ;9;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;4480000;1;33;33;5521;55;05;910,771055049651
216487;2;2;05;70;8;20;1; ;1;1;2;24;1; ;2;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;95;4521;45;05;1256,26688622841
216492;2;3;05;70;2;60;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;57; ; ; ;05;714,658509466987
216499;2;2;05;70;4;48;1; ;1;1;2;4;1; ;4;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;59;5530;55;05;685,326178406379
216502;3;2;05;70;4;48;1; ;2;2;2;1;1; ;4;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3800000;1;33;33;5233;52;05;941,287960666506
216538;2;1;08;70;32;48;1; ;2;2;2;32;1; ;7;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2556000;1;87;87;2892;28;08;471,048111734754
216541;2;2;08;70;13;48;1; ;1;2;2;13;1; ;9;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;784000;1;58;58;5211;52;08;541,801562448342
216542;2;2;08;70;1;48;1; ;1;1;2;1;1; ;4;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;450000;2; ;1;34;45;5233;52;08;519,409153440814
216547;3;3;08;70;2;48;1; ;1;1;2;2;1; ;2;2;9; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;95;45;5222;52;08;638,457627154022
216557;2;2;08;70;52;48;1; ;1;1;2;52;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;1926;19;08;368,255473237313
216557;2;6;08;70;4;48;1; ;2;2;2;4;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;1;44;44;6516;65;08;368,255473237313
216559;2;5;08;70;11;48;1; ;1;1;2;11;4; ;2;2;6; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;77000;1;95;95;4521;45;08;489,565412338026
216563;2;2;08;70;10;50;1; ;1;1;2;10;1; ;4;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;93;93;4521;45;08;576,752011458715
216563;2;5;08;70;12;50;1; ;1;1;2;48;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;5211;52;08;576,752011458715
216568;2;3;08;70;3;48;1; ;1;2;2;3;1; ;1;2;1; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;44;6421;64;08;496,790350514788
216585;2;2;08;70;12;48;1; ;1;1;2;24;3; ;1;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;70000;1;45;54;9500;95;08;428,266972354648
216586;2;1;08;70;12;48;1; ;1;1;2;12;1; ;7;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;5400000;1;45;45;5211;52;08;456,667732220666
216589;2;2;08;70;104;24;1; ;1;1;2;104;1; ;5;1; ;.;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;39;6390;63;08;443,101221490407
216595;2;3;08;70;24;48;4; ;1;1;2;24;1; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;85;85;5170;51;08;466,517516836526
216598;2;2;08;70;24;48;1; ;1;1;2;102;2; ;7;2;6; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;39;39;7512;75;08;507,87499977656
216599;2;7;08;70;16;48;1; ;1;1;2;16;1; ;4;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;37;37;6412;64;08;476,1487363962
216600;2;3;08;70;24;48;1; ;1;1;2;24;1; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;1;77;77;1551;15;08;533,789532954902
216601;2;2;08;70;4;48;3; ;1;1;2;4;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;2520000;2; ;1;54;54;9500;95;08;535,273485159147
216601;2;9;08;70;1;48;1; ;1;1;2;1;3; ;1;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;200000;1;2400000;1;39;54;9500;95;08;535,273485159147
216601;2;10;08;70;3;50;1; ;1;1;2;3;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;2880000;1;45;45;5211;52;08;535,273485159147
216601;2;12;08;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;535,273485159147
216602;2;9;08;70;12;50;3; ;1;1;2;13;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;54;54;9500;95;08;477,184372524881
216608;2;4;08;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;08;519,270390083917
216610;2;3;08;70;2;48;1; ;1;1;2;2;1; ;6;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;375000;1;4250000;1;97;97;0123;01;08;469,013167847537
216621;2;3;08;70;52;48;1; ;2;2;2;52;1; ;3;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;50;5511;55;08;721,242448256154
216621;2;4;08;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;08;721,242448256154
216621;2;6;08;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;08;721,242448256154
216621;2;8;08;70;52;48;1; ;2;2;2;52;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;60;33;5252;52;08;721,242448256154
216623;2;6;08;70;78;48;1; ;1;1;2;13;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;08;34;6512;65;08;489,433792725843
216632;2;3;08;70;8;48;1; ;1;1;2;8;1; ;2;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;80;80;1921;19;08;482,75131569428
216635;2;1;08;70;6;48;1; ;1;1;2;24;1; ;9;1; ;.;9;COTIZANTE;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;6512;65;08;457,733402965831
216635;2;2;08;70;24;48;5; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;21; ; ; ;08;457,733402965831
216643;2;3;08;70;16;48;1; ;1;1;2;600;1; ;8;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;39;8532;85;08;370,953730947003
216647;2;1;08;70;38;60;1; ;1;1;2;38;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;00;45;5221;52;08;437,475182584987
216655;2;5;08;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;08;429,391480887453
216657;2;3;08;70;12;40;3; ;1;1;2;2;4; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;1000000;1;54;55;9500;95;08;368,206497514743
216657;2;6;08;70;1;48;1; ;1;1;2;5;1; ;7;2;3; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;84;79;1810;18;08;368,206497514743
216660;2;1;08;70;24;48;3; ;1;1;2;250;3; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;492,732397950287
216660;3;1;08;70;2;48;1; ;1;1;2;8;1; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;53;80;1921;19;08;492,732397950287
216661;2;1;08;70;2;60;4; ;1;1;2;2;4; ;5;2;3; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1500000;1;95;95;4521;45;08;525,137681188736
216661;2;2;08;70;4;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;1000000;1;56;56;9500;95;08;525,137681188736
216672;2;3;08;70;4;48;1; ;2;2;2;4;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;8012;80;08;415,724347962981
216677;2;8;08;70;4;48;3; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;645,892755989691
216677;2;9;08;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;645,892755989691
216695;2;4;08;70;32;48;1; ;1;1;2;32;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;02;39;7512;75;08;383,718834826013
216696;2;4;08;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;08;516,079735495316
216700;2;2;08;70;12;48;1; ;2;2;2;16;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4400000;1;02;02;5223;52;08;504,797383792398
216707;2;1;08;70;52;48;1; ;2;2;2;468;1; ;5;1; ;.;2; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;11;11;5244;52;08;501,384249716454
216708;2;1;08;70;52;48;1; ;2;2;2;520;2; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;93;93;7512;75;08;405,106687537283
216708;2;3;08;70;52;48;3; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;405,106687537283
216713;2;1;08;70;12;48;1; ;2;2;2;12;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;03;97;6331;63;08;489,073015459114
216738;2;1;11;70;4;48;4; ;1;1;2;6;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;85;95;4521;45;11;2245,95800875114
216738;2;3;11;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;11;2245,95800875114
216738;2;4;11;70;8;48;1; ;1;1;2;8;1; ;9;2;4; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;45;97;2529;25;11;2245,95800875114
216742;2;5;11;70;3;48;3; ;1;1;2;5;1; ;4;2;2; ;1; ;2;3; ; ; ; ; ; ; ;1; ; ; ;2; ;1;98;1;54;81;3611;36;11;2342,70836837251
216744;2;3;11;70;20;50;1; ;1;1;2;96;1; ;4;2;4; ;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;1810;18;11;3296,55316259695
216745;2;1;11;70;4;40;3; ;1;1;2;8;3; ;1;2;2; ;1; ;2;11;ERA UN TRABAJO TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;30000;1;54;54;9500;95;11;2438,48354837966
216746;2;3;11;70;3;48;1; ;2;2;2;8;4; ;1;2;2; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;44;6421;64;11;2851,42762260343
216749;2;3;11;70;230;48;1; ;2;2;2;36;1; ;4;2;3; ;3; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;37;5211;52;11;3532,00767367341
216754;2;2;11;70;4;48;1; ;1;2;2;3;1; ;5;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;1;39;39;9249;92;11;1623,92527676198
216774;2;3;11;70;20;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;11;3707,55464548523
216774;2;5;11;70;16;48;1; ;1;1;2;15;4; ;2;2;8; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;06;06;8513;85;11;3707,55464548523
216774;2;6;11;70;8;48;1; ;1;1;2;7;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;16;92;2220;22;11;3707,55464548523
216795;2;4;11;70;4;48;1; ;1;1;2;56;1; ;9;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;11;6512;65;11;2561,15652135753
216809;2;1;11;70;24;48;4; ;1;1;2;12;4; ;4;2;2; ;2; ;2;11;ESTABA  COMO  CONTRATISTA; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;11;2034,41158794177
216809;2;3;11;70;60;60;4; ;1;1;2;4;1; ;1;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4320000;1;98;98;6031;60;11;2034,41158794177
216812;2;3;11;70;1;40;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2835,42070390916
216816;2;3;11;70;16;48;1; ;2;2;2;16;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;33;45;5269;52;11;1819,70786651685
216816;2;4;11;70;28;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;86; ; ; ;11;1819,70786651685
216820;2;4;11;70;16;40;1; ;1;1;2;16;1; ;4;2;5; ;9;TIENE PRE SISBEN;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;36;6021;60;11;2587,86153840204
216821;2;3;11;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3290,62969693873
216823;2;3;11;70;17;40;1; ;2;2;2;17;4; ;9;1; ;.;4; ;1; ;.; ; ; ; ;1; ; ; ; ; ;2; ;1;5000000;1;45;39;7512;75;11;2357,63433770284
216826;2;2;11;70;56;50;1; ;1;1;2;6;1; ;2;1; ;.;1; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;600000;1;06;06;4530;45;11;2917,24689984509
216827;2;2;11;70;4;48;1; ;2;2;2;4;1; ;2;1; ;.;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;99;1;45;45;5030;50;11;2126,00127760379
216831;2;3;11;70;4;40;1; ;2;2;2;2;1; ;6;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2; ;1;39;53;5521;55;11;2654,63526307962
216838;2;2;11;70;4;48;1; ;2;2;2;4;1; ;4;2;9; ;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;18700000;1;06;06;8513;85;11;1927,15498598289
216840;2;1;11;70;1;40;1; ;1;1;2;1;1; ;9;2;4; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;330000;1;3600000;1;79;79;1810;18;11;2621,42542395135
216841;2;2;11;70;2;48;1; ;1;1;2;10;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;58;98;6021;60;11;2970,03866119546
216848;2;2;11;70;1;30;1; ;2;2;2;4;1; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;13;54;9500;95;11;2896,93811194248
216862;2;1;11;70;12;48;1; ;1;1;2;12;4; ;1;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;98;98;6041;60;11;2041,19806337036
216862;2;2;11;70;8;48;4; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;11;2041,19806337036
216871;2;2;11;70;5;48;3; ;1;1;2;24;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1440000;1;54;53;5521;55;11;2643,86681340306
216883;2;1;11;70;48;48;1; ;1;1;2;96;1; ;8;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7492;74;11;2020,63372770497
216884;2;2;11;70;48;48;1; ;2;2;2;48;1; ;8;1; ;.;9;TENIA  EPS;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;79;1810;18;11;2224,9489663721
216887;2;1;11;70;12;48;1; ;1;1;2;12;1; ;5;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;11;2646,04435758003
216889;2;1;11;70;2;48;1; ;1;1;2;4;3; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4080000;1;55;59;9500;95;11;2732,50095147229
216900;2;3;11;70;4;48;1; ;1;1;2;48;1; ;5;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;95;4521;45;11;2555,02337890193
216902;2;5;11;70;2;48;5; ;1;1;2;2;5; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;98;1;98;1;95;95;4521;45;11;2278,58165217333
216909;2;1;11;70;6;72;1; ;1;1;2;6;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7200000;1;58;58;6331;63;11;2747,64914024218
216912;2;2;11;70;1;16;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;11;1525,30823952461
216919;2;2;11;70;32;72;1; ;1;1;2;4;1; ;5;2;8; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;72000;1;500000;1;53;92;2220;22;11;2059,64923149964
216921;4;2;11;70;40;40;4; ;1;1;2;12;3; ;1;1; ;.;2; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;56;54;9500;95;11;3009,30749980332
216926;4;3;11;70;208;50;1; ;1;1;2;52;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;98;2; ;1;45;79;1810;18;11;2208,14918544062
216927;2;1;11;70;3;48;1; ;1;1;2;3;3; ;1;2;2; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1800000;1;97;54;9500;95;11;2356,01521768059
216936;2;2;11;70;16;60;5; ;1;1;2;16;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3264000;1;95;95;4521;45;11;2731,63837707003
