DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011;AREA
4094036;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;943,114844396931;05
4094036;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;05;943,114844396931;05
4094036;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;943,114844396931;05
4094036;1;4;1;50;1; ; ;4;4; ;2;2;2;2;1;7; ;2; ;2; ; ;07;1;05;943,114844396931;05
4094037;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;971,582800512301;05
4094037;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;971,582800512301;05
4094038;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1087,81422685986;05
4094038;1;2;1;50;1; ; ;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1087,81422685986;05
4094039;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1267,11893469852;05
4094039;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1267,11893469852;05
4094039;1;3;1;50;1; ; ;3;6;DIBUJAR Y ESCUCHAR MUSICA;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1267,11893469852;05
4094040;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1045,04168521891;05
4094041;1;1;1;50;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1264,34678839472;05
4094041;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1264,34678839472;05
4094042;1;1;1;50;1; ; ;2;6;ESTA DE VIAJE EN VENEZUELA;2;2;2;2;1;8; ;1;2; ; ; ;07;1;05;1354,6376641333;05
4094042;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;07;1;05;1354,6376641333;05
4094042;1;3;1;50;1; ; ;3;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1354,6376641333;05
4094043;1;1;1;50;1; ; ;1;6;DESCANSAR ESTA DE VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;898,77166522143;05
4094044;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1532,58284518878;05
4094044;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1532,58284518878;05
4094044;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1532,58284518878;05
4094044;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1532,58284518878;05
4094044;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1532,58284518878;05
4094046;1;1;1;50;1; ; ;1;6;DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1087,81422685986;05
4094046;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1087,81422685986;05
4094047;1;1;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1236,30263380763;05
4094047;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1236,30263380763;05
4094048;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;959,044740220042;05
4094048;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;959,044740220042;05
4094048;1;3;1;50;1;1; ;3;6;DEPORTE;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;959,044740220042;05
4094048;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;959,044740220042;05
4094049;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1221,57424675377;05
4094050;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;824,888978986549;05
4094050;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;13;CALAMIDAD DOMESTICA LA MAMA ESTABA ENFERMA Y MURIO LA SEMANA PASADA; ; ; ; ; ;07;1;05;824,888978986549;05
4094050;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;824,888978986549;05
4094050;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;824,888978986549;05
4094051;1;1;1;50;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;2346,71862028354;05
4094051;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;2346,71862028354;05
4094051;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;2346,71862028354;05
4094051;1;4;1;50;1; ; ;4;4; ;2;2;2;2;1;8; ;2; ;2; ; ;07;1;05;2346,71862028354;05
4094052;1;1;1;50;1; ; ;1;6;ESCUCHAR MUSICA;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;2296,23072409432;05
