PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20220730;07;2022;7126198;1;2;1;70;;1;763.93903708;70;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126199;1;1;1;70;;1;729.36788698;70;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126201;1;1;1;70;;1;761.08366335;70;1;;;;;;;;;1;;12;0;8;ATENDER ADULTOS MAYORES;1;10;2;2;;2;;.;5322;87;8730
20220730;07;2022;7126204;1;2;1;70;;1;415.75003174;66;1;;;;;;;;;1;;25;1;3;AUXILIAR ADMINISTRATIVO;2;8;2;2;;2;;.;4110;84;8412
20220730;07;2022;7126205;1;1;1;70;;1;231.82276178;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126205;1;2;1;70;;1;231.82276178;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126205;1;3;1;70;;1;231.82276178;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126206;1;2;1;70;;1;376.95100361;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126207;1;1;1;70;;1;288.28625109;66;1;;;;;;;;;1;;2;0;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220730;07;2022;7126209;1;1;1;70;;1;473.39658945;66;1;;;;;;;;;1;;5;2;1;ASESORA COMERCIAL;1;6;2;2;;2;;.;5223;47;4771
20220730;07;2022;7126210;1;2;1;70;;1;417.46515289;66;;1;1;4;1;;;48;600000;1;;1;0;8;AYUDANTE DE COCINA;1;3;2;2;;2;;9412;9412;56;5611
20220730;07;2022;7126210;1;3;1;70;;1;417.46515289;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126211;1;1;1;70;;1;370.21758228;66;1;;;;;1;;48;1000000;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126212;1;3;1;70;;1;382.27288107;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126213;1;1;1;70;;1;395.72041206;66;1;;;;;;;;;1;;1;0;4;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220730;07;2022;7126214;1;1;1;70;;1;286.35971889;66;1;;;;;;;;;1;;96;0;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220730;07;2022;7126215;1;2;1;70;;1;319.49833984;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126219;1;2;1;70;;1;397.72252052;66;1;;;;;;;;;1;;5;0;3;EMPLEADA DOMESTICA;1;2;2;2;;2;;.;9111;97;9700
20220730;07;2022;7126219;1;3;1;70;;1;397.72252052;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126220;1;1;1;70;;1;369.23841121;66;1;;;;;;;;;1;;96;0;8;RECOLECTAR CAFE;1;2;2;2;;2;;.;9211;01;0123
20220730;07;2022;7126220;1;2;1;70;;1;369.23841121;66;1;;;;;;;;;1;;120;0;5;RECOLECTAR CAFE;7;3;2;3;;2;;.;9211;01;0123
20220730;07;2022;7126221;1;1;1;70;;1;327.84527534;66;1;;;;;;;;;1;;120;0;5;RECOLECTOR DE CAFE;7;3;2;3;;2;;.;9211;01;0161
20220730;07;2022;7126222;1;1;1;70;;1;362.02020099;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126224;1;1;1;70;;1;327.84527534;66;1;;;;;;;;;1;;25;0;5;VIGILANTE;1;4;2;3;;2;;.;5414;80;8010
20220730;07;2022;7126225;1;1;1;70;;1;567.08392633;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126226;1;1;1;70;;1;432.42937663;66;1;;;;;;;;;1;;2;0;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20220730;07;2022;7126227;1;1;1;70;;1;540.94470431;66;1;;;;;;;;;1;;213;0;5;CONDUCTOR DE CAMION;1;6;2;3;;2;;.;8323;36;3600
20220730;07;2022;7126228;1;1;1;70;;1;552.70225721;66;1;;;;;;;;;1;;15;0;5;DOCENTE;2;10;2;3;;2;;.;2359;84;8412
20220730;07;2022;7126228;1;3;1;70;;1;552.70225721;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126229;1;2;1;70;;1;505.11064741;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126231;1;1;1;70;;1;553.51645856;66;1;;;;;;;;;1;;369;0;3;OPERARIA;1;6;2;2;;2;;.;8153;14;1410
20220730;07;2022;7126232;1;1;1;70;;1;287.79666332;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126232;1;2;1;70;;1;287.79666332;66;;1;1;4;1;;;48;1000000;2;;;;;.;;;;2;;2;;7112;;;
20220730;07;2022;7126233;1;1;1;70;;1;661.87929228;66;1;;;;;;;;;1;;36;0;3;AYUDANTE DE COCINA;1;3;2;2;;2;;.;9412;56;5611
20220730;07;2022;7126233;1;3;1;70;;1;661.87929228;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20220730;07;2022;7126234;1;1;1;70;;1;444.18692954;66;1;;;;;;;;;2;;;;;.;;;;3;;2;;.;.;;.
20220730;07;2022;7126234;1;2;1;70;;1;444.18692954;66;;1;1;2;3;;;48;1000000;1;;3;1;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;9111;9111;97;9700
20220730;07;2022;7126234;1;3;1;70;;1;444.18692954;66;;1;1;2;1;;;48;1000000;2;;;;;.;;;;2;;2;;9622;;;
20220730;07;2022;7126235;1;1;1;70;;1;500.72805082;66;1;;;;;;;;;1;;150;0;5;SECRETARIA;1;3;2;3;;2;;.;4120;64;6499
