Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3096369;1;1;1;70;17;4;48;2; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7411;12;17;338,891804489582
3096381;1;2;1;70;17;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;12;17;272,918342053067
3096381;1;4;1;70;17;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;12;17;272,918342053067
3096382;1;3;1;70;17;1;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;45;52;1;1;5235;12;17;241,117290734887
3096402;1;2;1;70;66;72;40;1; ;2;72;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;91;1;2;9199;12;66;297,011574544873
3096410;1;2;1;70;66;13;40;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;12;66;267,746900242267
3096419;1;2;1;70;66;54;50;1; ;2;54;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;12;66;223,183572626968
3096501;1;1;1;70;73;4;48;1; ;2;35;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;34;74;1;1;7412;12;73;279,248984628739
3096516;1;2;1;70;73;16;48;3; ;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;2;7493;12;73;294,509076914444
3096519;1;4;1;70;73;24;48;1; ;2;7;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;74;1;2;7499;12;73;236,761315718553
3096528;1;2;1;70;52;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;17;55;1;1;5530;12;52;182,232895339484
3096539;1;1;1;70;52;13;40;1; ;2;88;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;45;39;45;1;1;4530;12;52;137,989310290342
3096540;1;1;1;70;52;2;24;1; ;2;208;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;37;74;1;1;7491;12;52;187,139511782547
3096541;1;3;1;70;52;12;40;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;19;19;85;1;1;8515;12;52;109,790967062066
3096554;1;3;1;70;76;4;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;12;76;1083,68013430643
3096556;1;2;1;70;76;104;48;1; ;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;95;95;45;1;2;4521;12;76;947,152919727028
3096565;1;2;1;70;76;14;48;1; ;2;14;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;52;1;2;5231;12;76;1092,19784752175
3096579;1;2;1;70;76;24;48;1; ;2;4;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;25000;2;55;55;95;1;2;9500;12;76;555,114360558329
3096579;1;3;1;70;76;4;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;565000;2;45;32;51;1;1;5141;12;76;555,114360558329
3096580;1;1;1;70;76;156;40;1; ;2;208;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;95;93;45;1;2;4552;12;76;1106,59690976305
3096587;1;3;1;70;68;2;30;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;68;528,699802347992
3096588;1;3;1;70;68;1;48;1; ;2;10;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;16;1;1;1600;12;68;570,12832937334
3096617;1;3;1;70;50;1;48;1; ;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;63;1;1;6331;12;50;139,853256120019
3096617;1;4;1;70;50;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;12;50;139,853256120019
3096638;1;1;1;70;50;3;60;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;12;50;200,678712488958
3096652;1;2;1;70;17;8;24;4; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;51;45;92;1;1;9242;12;17;238,516217862866
3096677;1;1;1;70;17;1;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;08; ; ;1;1; ;12;17;230,176204189117
3096803;1;1;1;70;66;5;48;4; ;2;5;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;12;66;251,204093160569
3096805;1;1;1;70;66;28;48;1; ;2;28;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;28;1;2;2811;12;66;288,838672563656
