DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;AREA;fex_c_2011
2456780;1;2;1;70;1;1;48;1; ;2;24;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5239;07;54;54;322,262917805257
2466106;1;2;1;70;1;32;48;1; ;2;32;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;2;8043;07;05;05;1156,12070862256
2466108;1;1;1;70;1;24;48;1; ;2;150;4; ;1;1; ; ; ; ; ; ; ; ;1; ;ES  PENSIONADO;2; ;2;58;98;60;1;2;6031;07;05;05;1034,24805577026
2466110;1;3;1;70;1;8;48;3; ;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;51;1;1;5133;07;05;05;210,844073948058
2466117;1;4;1;70;1;12;40;1; ;2;16;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;54;95;1;1;9500;07;05;05;1176,97232332752
2466123;1;1;1;70;1;24;48;4; ;2;36;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;07;05;05;1166,36390785456
2466124;1;3;1;70;1;4;48;1; ;2;6;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;08;80;1;1;8050;07;05;05;1156,12070862256
2466129;1;2;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;07;05;05;957,362209964849
2466131;1;2;1;70;1;12;50;1; ;2;12;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8012;07;05;05;1204,51285935778
2466132;1;4;1;70;1;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;07;05;05;1068,96247178957
2466139;1;3;1;70;1;52;24;1; ;2;26;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;93;36;1;2;3611;07;05;05;1100,08647752211
2466143;1;2;1;70;1;18;48;4; ;2;78;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;07;05;05;1051,69432678689
2466144;1;2;1;70;1;16;48;1; ;2;16;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;64;1;2;6412;07;05;05;1023,11357075128
2466145;1;3;1;70;1;52;48;1; ;2;52;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;37;45;1;2;4530;07;05;05;775,962921358346
2466154;1;2;1;70;1;2;48;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;81000;2;54;54;74;1;1;7493;07;05;05;1138,58327628723
2466157;1;2;1;70;1;24;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;07;05;05;957,362209964849
2466162;1;1;1;70;1;104;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;98;51;1;2;5135;07;05;05;1096,50300781983
2466163;1;2;1;70;1;3;48;4; ;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;41;81;36;1;1;3611;07;05;05;210,772045286938
2466168;1;1;1;70;1;24;48;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;45;52;1;2;5262;07;05;05;1170,03853887554
2466176;1;3;1;70;1;2;48;1; ;2;2;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;1;257500;2;44;44;52;1;1;5239;07;05;05;1021,39630300932
2466181;1;2;1;70;1;5;48;1; ;2;5;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;64;1;1;6422;07;05;05;1011,05509814431
