DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1030230;1;3;1;70;1;10;48;1; ;2;18;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;52;1;1;5233;05;05;1016,70444934317
1030239;1;1;1;70;1;3;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;29;1;1;2925;05;05;1124,23746932557
1030239;1;3;1;70;1;4;24;4; ;2;4;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8050;05;05;1124,23746932557
1030246;1;2;1;70;1;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;05;05;1005,20762284873
1030247;1;5;1;70;1;32;48;1; ;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5236;05;05;1066,03746906465
1030254;1;4;1;70;1;24;48;1; ;2;24;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;38;64;1;2;6421;05;05;978,127326558293
1030255;1;3;1;70;1;24;48;1; ;2;52;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;79;18;1;2;1810;05;05;924,211637321918
1030260;1;1;1;70;1;156;48;1; ;2;250;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;03;85;64;1;2;6421;05;05;1122,7303253038
1030261;1;1;1;70;1;24;48;4; ;2;24;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;05;05;1057,25018559773
1030265;1;2;1;70;1;52;24;1; ;2;98;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;2;7523;05;05;1016,70444934317
1030265;1;3;1;70;1;200;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;1016,70444934317
1030290;1;1;1;70;1;5;40;4; ;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;05;1065,83170668737
1030290;1;2;1;70;1;70;48;1; ;2;150;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;05;1065,83170668737
1030290;1;6;1;70;1;8;60;4; ;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;05;1065,83170668737
1030304;1;3;1;70;1;8;48;1; ;2;8;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;05;05;1000,96563567958
1030307;1;2;1;70;1;50;48;1; ;2;50;1; ;6;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;45;58;51;1;2;5163;05;05;936,578239585263
1030309;1;4;1;70;1;8;48;1; ;2;100;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;40;52;1;1;5233;05;05;797,192095719341
1030312;1;6;1;70;1;1;48;4; ;2;1;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;95;37;93;1;1;9309;05;05;1076,0665845235
1030314;1;3;1;70;1;4;48;1; ;2;150;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;45;52;1;1;5233;05;05;980,003343914898
1030317;1;2;1;70;1;50;40;1; ;2;50;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;15;13;80;1;2;8043;05;05;1109,19726136443
1030335;1;6;1;70;1;12;48;1; ;2;80;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;55;1;1;5521;05;05;951,61844754641
1030337;1;1;1;70;1;2;24;3; ;2;49;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8515;05;05;972,680880614345
1030340;1;1;1;70;1;12;24;5; ;2;96;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;57;57;93;1;1;9302;05;05;826,272379356715
1030342;1;3;1;70;1;6;48;1; ;2;500;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;65;1;1;6593;05;05;1089,61381687456
1030345;1;2;1;70;1;3;48;2; ;2;8;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8043;05;05;1044,88358333438
1030361;1;1;1;70;1;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;53;53;52;1;1;5211;05;05;1019,57421245901
1030363;1;2;1;70;1;5;48;1; ;2;5;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;45;1;1;4530;05;05;946,172001602462
1030375;1;1;1;70;1;6;48;3; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;54;54;74;1;1;7493;05;05;1007,20761019567
1030384;2;1;2;70;1;5;48;1; ;2;5;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;36;1;1;3694;05;05;1341,9080906709
1030385;1;6;1;70;1;4;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;05;05;1093,74552864872
1030392;1;3;1;70;1;20;48;1; ;2;20;1; ;3;3; ; ;1; ; ; ; ; ; ; ; ;2; ;2;03;03;45;1;2;4542;05;05;1051,40556742451
1030393;1;3;1;70;1;4;48;1; ;2;4;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;496000;2;45;45;52;1;1;5234;05;05;933,805399339117
1030394;1;3;1;70;1;4;48;2; ;2;4;1; ;9;2; ; ;1; ; ; ; ; ; ; ; ;1;600000;2;58;58;52;1;1;5211;05;05;943,302238486622
1030394;1;4;1;70;1;5;48;1; ;2;28;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;38;93;1;1;9303;05;05;943,302238486622
1030395;1;1;1;70;1;20;48;1; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;45000;2;45;45;55;1;2;5530;05;05;933,273123027779
1030395;1;2;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;55;1;1;5530;05;05;933,273123027779
1030396;1;1;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ;1; ; ; ; ; ; ; ; ;1;150000;2;98;98;60;1;1;6021;05;05;801,937876191785
1030405;1;1;1;70;1;8;48;1; ;2;12;1; ;6;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;79;79;18;1;1;1810;05;05;890,380295009482
1030405;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;890,380295009482
1030407;1;2;1;70;1;8;48;1; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5233;05;05;1020,54908016945
1030408;1;1;1;70;1;3;48;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;58;58;70;1;1;7020;05;05;992,369946178242
1030408;1;2;1;70;1;8;48;1; ;2;208;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;55;37;55;1;1;5521;05;05;992,369946178242
1030409;1;3;1;70;1;4;48;1; ;2;208;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;97;15;1;1;1594;05;05;1081,99299508366
1030412;1;3;1;70;1;52;48;3; ;2;52;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;1197,63968018213
1030414;1;2;1;70;1;8;48;4; ;2;106;1; ;2;4; ; ; ; ; ; ; ; ;1; ;ESTUDIANDO;2; ;2;41;45;52;1;1;5219;05;05;1094,92615873644
1030419;1;1;1;70;1;5;48;1; ;2;5;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;05;05;924,211637321918
1030427;1;1;1;70;1;3;70;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;98;98;60;1;1;6031;05;05;1014,99154294412
1030427;1;2;1;70;1;3;20;4; ;2;98;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;79;18;1;1;1810;05;05;1014,99154294412
1030435;1;4;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;850,809426465367
1030438;1;2;1;70;1;8;50;1; ;2;9;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;77;77;15;1;1;1551;05;05;917,460591299914
1030445;1;3;1;70;1;10;50;1; ;2;10;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5239;05;05;1169,9958064758
1030447;1;1;1;70;1;8;60;4; ;2;8;4; ;1;2; ; ; ; ; ;1; ; ; ; ; ;2; ;2;61;61;01;1;1;0121;05;05;1132,98315354984
1030462;1;2;1;70;1;8;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;51;55;1;1;5530;05;05;1026,29821136037
1030463;1;3;1;70;1;104;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;50;55;1;2;5530;05;05;999,093945079602
1030464;1;1;1;70;1;8;48;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;70;1;1;7010;05;05;1152,98316470622
1030464;1;6;1;70;1;13;48;1; ;2;17;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5225;05;05;1152,98316470622
1030473;1;4;1;70;1;4;48;1; ;2;28;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;63;1;1;6331;05;05;1067,80659690238
1030476;1;1;1;70;1;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;52;1;1;5272;05;05;937,744701261288
1030476;1;2;1;70;1;4;42;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;1;8532;05;05;937,744701261288
1030478;1;2;1;70;1;48;48;3; ;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5529;05;05;1020,54908016945
1030489;1;3;1;70;1;2;16;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;945,476614333575
1030491;1;3;1;70;1;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;05;05;1317,10169721243
1030491;1;5;1;70;1;98;48;1; ;2;98;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;83;52;1;2;5241;05;05;1317,10169721243
1030493;1;2;1;70;1;32;24;3; ;2;102;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;1137,37639535564
1030498;1;1;1;70;1;40;48;8; ;2;54;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0121;05;05;1222,75015412421
1030498;1;3;1;70;1;104;40;5; ;2;120;1; ;3;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;61;33;01;1;2;0121;05;05;1222,75015412421
