DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5418299;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ;2; ;1000000;2;1;04; ;05;1261,60359966799
5418300;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1250,96436217788
5418300;1;4;1;80;05;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;3;05;1250,96436217788
5418303;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1322,40205095681
5418303;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1322,40205095681
5418303;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1322,40205095681
5418304;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1353,09137447504
5418305;1;2;1;80;05;1;6; ;1; ;3;8; ;1; ;2; ; ; ; ;2;1;04;4;05;1350,77097352765
5418306;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418306;1;2;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418307;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1512,37214255234
5418308;1;1;1;80;05;1;8; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;624,894486322483
5418308;1;2;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;624,894486322483
5418309;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1291,21650929495
5418309;1;2;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418309;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1291,21650929495
5418310;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1160,0760189929
5418310;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1160,0760189929
5418311;1;1;1;80;05;1;8; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;04;1,2;05;554,511088523765
5418312;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;590,901359756302
5418312;1;5;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;590,901359756302
5418314;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1226,62707100123
5418316;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1378,1558296451
5418318;1;1;1;80;05;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;2; ;2; ; ; ; ;2;1;04;2;05;1117,14010098282
5418318;1;3;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1117,14010098282
5418318;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1117,14010098282
5418327;1;2;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;3;05;637,869313819198
5418327;1;3;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;1,4;05;637,869313819198
5418329;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;3;05;1147,66196034781
5418329;1;2;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1147,66196034781
5418329;1;3;1;80;05;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;04;4;05;1147,66196034781
5418330;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1249,78897264497
5418330;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418333;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1490,04601041058
5418335;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1353,09137447504
5418336;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1344,19223317307
5418338;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1638,83644602615
5418339;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1291,21650929495
5418339;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1291,21650929495
5418341;1;2;1;80;05;1;7; ;2; ; ;12;POR FALTA DE DOCUMENTOS;2; ;2; ;1;48;908526;2;1;04;3;05;1137,74988685113
5418341;1;4;1;80;05;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;05;1137,74988685113
5418342;1;2;1;80;05;1;9;POR LA CRISIS VENEZOLANA;2; ; ;9; ;2; ;2; ;2; ;908536;2;1;04;1,3;05;1578,92319456068
5418345;1;2;1;80;05;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;4;05;1358,32726114348
5418346;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908000;2;1;04;4;05;1350,77097352765
5418348;1;2;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;4;05;1159,47658737084
5418348;1;3;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;04;3;05;1159,47658737084
5418348;1;5;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1159,47658737084
5418352;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;05;1372,91994297666
5418353;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1126,11242252086
5418353;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1126,11242252086
5418354;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1138,76281904584
5418354;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1138,76281904584
5418354;1;3;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;1;48;908526;2;1;04;4;05;1138,76281904584
5418354;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1138,76281904584
5418355;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;05;1397,43439684607
5418357;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908000;2;1;04;1,3;05;1567,10856753766
5418359;1;1;1;80;05;1;5; ;2; ; ;9; ;3; ;2; ;1;48;908000;3;1;04;4;05;1463,80616570759
5418360;1;2;1;80;05;1;9;PANDEMIA CUARENTENA;2; ; ;12;PARA EVITAR CONTAGIO POR PANDEMIA;1; ;2; ;1;48;908526;2;1;04;2;05;1161,08895118761
5418360;1;3;1;80;05;1;8; ;1; ;1;2; ;2; ;2; ; ; ; ;2;1;04;4;05;1161,08895118761
5418360;1;4;1;80;05;1;8; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;04;1,3;05;1161,08895118761
5418363;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908000;2;1;04;1,3;05;1249,78897264497
5418366;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;05;1466,59391905729
5418366;1;2;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1466,59391905729
5418368;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1491,65837422735
5418369;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1344,19223317307
5418372;1;1;1;80;05;1;7; ;2; ; ;8; ;2; ;2; ;2; ;908000;2;1;04;2;05;1153,06531116948
5418372;1;3;1;80;05;1;7; ;2; ; ;8; ;2; ;2; ;1;30;908000;2;1;04;1,2;05;1153,06531116948
5418373;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;04;3;05;1209,5368255279
5418374;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418375;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1115,60091740211
5418375;1;4;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;05;1115,60091740211
5418376;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;04;4;05;1332,37760615005
5418377;1;1;1;80;05;1;5; ;2; ; ;10; ;1; ;2; ; ; ; ;3;1;04;4;05;1270,50274096996
5418377;1;2;1;80;05;1;5; ;2; ; ;10; ;1; ;2; ; ; ; ;3;1;04;4;05;1270,50274096996
5418378;1;2;1;80;05;1;6; ;1; ;1;8; ;2; ;2; ;1;6;908526;2;1;04;4;05;1249,78897264497
5418380;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;05;1456,08241393854
5418380;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1456,08241393854
5418381;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;05;1249,78897264497
5418414;1;1;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418414;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;253,229246980501
5418414;1;5;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418414;1;6;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;253,229246980501
5418415;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;189,927829563825
5418415;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;189,927829563825
5418415;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;189,927829563825
5418416;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418417;1;1;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;17;208,686564195355
5418418;1;1;1;80;17;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;17;328,468710405479
5418418;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;328,468710405479
5418418;1;5;1;80;17;1;9;PANDEMIA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;1,4;17;328,468710405479
5418419;1;1;1;80;17;1;1; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;04;4;17;210,919535598162
5418420;1;1;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;1,4;17;199,459580300509
5418420;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;199,459580300509
5418421;1;1;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;17;390,582273525412
5418421;1;3;1;80;17;1;4; ;2; ; ;4; ;2; ;1;180000; ; ; ;2;1;04;1,1;17;390,582273525412
5418422;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;17;373,275310369614
5418422;1;3;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;373,275310369614
5418423;1;1;1;80;17;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;04;2;17;110,073259746504
5418423;1;3;1;80;17;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;17;110,073259746504
5418424;1;1;1;80;17;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418424;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;174,124578295331
5418425;1;1;1;80;17;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;04; ;17;154,655161303851
5418426;1;1;1;80;17;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;4;17;210,919535598162
5418427;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;199,15481345867
5418431;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;117,860204001021
5418431;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;117,860204001021
5418432;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;210,919535598162
5418433;1;1;1;80;17;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;04;3;17;143,471680780373
5418433;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;143,471680780373
5418434;1;1;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418434;1;4;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418435;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;1,2;17;183,351562190177
5418436;1;1;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418436;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418436;1;4;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;196,504096937473
5418437;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;110,073259746504
5418439;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;3;17;440,293038986015
5418441;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;17;210,919535598162
5418445;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;17;164,897594400485
5418445;1;3;1;80;17;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;2;17;164,897594400485
5418446;1;3;1;80;17;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;2;17;178,744349040346
5418447;1;1;1;80;17;1;3; ;1; ;1;8; ;2; ;2; ; ; ;908526;2;1;04;4;17;120,976262858731
5418447;1;4;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;120,976262858731
5418448;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;125,583476008562
5418450;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;176,677972692582
5418450;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;176,677972692582
5418455;1;5;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;349,460416439816
5418456;1;1;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;364,048326474768
5418456;1;4;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;364,048326474768
5418459;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;17;261,284772766679
5418460;1;2;1;80;17;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;17;265,904543511694
5418460;1;3;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;265,904543511694
5418461;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;17;358,975770988425
5418462;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;17;111,283936627373
5418463;1;2;1;80;17;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;2;17;254,869080887705
5418463;1;3;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;17;254,869080887705
5418509;1;1;1;80;23;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;23;149,777438587836
5418509;1;3;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;23;149,777438587836
5418509;1;5;1;80;23;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;23;149,777438587836
5418510;1;1;1;80;23;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;23;159,457559354011
5418511;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;23;176,7055746382
5418512;1;1;1;80;23;1;4; ;1; ;1;1; ;3; ;2; ;1;40;1500000;3;1;04;3;23;185,243159487753
5418513;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;23;159,909008946649
5418513;1;8;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;23;159,909008946649
5418513;1;9;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;23;159,909008946649
5418513;1;11;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;23;159,909008946649
5418561;1;2;1;80;50;1;9;POR LA PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;50;359,12312698004
5418562;1;1;1;80;50;1;9;POR LA PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;2;50;311,814943407815
5418562;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;311,814943407815
5418563;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;280,181899084148
5418563;1;4;1;80;50;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;1,2;50;280,181899084148
5418564;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;50;202,444305743212
5418565;1;1;1;80;50;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;50;289,024902686101
5418565;1;4;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;50;289,024902686101
5418566;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;04;2;50;260,729353272996
5418567;1;2;1;80;50;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;2;50;328,881641910148
5418567;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;50;328,881641910148
5418569;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;275,005517099698
5418570;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;50;202,444305743212
5418571;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;1,3;50;231,68512084625
5418573;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;161,193972941476
5418573;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;161,193972941476
5418575;1;1;1;80;50;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;50;252,40845771439
5418576;1;1;1;80;50;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;1,2;50;353,065276209551
5418577;1;3;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;50;311,814943407815
5418577;1;4;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;50;311,814943407815
5418578;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;50;247,774569884365
5418578;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;247,774569884365
5418578;1;5;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;50;247,774569884365
5418579;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;50;251,629571430744
5418579;1;2;1;80;50;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;1,3;50;251,629571430744
5418581;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;3;50;202,444305743212
5418581;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;50;202,444305743212
5418582;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;3;50;343,350787073256
5418582;1;4;1;80;50;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;3;50;343,350787073256
5418584;1;1;1;80;50;1;8; ;2; ; ;5; ;1;1;2; ; ; ; ;1;1;04;1,3;50;274,812535763292
5418585;1;2;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04; ;50;260,53637193659
5418588;1;1;1;80;50;1;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;04;4;50;289,410865358912
5418589;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;50;251,822552767149
5418591;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;249,138670482354
5418594;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;52;99,1607315754893
5418594;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;99,1607315754893
5418594;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;99,1607315754893
5418595;1;3;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;52;155,1316867958
5418596;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;1;24;98;2;1;04;2;52;171,393761046373
5418598;1;2;1;80;52;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;52;165,08698094225
5418599;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;4;52;342,787522092746
5418600;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;52;203,425457845553
5418600;1;2;1;80;52;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;52;203,425457845553
5418602;1;2;1;80;52;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;1,3;52;532,044316875788
5418605;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;203,436053909901
5418606;1;1;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;4;52;151,234030001862
5418606;1;2;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;52;151,234030001862
5418607;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;52;135,261389400318
5418607;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;135,261389400318
5418611;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;52;181,373799812607
5418611;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;52;181,373799812607
5418612;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;52;211,773603672565
5418612;1;2;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;52;211,773603672565
5418613;1;2;1;80;52;1;9;PANDEMIA COVID 19;2; ; ;9; ;1; ;2; ;1;24;500000;2;1;04;2;52;273,930921727054
5418615;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;4;52;199,538397115963
5418617;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;52;257,491981443767
5418618;1;2;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;4;54;349,781499665842
5418619;1;1;1;80;54;1;7; ;2; ; ;8; ;2; ;2; ;1;48;908000;2;1;04;4;54;360,208112981695
5418619;1;2;1;80;54;1;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;04;4;54;360,208112981695
5418619;1;5;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04; ;54;360,208112981695
