DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4595929;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;1782,33581654495
4595930;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;1125,80920498871
4595931;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1202,42492628024
4595931;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1202,42492628024
4595932;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;1832,28721731739
4595934;1;2;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;1;75000; ; ; ;2;1;04;05;929,673446535941
4595934;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;98;2;1;04;05;929,673446535941
4595934;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;929,673446535941
4595934;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;929,673446535941
4595935;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1782,33581654495
4595935;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;1782,33581654495
4595936;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;704,661264631263
4595937;1;1;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1015,78117439522
4595960;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;7566,49528042189
4595961;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;6520,16854391575
4595962;1;2;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;24;98;2;1;04;05;4606,75741730512
4595962;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;4606,75741730512
4595962;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;4606,75741730512
4595963;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;5056,22456663629
4595963;1;6;1;80; ;2;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;5056,22456663629
4595964;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;3313,72108052071
4595964;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;3313,72108052071
4595968;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;3313,72108052071
4595968;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;3313,72108052071
4595997;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;3989,54495272598
4595998;1;4;1;80; ;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;8552,24679948363
4595999;1;1;1;80; ;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;782000;2;1;04;05;8318,81024475362
4596000;1;1;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;6603,25577053037
4596001;1;1;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;6368,35565887487
4596002;1;2;1;80; ;2;2; ; ; ; ;1;3;9; ;2; ;2; ;1;48;780000;2;1;04;05;5446,01292478269
4596002;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;5446,01292478269
4596002;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;5446,01292478269
4596003;1;1;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;1;300000; ; ; ;2;1;04;05;10180,2060982263
4596004;1;2;1;80; ;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;700000;2;1;04;05;3313,72108052071
4596004;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;3313,72108052071
4596005;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;5705,09942694923
4596006;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;4776,78518706557
4596006;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;4776,78518706557
4596016;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;54;2172,96409229633
4596016;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;54;2172,96409229633
4596017;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;54;1346,69686283788
4596019;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;54;782,400182161646
4596022;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;48;500000;2;1;04;54;1799,28280276172
4596023;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;54;1251,3096736766
