DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OFICIO,RAMA2D,RAMA2DP8,OCI,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
905127,1,1,1,60,2,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,2000000,3,,12,60,,.,60,,,1,6,16,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,480,8,,2,,,,,12,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,61,1,,1,4,,118,,300000,13,238.297.165.577.728
905128,1,1,1,60,2,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,5000000,3,,12,60,,.,60,,,1,6,16,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,1,240,1,,2,,,,,24,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,61,1,,1,4,,118,,300000,13,238.297.165.577.728
905128,1,2,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,100000,1,1200000,3,,12,84,,.,84,,,1,8,20,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,41,52,,1,4,,5211,,100000,13,238.297.165.577.728
905128,1,3,1,60,2,2,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,1500000,3,,12,60,,.,60,,,1,6,16,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,61,1,,1,4,,118,,200000,13,238.297.165.577.728
905129,1,1,1,60,2,2,,,,,,,,,,12,,1,,520000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,6,16,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,24,8,,2,,,,,5,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,121,,520000,13,272.388.462.176.847
905131,1,1,1,60,2,2,,,,,,,,,,36,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,14,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,240,4,,2,,,,,12,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,121,,300000,13,149.138.275.560.291
905131,1,2,1,60,2,2,,,,,,,,,,3,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,3,70,,.,70,,,1,6,16,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,24,8,,2,,,,,10,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,121,,200000,13,149.138.275.560.291
905131,1,3,1,60,2,2,,,,,,,,,,3,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,3,60,,.,60,,,1,7,17,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,24,8,,2,,,,,14,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,121,,200000,13,149.138.275.560.291
905143,1,5,1,60,2,2,,,,,,,,,,24,,1,,150000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,15,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,62,1,,1,8,,140,,150000,13,688.942.192.350.995
905149,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,3000000,3,,12,60,,.,60,,,1,6,19,2,,,,,,2,8,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,2,,61,1,,1,4,,115,,160000,13,238.297.165.577.728
905149,1,2,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,3000000,3,,12,60,,.,60,,,1,6,19,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,8,,61,1,,1,4,,115,,160000,13,238.297.165.577.728
905151,1,1,1,60,2,1,1,,,1,1,,2,2,2,72,,1,,264000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,18,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,3,3,4,3,3,2,3,1,5,,62,1,,1,8,,118,,264000,13,240.070.163.001.841
905151,1,2,1,60,2,1,1,,,1,1,,2,2,2,60,,1,,264000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,5,17,2,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,3,2,3,1,5,,62,1,,1,8,,118,,264000,13,240.070.163.001.841
905154,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2000000,3,,12,40,,.,40,,,1,8,16,2,,,,,,1,8,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,61,1,,1,4,,114,,200000,13,30.193.742.865.929
905156,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,150000,1,1200000,3,,12,50,,.,50,,,1,8,17,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,2,9,,61,1,,1,4,,116,,150000,13,659.199.650.583.717
905156,1,4,1,60,2,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,AYUDA SOLO LOS DOMINGOS,8,,,2,,,,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,6,,116,,,13,659.199.650.583.717
905159,1,1,1,60,2,2,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,4,1200000,3,,12,60,,.,60,,,1,6,15,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,9,,61,1,,1,4,,118,,400000,13,496.047.519.798.277
905163,1,1,1,60,2,1,1,,,1,1,,2,2,2,96,,1,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,16,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,62,1,,1,8,,118,,250000,13,379.482.910.131.825
905165,1,1,1,60,2,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,3000000,3,,12,68,,.,68,,,1,6,17,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,61,1,,1,4,,118,,300000,13,240.070.163.001.841
905165,1,2,1,60,2,1,1,,,1,1,,2,2,2,24,,1,,150000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,7,16,2,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,8,,62,1,,1,8,,118,,150000,13,240.070.163.001.841
905236,1,1,1,60,2,1,2,1,,1,1,,2,2,2,3,,2,,1600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,3,70,,.,60,6,,2,,,,,,,,,9,8,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,3,,2,91,,1,1,,9199,,1600000,13,358.332.247.078.649
905237,1,1,1,60,2,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,20000,1,400000,3,,6,60,,.,60,,,1,7,15,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,2,,3,3,3,4,2,3,2,2,3,8,,61,1,,1,4,,115,,20000,13,238.297.165.577.728
905238,1,1,1,60,2,1,1,,,1,1,,1,2,2,268,,1,,360000,2,,,1,50000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,180000,,2,1,2,2,,,,,,,,,,,12,96,,.,96,,,1,5,19,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,2,2,3,3,3,,62,1,,1,8,,121,,410000,13,209.259.067.135.078
905240,1,1,1,60,2,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,350000,1,3000000,3,,12,60,,.,60,,,1,7,17,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,60,2,1,1,1,1,2,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,3,3,3,,95,45,,1,4,,4521,,350000,13,197.467.133.458.816
905248,1,1,1,60,2,1,1,,,1,1,,2,2,2,48,,1,,240000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,50,,.,50,,,1,6,17,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,,62,1,,1,8,,115,,240000,13,476.181.672.071.264
905250,1,1,1,60,2,2,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,320000,1,2000000,3,,12,60,,.,60,,,1,6,17,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,5,,61,1,,1,4,,115,,320000,13,255.237.302.262.923
905257,1,1,1,60,2,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1500000,3,,12,40,,.,40,,,1,7,15,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,3,,61,1,,1,4,,118,,150000,13,467.698.402.957.765
905258,1,1,1,60,2,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,2000000,3,,12,50,,.,50,,,1,6,15,2,,,,,,1,8,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,9,,61,1,,1,4,,118,,250000,13,461.455.634.181.115
905260,1,1,1,60,2,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,2500000,3,,12,50,,.,50,,,1,6,17,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,61,1,,1,4,,118,,250000,13,238.297.165.577.728
905260,1,2,1,60,2,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,.,50,,,1,6,17,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,6,,118,,,13,238.297.165.577.728
905260,1,3,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,.,50,,,1,6,17,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,1,36,8,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,6,,118,,,13,238.297.165.577.728
905260,1,4,1,60,2,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,.,50,,,1,6,15,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,6,,118,,,13,238.297.165.577.728
905263,1,2,1,60,2,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,250000,1,2000000,3,,12,60,,.,60,,,1,5,18,2,,,,,,1,4,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,98,60,,1,4,,6022,,250000,13,448.666.681.366.149
905264,1,1,1,60,2,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,3000000,3,,12,50,,.,50,,,1,6,16,2,,,,,,1,8,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,9,,61,1,,1,4,,118,,250000,13,836.656.206.577.204
905264,1,2,1,60,2,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,333000,1,2830000,3,,12,45,,.,45,,,1,8,14,2,,,,,,1,1,,1,2,2,3,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,2,,54,85,,1,4,,8532,,333000,13,836.656.206.577.204
905266,1,1,1,60,2,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,2500000,3,,12,50,,.,50,,,1,6,18,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,61,1,,1,5,,118,,250000,13,238.297.165.577.728
905266,1,2,1,60,2,2,,,,,,,,,,120,,1,,150000,2,,,1,90000,1,20000,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,50,,.,50,,,1,6,15,2,,,,,,2,8,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,62,1,,1,8,,118,,260000,13,238.297.165.577.728
905268,1,1,1,60,2,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3000000,3,,12,50,,.,50,,,1,6,16,2,,,,,,1,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,6,,61,1,,1,4,,118,,300000,13,238.297.165.577.728
