DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5214112;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1037,07093980136
5214114;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;1512,6973407405
5214116;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,2;05;1235,90384298277
5214116;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;1235,90384298277
5214116;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1235,90384298277
5214118;1;1;1;80;17;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;17;167,200557563862
5214119;1;1;1;80;17;1;1; ;2; ; ;9; ;1; ;2; ;2; ;877802;2;1;09;1,4;17;167,200557563862
5214119;1;2;1;80;17;1;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;09;1,4;17;167,200557563862
5214120;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;158,190227866323
5214120;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;17;158,190227866323
5214121;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;99,7992530345444
5214123;1;1;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;54;392,712009829838
5214123;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;54;392,712009829838
5214124;1;1;1;80;54;1;9;POR PANDEMIA;2; ; ;1; ;2; ;2; ;1;60;800000;2;1;09;1,4;54;392,712009829838
5214124;1;2;1;80;54;1;9;POR PANDEMIA;2; ; ;12;POR PANDEMIA;2; ;2; ;1;35;600000;2;1;09;1,4;54;392,712009829838
5214125;1;1;1;80;50;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;1,4;50;176,232705102151
5214125;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;176,232705102151
5214126;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;09;1,2;50;319,45817732387
5214128;1;2;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;50;176,232705102151
5214131;1;1;1;80;05;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;1,4;05;1284,94467892156
5214132;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;05;1296,13621776251
5214136;1;2;1;80;50;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;50;277,898651826172
5214138;1;1;1;80;50;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;50;258,164133333326
5214139;1;4;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;50;258,225913243586
5214140;1;1;1;80;50;1;7; ;1; ;1;8; ;2; ;2; ; ; ; ;2;1;09;1,4;50;216,195026392243
5214140;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;216,195026392243
5214142;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;54;409,16609316978
5214142;1;3;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;54;409,16609316978
5214142;1;4;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;54;409,16609316978
5214143;1;1;1;80;54;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;54;368,939970541602
5214145;1;1;1;80;76;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;1,4;76;910,738256069427
5214152;1;3;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;76;700,895800691695
5214163;1;2;1;80;76;1;6; ;2; ; ;8; ;1;2;2; ; ; ; ;1;1;09;1,4;76;1064,62531277802
5214164;1;2;1;80;76;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;76;1147,86950045645
5214165;1;1;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;76;1075,99565280763
5214165;1;3;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;76;1075,99565280763
5214176;1;1;1;80;76;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;1,4;76;903,995123323852
5214176;1;2;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;76;903,995123323852
5214177;1;1;1;80;76;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;1,4;76;903,995123323852
5214177;1;2;1;80;76;1;3; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;1,4;76;903,995123323852
5214180;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;170,602754957689
5214180;1;5;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;170,602754957689
5214187;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;167,200557563862
5214187;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;167,200557563862
5214188;1;5;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;226,779410257714
5214189;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;102,404660553409
5214189;1;2;1;80;17;1;6; ;2; ; ;8; ;2; ;2; ;1;48;98;2;1;09;1,4;17;102,404660553409
5214190;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,3;17;122,912872539165
5214190;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;122,912872539165
5214190;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;122,912872539165
5214191;1;1;1;80;17;1;3; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;1,4;17;99,7992530345444
5214191;1;2;1;80;17;1;8; ;2; ; ;5; ;1; ;2; ;1;48;98;2;1;09;1,3;17;99,7992530345444
5214191;1;3;1;80;17;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;1,4;17;99,7992530345444
5214196;1;1;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;140,548067178819
5214196;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;140,548067178819
5214197;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;182,144047682753
5214200;1;1;1;80;23;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;23;108,125745655107
5214200;1;2;1;80;23;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;23;108,125745655107
5214205;1;3;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;17;146,300491346853
5214206;1;2;1;80;17;1;9;POR COVID;2; ; ;12;POR COVID;2; ;2; ;1;48;1500000;2;1;09;1,3;17;140,344055650179
5214206;1;3;1;80;17;2; ; ; ;2; ; ;.;2;2;2; ; ; ; ;1;1;09; ;17;140,344055650179
5214221;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1356,06952720122
5214222;1;2;1;80;05;1;7; ;2; ; ;9; ;1;1;2; ;1;48;877803;1;1;09;1,4;05;1054,67045480304
5214222;1;3;1;80;05;1;9;POR LA CUARENTENA;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;1,3;05;1054,67045480304
5214222;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1054,67045480304
5214236;1;1;1;80;52;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;1,2;52;168,18820707372
5214236;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ;1;24;470000;2;1;09; ;52;168,18820707372
5214237;1;1;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;52;119,818015267179
5214237;1;2;1;80;52;1;7; ;2; ; ;12;PIENSA CAMBIAR DE CIUDAD;2; ;2; ;2; ;2000000;2;1;09;1,3;52;119,818015267179
5214249;1;2;1;80;05;1;9;Ya no tiene el plante;2; ; ;12;Por la pandemia;2; ;2; ;2; ;877803;2;1;09;1,4;05;1302,18152240036
5214254;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ;2; ;927000;2;1;09;1,4;68;551,596344077756
5214254;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;551,596344077756
5214254;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;551,596344077756
5214256;1;2;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;533,614376028048
5214258;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;68;501,905751183659
5214258;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;68;501,905751183659
5214259;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;608,466717920744
5214260;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;631,206975443364
5214261;1;1;1;80;68;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;68;565,96173180178
5214262;1;2;1;80;68;1;5; ;1; ;4;10; ;3; ;2; ; ; ; ;3;1;09;1,4;68;501,905751183659
5214263;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;68;675,308481352623
5214264;1;1;1;80;68;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;3; ;2; ;2; ;800000;3;1;09;1,4;68;553,360653710042
5214265;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1500000;2;1;09;1,3;68;675,308481352623
5214268;1;1;1;80;52;1;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;1,4;52;252,124616542178
5214271;1;1;1;80;68;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO;2; ; ;9; ;2; ;2; ;1;24;430000;2;1;09;1,3;68;460,063722987715
5214271;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;460,063722987715
5214272;1;1;1;80;68;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;68;553,360653710042
5214273;1;1;1;80;68;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;68;501,905751183659
5214273;1;2;1;80;68;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;1,4;68;501,905751183659
5214274;1;2;1;80;68;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO;2; ; ;12;SE ENCUENTRA EMBARAZADA;2; ;2; ; ; ; ;2;1;09;1,3;68;540,11251265568
5214276;1;2;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,3;17;158,190227866323
5214277;1;5;1;80;68;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;68;664,786557379391
5214280;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;550,51367876673
5214288;1;1;1;80;68;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;1,2;68;600,206827614783
5214289;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;68;363,321313008412
5214290;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;68;293,185483703397
5214290;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;293,185483703397
5214290;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;293,185483703397
5214299;1;1;1;80;52;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;52;168,18820707372
5214299;1;2;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;52;168,18820707372
5214300;1;1;1;80;52;1;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;1,4;52;119,818015267179
5214300;1;2;1;80;52;1;3; ;2; ; ;8; ;1;2;2; ; ; ; ;1;1;09;1,4;52;119,818015267179
5214306;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;68;235,524915187403
5214307;1;2;1;80;68;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,2;68;581,099280862132
5214307;1;3;1;80;68;1;8; ;2; ; ;2; ;2; ;2; ;1;24;2700000;2;1;09;1,4;68;581,099280862132
5214307;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;581,099280862132
5214309;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;09; ;68;339,502581064866
5214310;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;68;570,698114751082
5214311;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;68;380,86163935233
5214311;1;4;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;68;380,86163935233
5214311;1;5;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;68;380,86163935233
5214316;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1169,15486326633
5214316;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,2;05;1169,15486326633
5214317;1;1;1;80;05;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,3;05;1296,13621776251
5214318;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;05;1238,2417367533
5214319;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;05;1237,44078431589
5214354;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;68;675,308481352623
5214355;1;1;1;80;11;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;11;3562,51044150744
5214364;1;1;1;80;68;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;68;553,360653710042
5214365;1;1;1;80;05;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;1,2;05;1237,44078431589
5214367;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1031,0256351635
5214368;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;05;1302,98247483777
5214369;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1500,24405994191
5214369;1;2;1;80;05;1;9;POR LA PANDEMIA;2; ; ;9; ;1; ;1;400000;2; ;878000;2;1;09;1,4;05;1500,24405994191
5214379;1;4;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ;1;24;400000;2;1;09;1,2;52;119,818015267179
5214379;1;5;1;80;52;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ; ; ; ;2;1;09;1,4;52;119,818015267179
5214380;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,2;52;352,066378314725
5214380;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;352,066378314725
5214382;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;52;119,818015267179
5214382;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;119,818015267179
5214384;1;2;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ;2; ;900000;2;1;09;1,4;52;249,694361827073
5214386;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;119,818015267179
5214393;1;1;1;80;52;1;9;CUARENTENA COVID;2; ; ;1; ;2; ;2; ;1;40;877000;2;1;09;1,4;52;193,421139647458
5214400;1;1;1;80;52;1;9;PANDEMIA COVID 19;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;1;48;877803;2;1;09;1,3;52;193,421139647458
5214403;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;52;305,967584006689
5214407;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;52;385,988772497073
5214407;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;52;385,988772497073
5214407;1;4;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;52;385,988772497073
5214408;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;278,304396717847
5214409;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;178,246538366435
5214409;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;52;178,246538366435
5214410;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;52;278,304396717847
5214478;1;2;1;80;17;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;1,3;17;287,390921342466
5214479;1;2;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;17;210,942242848476
5214479;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;210,942242848476
5214479;1;4;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;17;210,942242848476
5214480;1;1;1;80;17;1;7; ;2; ; ;1; ;1; ;2; ;1;48;877802;2;1;09;1,4;17;197,320556825663
5214481;1;1;1;80;17;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;09; ;17;114,07703002056
5214481;1;2;1;80;17;1;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;09;1,4;17;114,07703002056
5214482;1;4;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,3;17;176,24600342972
5214482;1;5;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;176,24600342972
5214483;1;1;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;17;196,544612068223
5214484;1;1;1;80;17;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;09; ;17;196,544612068223
5214485;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;258,908414326421
5214485;1;4;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;17;258,908414326421
5214516;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;50;282,851924320358
5214517;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;09;1,4;50;153,472052205636
5214517;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;153,472052205636
5214519;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;299,134093593529
5214520;1;1;1;80;50;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,3;50;223,014195194352
5214522;1;1;1;80;50;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;2;1;09;1,4;50;259,52416726477
5214523;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;50;88,1163525510754
5214523;1;2;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,2;50;88,1163525510754
5214524;1;2;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;50;125,861289748032
5214525;1;2;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;50;177,592739033595
5214526;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;207,739664891291
5214526;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;50;207,739664891291
5214528;1;1;1;80;50;1;7; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;09;1,3;50;225,774652584815
5214528;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;225,774652584815
5214528;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;50;225,774652584815
5214529;1;1;1;80;50;1;8; ;2; ; ;1; ;2; ;1;500000;1;48;877000;2;1;09;1,2;50;220,253737803889
5214530;1;2;1;80;50;1;8; ;2; ; ;1; ;2; ;2; ; ; ;877000;2;1;09;1,4;50;167,161074914735
5214532;1;1;1;80;50;1;8; ;1; ;3;9; ;2; ;2; ;1;40;880000;2;1;09;1,4;50;224,950896269837
5214532;1;2;1;80;50;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;50;224,950896269837
5214533;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;50;109,446851936223
5214534;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;216,195026392243
5214535;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;245,043698228757
5214535;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;245,043698228757
5214535;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;50;245,043698228757
5214535;1;5;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;50;245,043698228757
5214536;1;1;1;80;50;1;8; ;1; ;2;7; ;2; ;2; ; ; ; ;2;1;09;1,3;50;171,886179083442
5214536;1;6;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;50;171,886179083442
5214541;1;1;1;80;66;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;66;299,684653118101
5214542;1;1;1;80;66;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;66;409,56369534579
5214543;1;1;1;80;66;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;66;317,173218493657
5214543;1;2;1;80;66;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;66;317,173218493657
5214543;1;3;1;80;66;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,4;66;317,173218493657
5214544;1;1;1;80;66;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;66;293,909790702579
5214544;1;2;1;80;66;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,3;66;293,909790702579
5214544;1;3;1;80;66;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;66;293,909790702579
5214545;1;3;1;80;66;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;66;361,130261640244
5214545;1;4;1;80;66;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;66;361,130261640244
5214546;1;1;1;80;66;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;66;581,123243773952
5214547;1;2;1;80;66;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;66;296,833578503768
