DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2136485;1;2;1;70;05;8;48;1; ;2;54;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5262;02;05;857,312289904366
2136493;1;3;1;70;05;5;48;1; ;2;5;1; ;4;3; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;21;21;85;1;1;8512;02;05;1096,20663616428
2136496;1;2;1;70;05;52;48;1; ;2;52;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;2;7020;02;05;1032,47957759189
2136497;1;1;1;70;05;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;79;79;18;1;1;1810;02;05;920,019803970369
2136498;1;2;1;70;05;20;45;1; ;2;52;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;03;64;1;2;6421;02;05;1040,19508626197
2136500;1;1;1;70;05;24;48;5; ;2;98;5; ;8;1; ; ; ; ; ; ; ; ;1; ;LA PENSION;2; ;2;41;41;52;1;2;5233;02;05;916,237263151099
2136506;1;1;1;70;05;52;48;1; ;2;156;1; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;53;77;15;1;2;1551;02;05;820,221203098737
2136516;1;2;1;70;05;113;48;1; ;2;115;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;02;05;684,62862324359
2136530;1;1;1;70;05;24;48;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;45;1;2;4521;02;05;1029,22527212057
2136532;1;1;1;70;05;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5237;02;05;791,508755595656
2136533;1;2;1;70;05;8;48;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;02;05;1042,09014610677
2136538;1;1;1;70;05;52;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ;1; ;ESTA PENSINADO;2; ;2;62;97;45;1;2;4530;02;05;1042,16535962254
2136544;1;1;1;70;08;8;48;5; ;2;8;5; ;5;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;51;1;1;5155;02;08;811,002159512497
2136546;1;2;1;70;08;48;48;1; ;2;20;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;08;72;1;2;7220;02;08;668,670511126214
2136549;1;4;1;70;08;8;48;1; ;2;8;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;02;08;572,816280144888
2136554;1;2;1;70;08;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;25;1;1;2519;02;08;676,858409097687
2136558;1;2;1;70;08;30;35;2; ;2;12;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8045;02;08;674,000181371944
2136559;1;2;1;70;08;8;48;1; ;2;8;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;93;1;1;9302;02;08;614,204163503105
2136583;1;4;1;70;08;4;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;02;08;603,557799602528
2136589;1;1;1;70;08;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;02;08;584,082667088932
2136596;1;2;1;70;08;3;40;1; ;2;8;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;09;09;75;1;1;7513;02;08;676,858409097687
2136597;1;2;1;70;08;40;40;1; ;2;52;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;80;1;2;8043;02;08;639,531115915951
