DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
676675;1;2;5;70;16;48;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;1;45;45;5211;52;5;139.076.663.738.894
676678;1;1;5;70;52;48;3;;2;52;3;;1;8;;;;;;;;;;1;;2;;2;1;54;54;9500;95;5;569.219.774.669.774
676678;1;2;5;70;6;48;1;;2;1;1;;2;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;5;569.219.774.669.774
676678;1;3;5;70;16;48;1;;2;2;1;;2;8;;;;;;;;;;1;;1;60000;2;1;37;95;4521;45;5;569.219.774.669.774
676678;1;4;5;70;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;81;;;;5;569.219.774.669.774
676678;1;5;5;70;30;48;1;;2;4;4;;1;1;;;;;;;;;;1;;2;;2;1;97;97;7495;74;5;569.219.774.669.774
676679;1;5;5;70;6;48;1;;2;6;4;;2;1;;;;;;;;;;1;;2;;2;1;81;81;3611;36;5;795.920.560.745.695
676680;1;2;5;70;3;48;1;;2;98;4;;1;1;;;;;;;;;;1;;2;;2;1;79;45;5262;52;5;739.381.854.924.354
676681;1;2;5;70;52;48;1;;2;98;4;;4;2;;;;;;;;;;1;;2;;2;1;55;80;1921;19;5;813.554.497.058.309
676691;1;2;5;70;2;48;1;;2;3;1;;9;4;;;;;;;;;;1;;1;1000000;2;1;19;19;7512;75;5;699.510.897.609.293
676705;1;1;5;70;1;48;1;;2;1;4;;4;1;;;;;;;;;;1;;1;180000;2;1;58;53;9219;92;5;754.953.469.184.322
676708;1;1;5;70;4;48;4;;2;6;4;;2;2;;;;;;;;;;1;;1;160000;2;1;95;95;4521;45;5;706.650.686.072.397
676725;1;3;5;70;96;48;1;;2;108;1;;4;1;;;;;;;;;;1;;2;;2;1;45;80;1921;19;5;751.003.591.573.444
676726;1;2;5;70;2;48;4;;2;4;4;;1;4;;;;;;;;;;1;;2;;2;1;54;54;7493;74;5;111.341.742.215.337
676726;1;3;5;70;3;48;1;;2;4;1;;7;4;;;;;;;;;;1;;2;;2;1;8;21;7290;72;5;111.341.742.215.337
676726;1;6;5;70;24;48;4;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;5;111.341.742.215.337
676729;1;2;5;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;5;636.284.223.183.258
676730;1;3;5;70;48;48;3;;2;48;1;;8;1;;;;;;;;;;1;;2;;2;1;54;99;9000;90;5;9.205.565.845.992
676730;1;6;5;70;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;5;9.205.565.845.992
676731;1;2;5;70;48;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;5;655.539.463.818.068
676731;1;4;5;70;52;48;1;;2;52;1;;4;1;;;;;;;;;;1;;2;;2;1;53;80;1921;19;5;655.539.463.818.068
676738;1;4;5;70;1;48;1;;2;2;1;;7;2;;;;;;;;;;1;;2;;2;1;8;8;6422;64;5;642.952.591.187.758
676756;1;3;5;70;8;48;1;;2;64;1;;9;1;;;;;;;;;;1;;2;;2;1;45;97;1810;18;5;874.442.707.827.938
676760;1;2;5;70;16;36;1;;2;12;1;;4;2;;;;;;;;;;1;;2;;2;1;79;79;1810;18;5;956.632.816.714.211
676778;1;6;5;70;52;48;1;;2;2;4;;6;1;;;;;;;;;;1;;2;;2;1;33;79;8050;80;5;912.824.578.818.718
676780;1;1;5;70;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;5;706.133.432.109.841
676783;1;1;5;70;4;48;1;;2;5;1;;4;2;;;;;;;;;;1;;2;;2;1;81;85;5170;51;5;706.650.686.072.397
676784;1;4;5;70;8;48;4;;2;150;4;;2;2;;;;;;;;;;1;;2;;2;1;45;45;5225;52;5;914.556.941.129.684
676795;1;1;5;70;4;24;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;1;45;16;7499;74;5;704.939.696.618.194
676800;1;2;5;70;40;48;1;;2;32;1;;2;1;;;;;;;;;;1;;2;;2;1;45;44;8531;85;5;805.942.140.689.569
676810;1;1;5;70;3;24;1;;2;3;1;;4;1;;;;;;;1;;;;;2;;2;1;33;33;1810;18;5;754.847.639.562.315
676811;1;2;5;70;4;48;4;;2;240;1;;6;1;;;;;;;;;;1;;2;;2;1;54;55;7020;70;5;855.714.841.355.216
676830;1;1;5;70;52;48;1;;2;110;1;;9;1;;;;;;;;;1;;LA  PENSION;2;;2;1;98;98;6021;60;5;864.526.508.957.767
676839;1;2;5;70;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;5;475.520.364.119.436
676839;1;3;5;70;4;48;1;;2;1;1;;2;2;;;;;;;;;;1;;1;75000;2;1;53;53;5225;52;5;475.520.364.119.436
676841;1;3;5;70;12;48;3;;2;12;4;;1;1;;;;;;;;;;1;;2;;2;1;54;55;7493;74;5;800.738.883.725.111
676841;1;4;5;70;4;48;1;;2;6;1;;2;1;;;;;;;;;;1;;2;;2;1;45;79;1810;18;5;800.738.883.725.111
676849;1;1;5;70;16;48;1;;2;16;1;;4;1;;;;;1;1;;;;;;2;;2;1;95;95;4521;45;5;813.554.497.058.309
676861;1;3;8;70;14;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;39;;;;8;600.676.561.046.687
676882;1;6;8;70;3;48;3;;2;20;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;517.451.066.526.294
676889;1;1;8;70;16;48;1;;2;18;1;;9;1;;;1;;;;;;;;;2;;2;1;12;12;1530;15;8;358.973.216.810.772
676893;1;2;8;70;15;48;1;;2;32;1;;6;4;;;;;;;;;;1;;2;;2;1;59;59;8511;85;8;503.816.849.773.165
676925;1;2;8;70;20;40;1;;2;12;1;;8;2;;;;;;;;;;1;;2;;2;1;15;44;2212;22;8;100.079.883.541.023
676935;1;1;8;70;2;60;3;;2;2;3;;1;6;;;;;;;;;;1;;1;230000;2;1;54;54;9500;95;8;545.318.019.966.339
676936;1;5;8;70;15;48;1;;2;16;1;;2;1;;;;;;;;;;1;;2;;2;1;58;45;5211;52;8;487.292.164.465.708
676937;1;2;8;70;52;50;3;;2;156;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;525.277.745.872.645
676940;1;3;8;70;8;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;41;;;;8;446.327.895.225.536
676941;1;3;8;70;10;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;8;477.133.916.092.534
676941;1;4;8;70;20;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;8;477.133.916.092.534
676943;1;3;8;70;3;56;1;;2;24;4;;1;4;;;;;;;;;;1;;2;;2;1;45;45;5261;52;8;48.874.465.733.841
676944;1;2;8;70;1;48;1;;2;12;4;;1;4;;;;;;;;;;1;;1;98;2;1;98;98;6031;60;8;451.316.545.621.461
676947;1;3;8;70;4;48;1;;2;96;1;;2;4;;;;;;;;;;1;;2;;2;1;32;32;8511;85;8;399.049.628.654.983
676948;1;5;8;70;4;48;1;;2;8;1;;6;7;;;;;;;;;;1;;1;460000;2;1;32;32;2693;26;8;241.244.778.539.352
676948;1;7;8;70;4;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;1;45;45;2109;21;8;241.244.778.539.352
676955;1;3;8;70;36;48;2;;2;36;2;;6;1;;;;;;;;;;1;;2;;2;1;3;3;7412;74;8;430.441.510.106.375
676959;1;9;8;70;2;48;1;;2;6;1;;8;1;;;;;;;;;;1;;2;;2;1;11;11;5236;52;8;655.232.184.116.599
676962;1;2;8;70;4;40;1;;2;24;4;;1;3;;;;;1;;;;;;;2;;2;1;33;45;5269;52;8;500.399.417.705.116
676971;1;2;8;70;2;40;1;;2;12;3;;1;1;;;;;;;;;;1;;2;;2;1;77;54;9500;95;8;536.200.185.676.043
676975;1;2;8;70;6;48;1;;2;16;1;;2;8;;;;;;;;;;1;;2;;2;1;58;58;7492;74;8;609.794.395.336.983
676981;1;3;8;70;16;48;1;;2;16;4;;1;4;;;;;;;;;;1;;2;;2;1;37;93;4552;45;8;503.587.898.678.762
676985;1;6;8;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;650.089.677.175.343
676985;2;2;8;70;104;48;1;;2;104;1;;5;2;;;;;;;;;;1;;2;;2;1;32;13;8041;80;8;650.089.677.175.343
676986;2;1;8;70;5;48;3;;2;4;3;;1;1;;;;;;;;;;1;;1;100000;2;1;54;54;9500;95;8;624.242.804.774.517
676986;3;2;8;70;8;48;1;;2;208;1;;9;1;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;624.242.804.774.517
676989;1;2;8;70;16;48;1;;2;520;1;;3;4;;;;;;;;;;1;;2;;2;1;45;45;5244;52;8;512.010.158.950.992
676994;1;2;8;70;26;24;1;;2;24;1;;4;2;;;;;;;;;;1;;2;;2;1;13;13;8011;80;8;509.517.251.995.412
677001;1;4;8;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;540.672.549.018.047
677001;1;6;8;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;540.672.549.018.047
677007;1;7;8;70;52;48;1;;2;104;1;;3;2;;;;;;;;;;1;;2;;2;1;45;45;5233;52;8;466.498.575.480.716
677012;1;4;8;70;16;48;1;;2;16;1;;9;1;;;;;;;;;;1;;2;;2;1;45;45;5234;52;8;547.552.473.897.762
677012;1;5;8;70;78;48;1;;2;78;1;;9;1;;;;;;;;;;1;;2;;2;1;45;45;1530;15;8;547.552.473.897.762
677013;1;5;8;70;21;48;1;;2;364;1;;9;1;;;;;;;;;;1;;2;;2;1;59;59;8511;85;8;407.461.807.826.961
677019;1;3;8;70;24;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;;;;8;44.073.886.705.414
677019;1;5;8;70;24;24;1;;2;24;1;;7;2;;;;;;;;;;1;;2;;2;1;90;90;2529;25;8;44.073.886.705.414
677023;1;4;8;70;6;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;58;;;;8;483.995.084.914.853
677023;2;3;8;70;96;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;32;;;;8;483.995.084.914.853
677025;1;5;8;70;8;24;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;8;394.194.220.905.309
677028;1;2;8;70;48;24;2;;2;48;1;;7;1;;;;;;;;;;1;;2;;2;1;13;13;8045;80;8;539.617.617.744.092
677029;2;2;8;70;96;24;1;;2;96;1;;9;2;;;;;;;;;;1;;2;;2;1;45;45;1593;15;8;380.046.553.583.022
677035;1;3;8;70;20;24;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;13;;;;8;393.667.682.982.591
677057;2;2;8;70;60;48;3;;2;12;3;;1;8;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;510.678.018.595.484
677057;2;3;8;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;510.678.018.595.484
677057;2;4;8;70;12;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;510.678.018.595.484
677068;1;3;8;70;3;55;1;;2;36;4;;2;1;;;1;;;;;;;;;2;;2;1;37;37;2424;24;8;459.728.724.793.439
677072;1;3;8;70;12;10;4;;2;60;4;;1;7;;;;;;;;;;1;;2;;2;1;53;45;5221;52;8;570.576.195.298.007
677076;1;5;8;70;12;8;1;;2;32;4;;1;8;;;;;;;;;;1;;2;;2;1;37;38;6421;64;8;61.405.552.201.919
677079;1;1;8;70;45;48;1;;2;100;1;;4;8;;;;;;;;;;1;;2;;2;1;19;40;5225;52;8;403.539.706.431.594
677085;1;2;8;70;8;48;1;;2;120;1;;4;7;;;;;;;;;;1;;2;;2;1;32;32;5219;52;8;500.399.417.705.116
677086;1;6;8;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;489.328.857.305.623
677096;1;6;8;70;16;55;1;;2;14;1;;9;8;;;;;;;;;;1;;2;;2;1;33;33;5211;52;8;454.154.213.813.119
677097;1;2;8;70;4;48;3;;2;6;3;;4;8;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;512.010.158.950.992
677102;1;3;8;70;12;45;2;;2;96;1;;6;1;;;;;1;;;;;;;2;;2;1;11;11;6599;65;8;369.056.758.849.602
677102;1;4;8;70;4;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;2;;;;8;369.056.758.849.602
677104;1;1;8;70;4;45;3;;2;24;1;;6;1;;;;;;;;;;1;;2;;2;1;54;45;5239;52;8;433.640.072.180.274
677109;1;1;8;70;4;45;1;;2;48;1;;4;1;;;1;;;;;;;;;2;;2;1;33;33;6715;67;8;500.399.417.705.116
677110;1;1;8;70;4;45;1;;2;16;1;;6;1;;;;;1;;;;;;;2;;2;1;39;39;6320;63;8;583.843.782.219.659
677110;1;2;8;70;2;40;1;;2;24;1;;3;2;;;;;1;;;;;;;2;;2;1;79;79;1810;18;8;583.843.782.219.659
677113;1;3;8;70;4;45;2;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;8;346.768.194.497.429
677115;1;3;8;70;4;50;1;;2;30;1;;5;7;;;;;1;;;;;;;2;;2;1;21;33;7491;74;8;637.322.323.490.186
677116;1;2;8;70;4;45;3;;2;12;1;;5;8;;;;;;;;;;1;;2;;2;1;54;33;5135;51;8;565.332.007.191.425
677119;1;2;8;70;6;45;3;;2;24;3;;1;6;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;552.026.992.860.508
677120;1;3;8;70;4;50;4;;1;;;.;;;.;.;;;;;;;;;.;;;;1;95;;;;8;70.237.846.273.722
677125;1;1;8;70;4;45;3;;2;48;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;33.903.826.522.202
677125;2;2;8;70;4;45;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;54;;;;8;33.903.826.522.202
677126;1;6;8;70;48;45;1;;2;48;1;;9;1;;;;;1;;;;;;;2;;2;1;3;19;9214;92;8;428.190.383.363.133
677129;2;2;8;70;4;45;3;;1;;;.;;;.;.;;;;;;;;;.;;;;1;62;;;;8;56.486.701.183.392
677132;1;5;8;70;4;45;1;;2;56;1;;5;8;;;;;;;;;;1;;2;;2;1;87;87;5020;50;8;577.911.292.670.599
677133;1;2;8;70;4;60;1;;2;48;4;;1;1;;;;;;;;;;1;;2;;2;1;62;41;5222;52;8;448.132.500.738.638
677134;1;2;8;70;4;45;3;;2;60;3;;1;1;;;;;;;;;;1;;2;;2;1;54;54;9500;95;8;536.200.185.676.043
677138;1;4;11;70;50;48;1;;2;104;1;;9;8;;;;;;;;;;1;;2;;2;1;2;2;4530;45;11;125.044.882.088.326
677139;1;3;11;70;4;60;1;;2;8;5;;2;8;;;;;;;;;;1;;2;;2;1;30;41;1551;15;11;169.892.957.370.482
677145;1;5;11;70;1;24;1;;2;52;1;;2;9;CON  LA  COBERTURA  DE  LA  EMPRESA PROMOTORA  DE  S;;;;;;;;;1;;2;;2;1;45;32;9213;92;11;224.295.905.006.917
677152;1;2;11;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;59;;;;11;297.204.883.136.482
677153;1;3;11;70;5;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;11;285.911.655.352.764
677154;1;1;11;70;38;48;1;;2;73;1;;3;1;;;;;;;;;;1;;2;;2;1;59;59;8511;85;11;353.558.588.095.056
677154;2;1;11;70;2;48;1;;2;2;1;;5;8;;;;;;;;;;1;;1;980000;2;1;3;3;4542;45;11;353.558.588.095.056
677156;1;1;11;70;3;90;1;;2;3;1;;3;1;;;;;;;;;;1;;1;250000;2;1;73;73;2010;20;11;274.891.994.941.684
677157;1;2;11;70;4;50;1;;2;104;1;;2;7;;;;;;;;;;1;;2;;2;1;59;77;5223;52;11;259.852.778.307.572
677162;1;3;11;70;16;48;1;;2;20;4;;9;2;;;;;;;;;;1;;2;;2;1;45;59;7530;75;11;241.659.767.036.521
677168;1;1;11;70;20;60;1;;2;25;1;;8;7;;;;;;;;;;1;;2;;2;1;98;98;6021;60;11;207.939.697.842.568
677200;1;2;11;70;4;40;1;;2;4;1;;5;2;;;;;;;;;;1;;2;;2;1;45;45;5239;52;11;29.010.331.219.795
677206;1;2;11;70;8;40;1;;2;16;4;;3;1;;;;;;;;;1;;ESTUDIANDO;2;;2;1;87;53;5521;55;11;292.997.199.830.743
677208;1;2;11;70;24;48;4;;2;102;4;;4;1;;;;;;;;;;1;;2;;2;1;95;95;4521;45;11;350.694.860.704.042
677231;1;2;11;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;16;;;;11;292.997.199.830.743
677238;1;2;11;70;4;48;1;;2;5;1;;7;3;;;;;;;;;;1;;1;200000;2;1;39;97;1551;15;11;154.883.404.230.721
677241;1;2;11;70;8;48;1;;2;45;1;;2;1;;;;;;;;;;1;;2;;2;1;45;45;5153;51;11;237.712.014.069.621
677259;1;3;11;70;20;48;1;;2;20;1;;4;1;;;;;1;;;;;;;2;;2;1;32;32;8532;85;11;165.990.871.023.793
677269;1;2;11;70;3;50;1;;2;4;1;;7;3;;;;;;;;;;1;;1;380000;2;1;39;97;7430;74;11;224.295.905.006.917
677271;1;3;11;70;6;48;1;;2;6;1;;9;2;;;;;;;;;;1;;2;;2;1;85;3;5243;52;11;281.455.524.480.761
677273;1;2;11;70;208;48;1;;2;208;3;;2;2;;;;;;;;;;1;;2;;2;1;53;54;9500;95;11;237.509.729.870.995
677276;1;2;11;70;4;48;1;;2;4;1;;3;4;;;;;;;;;;1;;2;;2;1;33;21;9309;93;11;247.475.028.200.542
677278;1;1;11;70;16;40;2;;2;16;1;;6;4;;;;;;;;;;1;;2;;2;1;15;15;7492;74;11;135.710.176.891.636
677281;1;1;11;70;28;35;4;;2;28;4;;1;2;;;;;;;;;;1;;2;;2;1;44;44;5020;50;11;279.504.223.309.981
677293;1;1;11;70;1;48;1;;2;1;5;;2;1;;;;;;;;;;1;;1;400000;2;1;95;95;4521;45;11;350.866.984.660.889
677296;1;1;11;70;40;48;1;;2;40;1;;2;2;;;;;;;;;;1;;2;;2;1;21;58;6331;63;11;159.091.584.283.887
677297;1;3;11;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;79;;;;11;303.798.572.917.338
677302;1;3;11;70;24;48;1;;2;24;1;;3;4;;;;;;;;;;1;;2;;2;1;13;13;8011;80;11;135.710.176.891.636
677304;1;2;11;70;20;40;1;;2;20;1;;4;1;;;;;;;;;;1;;2;;2;1;13;13;8041;80;11;125.044.882.088.326
677304;1;4;11;70;24;40;1;;2;24;1;;4;1;;;;;;;;;;1;;2;;2;1;13;13;8041;80;11;125.044.882.088.326
677304;1;6;11;70;12;48;1;;2;12;4;;1;1;;;1;;;;;;;;;2;;2;1;13;13;8060;80;11;125.044.882.088.326
677309;1;3;11;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;34;;;;11;186.929.666.396.781
677316;1;3;11;70;12;40;1;;2;12;4;;8;2;;;;;;;;;;1;;2;;2;1;16;33;7414;74;11;281.455.524.480.761
677316;1;4;11;70;12;24;1;;2;32;4;;9;2;;;;;;;;;;1;;2;;2;1;33;39;7512;75;11;281.455.524.480.761
677321;1;1;11;70;20;48;1;;2;20;1;;5;9;ESPERA NO ENFERMARSE;;;;;;;;;1;;2;;2;1;33;39;1810;18;11;226.708.356.784.401
677322;1;1;11;70;1;48;1;;2;1;1;;5;6;;;;;;;;;;1;;1;550000;2;1;39;97;2529;25;11;302.683.346.503.606
677326;1;1;11;70;4;48;1;;2;4;1;;4;7;;;;;;;;;;1;;1;520000;2;1;98;83;2811;28;11;304.970.404.875.215
677330;1;2;11;70;48;24;4;;2;192;3;;1;1;;;;;;;;;;1;;2;;2;1;55;54;9500;95;11;353.730.712.051.904
677337;1;3;11;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;55;;;;11;225.131.979.763.966
677362;1;3;11;70;1;48;1;;2;20;1;;6;3;;;;;;;;;;1;;2;;2;1;16;45;7499;74;11;184.356.006.251.691
677369;1;1;11;70;5;48;1;;2;5;1;;6;4;;;;;;;;;;1;;1;600000;2;1;85;85;5272;52;11;299.156.184.307.262
677383;1;1;11;70;4;48;1;;2;4;1;;9;7;;;;;;;;;;1;;1;600000;2;1;58;58;6512;65;11;260.891.137.263.246
677387;1;3;11;70;15;48;4;;2;14;4;;1;1;;;;;;;;;;1;;2;;2;1;98;98;6041;60;11;305.360.816.156.547
677404;1;3;11;70;8;48;1;;2;12;1;;9;2;;;;;;;;;;1;;2;;2;1;37;37;6412;64;11;266.954.349.246.104
677409;1;4;11;70;24;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;11;157.515.207.263.452
677411;1;1;11;70;20;40;1;;2;25;4;;3;1;;;;;;;;;;1;;2;;2;1;83;83;2892;28;11;192.236.005.807.058
677411;1;3;11;70;4;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;11;192.236.005.807.058
677413;1;2;11;70;12;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;1;45;;;;11;290.335.756.638.355
677418;2;3;11;70;8;40;1;;2;8;1;;6;4;;;;;;;;;;1;;2;;2;1;45;45;5235;52;11;175.215.867.089.952
677422;1;3;11;70;6;48;1;;2;6;1;;9;1;;;;;;;;;;1;;2;;2;1;34;34;7512;75;11;224.929.695.565.339
677422;1;4;11;70;2;40;1;;2;2;1;;9;7;;;;;;;;;;1;;1;600000;2;1;84;84;2610;26;11;224.929.695.565.339
