DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
2840123,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,285.919.405.640.136
2840124,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,241.523.237.185.486
2840124,1,2,1,50,73,1,,2,4,,2,2,2,1,,,,,,,,1,12,1,73,241.523.237.185.486
2840125,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,198.275.767.575.164
2840125,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,198.275.767.575.164
2840125,1,3,1,50,73,,,3,6,TEJER CARPETAS EN CROCHET,2,2,2,2,2,,,,,,,,12,1,73,198.275.767.575.164
2840127,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,241.538.859.040.677
2840127,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,241.538.859.040.677
2840127,1,3,1,50,73,,,3,6,DESCANSO POR VACACIONES,1,,,,,,,,,,,,12,1,73,241.538.859.040.677
2840128,1,1,1,50,73,1,,1,4,,2,2,2,1,,,,,,,,1,12,1,73,321.063.983.994.976
2840131,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,22.071.061.424.991
2840131,1,2,1,50,73,,,2,4,,2,2,2,2,1,10,,,,,,,12,1,73,22.071.061.424.991
2840132,1,1,1,50,73,,,1,4,,2,2,2,2,2,,,,,,,,12,1,73,232.950.644.100.328
2840132,1,2,1,50,73,,,2,4,,2,2,2,2,2,,,,,,,,12,1,73,232.950.644.100.328
2840135,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,135.585.714.105.871
2840135,1,2,1,50,73,,,2,3,,2,2,2,2,2,,,,,,,,12,1,73,135.585.714.105.871
2840135,1,3,1,50,73,,,3,5,,,,,,,,,,,,,,12,1,73,135.585.714.105.871
2840135,1,4,1,50,73,,,4,1,,,,,,,,,,,,,,12,1,73,135.585.714.105.871
2840136,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,265.574.245.680.899
2840136,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,265.574.245.680.899
2840136,1,3,1,50,73,,,3,1,,,,,,,,,,,,,,12,1,73,265.574.245.680.899
2840138,1,1,1,50,73,,,1,4,,2,2,2,2,1,8,,2,,2,,,12,1,73,232.950.644.100.328
2840138,1,2,1,50,73,,,2,4,,2,2,2,2,2,,,,,,,,12,1,73,232.950.644.100.328
2840139,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,360.934.414.775.284
2840139,1,2,1,50,73,,,2,4,,1,,,,,,,,,,,,12,1,73,360.934.414.775.284
2840140,1,1,1,50,73,1,,1,4,,2,2,2,1,,,,,,,,1,12,1,73,311.895.513.451.652
2840140,1,2,1,50,73,1,,2,4,,2,2,2,1,,,,,,,,1,12,1,73,311.895.513.451.652
2840140,1,3,1,50,73,1,,3,4,,2,2,2,1,,,,,,,,1,12,1,73,311.895.513.451.652
2840140,2,1,2,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,311.895.513.451.652
2840141,1,1,1,50,73,6,,1,4,,2,2,2,1,,,,,,,,1,12,1,73,206.848.360.660.321
2840141,1,2,1,50,73,,,2,3,,2,2,2,2,1,12,,,,,,,12,1,73,206.848.360.660.321
2840141,1,3,1,50,73,,,3,1,,,,,,,,,,,,,,12,1,73,206.848.360.660.321
2840142,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,241.538.859.040.677
2840142,1,2,1,50,73,,,2,4,,2,2,2,2,2,,,,,,,,12,1,73,241.538.859.040.677
2840142,1,3,1,50,73,,,3,3,,1,,,,,,,,,,,,12,1,73,241.538.859.040.677
2840143,1,1,1,50,73,,,1,4,,2,2,2,2,1,7,,2,,2,,,12,1,73,29.246.220.905.616
2840145,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,378.896.699.829.157
2840145,1,2,1,50,73,,,2,4,,1,,,,,,,,,,,,12,1,73,378.896.699.829.157
2840145,1,3,1,50,73,,,3,3,,1,,,,,,,,,,,,12,1,73,378.896.699.829.157
2840146,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,312.880.649.063.628
2840146,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,312.880.649.063.628
2840147,1,1,1,50,73,,,1,6,PENSIONADO,2,2,2,2,1,11,,,,,,,12,1,73,198.275.767.575.164
2840147,1,2,1,50,73,,,2,4,,2,2,2,2,2,,,,,,,,12,1,73,198.275.767.575.164
2840147,1,3,1,50,73,,,3,4,,2,2,2,2,2,,,,,,,,12,1,73,198.275.767.575.164
2840148,1,1,1,50,73,,,1,4,,2,2,2,2,2,,,,,,,,12,1,73,213.968.355.157.163
2840148,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,213.968.355.157.163
2840148,1,3,1,50,73,,,1,3,,2,2,2,2,2,,,,,,,,12,1,73,213.968.355.157.163
2840149,1,1,1,50,73,,,1,6,PENSIONADO,2,2,2,2,2,,,,,,,,12,1,73,212.605.484.141.092
2840149,1,2,1,50,73,,,2,5,,,,,,,,,,,,,,12,1,73,212.605.484.141.092
2840149,1,3,1,50,73,,,3,1,,,,,,,,,,,,,,12,1,73,212.605.484.141.092
2840149,1,4,1,50,73,,,4,1,,,,,,,,,,,,,,12,1,73,212.605.484.141.092
2840150,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,284.821.196.928.315
2840150,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,284.821.196.928.315
2840151,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,285.919.405.640.136
2840152,1,1,1,50,73,,,1,1,,,,,,,,,,,,,,12,1,73,227.193.520.619.558
2840153,1,1,1,50,73,,,1,6,VIAJANDO,2,1,,,,,,,,,,,12,1,73,155.930.874.065.108
2840153,1,2,1,50,73,,,2,1,,,,,,,,,,,,,,12,1,73,155.930.874.065.108
2840172,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,171.039.963.900.162
2840172,1,2,1,50,17,,,1,3,,2,2,2,2,2,,,,,,,,12,1,17,171.039.963.900.162
2840172,1,3,1,50,17,,,1,3,,2,2,2,2,2,,,,,,,,12,1,17,171.039.963.900.162
2840173,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,187.853.617.691.096
2840173,1,2,1,50,17,,,2,1,,,,,,,,,,,,,,12,1,17,187.853.617.691.096
2840174,1,1,1,50,17,,,1,3,,2,2,2,2,1,12,,,,,,,12,1,17,169.174.536.171.956
2840175,1,1,1,50,17,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,12,1,17,142.346.893.339.383
2840175,1,2,1,50,17,,,2,4,,2,2,2,2,2,,,,,,,,12,1,17,142.346.893.339.383
2840175,1,3,1,50,17,,,1,3,,2,2,2,2,1,12,,,,,,,12,1,17,142.346.893.339.383
2840176,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,160.247.110.886.727
2840178,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,14.861.206.971.455
2840179,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,15.967.446.643.932
2840179,1,2,1,50,17,,,2,3,,2,2,2,2,1,12,,,,,,,12,1,17,15.967.446.643.932
2840180,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,162.313.619.880.493
2840180,1,2,1,50,17,,,2,4,,2,2,2,2,2,,,,,,,,12,1,17,162.313.619.880.493
2840181,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,162.521.611.532.873
2840183,1,1,1,50,17,,,1,1,,,,,,,,,,,,,,12,1,17,150.174.396.706.683
