DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5130007;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;2838,14507072313
5130007;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2838,14507072313
5130009;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4048,76820886989
5130009;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4048,76820886989
5130010;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2834,78048371042
5130010;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2834,78048371042
5130011;1;1;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3445,73361561683
5130011;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3445,73361561683
5130023;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2557,00024854598
5130023;1;2;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2557,00024854598
5130023;1;5;1;50; ;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2557,00024854598
5130029;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4071,16401206301
5130029;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4071,16401206301
5130030;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2846,16911839506
5130030;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2846,16911839506
5130030;1;3;1;50; ;1; ; ;3;6;DESCANSANDO POR VEJEZ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2846,16911839506
5130030;1;4;1;50; ;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2846,16911839506
5130031;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4041,5413173422
5130031;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4041,5413173422
5130031;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4041,5413173422
5130032;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3489,20208054099
5130032;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3489,20208054099
5130032;1;3;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3489,20208054099
5130033;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4041,5413173422
5130033;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;3; ;1;1; ;4;1;02;1;68;4041,5413173422
5130033;1;3;1;50; ;1;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;4041,5413173422
5130034;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2298,17292238338
5130034;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2298,17292238338
5130034;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2298,17292238338
5130035;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4564,23576782409
5130035;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4564,23576782409
5130035;1;3;1;50; ;1;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;4564,23576782409
5130035;1;4;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4564,23576782409
5130036;1;1;1;50; ;1; ; ;1;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4071,16401206301
5130036;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4071,16401206301
5130039;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;5941,67007174356
5130039;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;5941,67007174356
5130039;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;5941,67007174356
5130039;1;5;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;5941,67007174356
5130040;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3850,81965780671
5130040;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3850,81965780671
5130040;1;3;1;50; ;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;3850,81965780671
5130041;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;1;68;4027,10899827688
