DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5005685;1;1;1;50;05;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;09;1;05;1204,439825766
5005686;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;09;1;05;1420,57907615698
5005686;1;2;1;50;05;6; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;09;1;05;1420,57907615698
5005687;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;09;1;05;1203,49499051625
5005687;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;09;1;05;1203,49499051625
5005688;1;1;1;50;05; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;09;1;05;663,726282786611
5005688;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;6; ;2; ;2; ; ;09;1;05;663,726282786611
5005688;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;09;1;05;663,726282786611
5005688;1;5;1;50;05; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;09;1;05;663,726282786611
5005688;1;6;1;50;05; ; ;6;3; ;2;2;2;2;1;12; ; ; ; ; ; ;09;1;05;663,726282786611
5005688;1;7;1;50;05; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;09;1;05;663,726282786611
5005689;1;1;1;50;05;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;09;1;05;998,847918642267
5005689;1;2;1;50;05;4; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;09;1;05;998,847918642267
5005690;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;09;1;05;1136,22817328624
5005690;1;2;1;50;05;1; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;09;1;05;1136,22817328624
