DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,AREA,fex_c_2011
590911,1,3,70,6,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,87,,,,8,8,388.432.462.783.555
590921,1,3,70,7,48,1,,2,7,1,,7,7,,,,,,,,,,1,,2,,2,1,1,45,45,1600,16,8,8,549.259.682.939.644
590923,1,2,70,7,24,1,,2,7,1,,3,4,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,8,8,444.682.498.500.191
590923,1,3,70,104,48,1,,2,104,2,,9,8,,,,,,,,,,1,,2,,2,1,1,32,32,7512,75,8,8,444.682.498.500.191
590923,1,6,70,7,60,1,,2,7,1,,3,8,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,8,8,444.682.498.500.191
590924,1,8,70,16,48,1,,2,16,1,,6,7,,,,,,,,,,1,,2,,2,1,1,39,55,2529,25,8,8,380.862.434.729.591
590924,1,10,70,52,60,1,,2,52,1,,3,4,,,,,,,,,,1,,2,,2,1,1,81,81,3611,36,8,8,380.862.434.729.591
590931,1,3,70,8,48,1,,2,10,1,,3,4,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,8,8,434.678.907.470.953
590939,1,2,70,1,48,4,,2,1,4,,4,1,,,,,,,,1,,,,1,200000,2,1,1,53,53,5521,55,8,8,487.358.969.686.612
590940,1,4,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,55,,,,8,8,572.317.300.022.763
590942,1,8,70,16,48,1,,2,16,1,,6,4,,,,,,,,,,1,,2,,2,1,1,55,45,5155,51,8,8,520.438.562.159.536
590942,2,1,70,12,48,1,,2,12,1,,9,4,,,,,,,,1,,,,2,,2,1,1,98,98,7499,74,8,8,520.438.562.159.536
590946,1,1,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,13,13,258.380.763.511.321
590950,1,2,70,20,48,1,,2,20,4,,1,5,,,,,,,,,,1,,2,,2,1,1,45,41,5211,52,13,13,295.695.235.192.539
590959,1,3,70,104,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,11,,,,13,13,325.866.234.123.893
590964,1,3,70,52,48,1,,2,156,1,,3,2,,,,,,,,,,1,,2,,2,1,1,53,53,5521,55,13,13,39.628.421.438.868
590964,1,11,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,13,13,39.628.421.438.868
590970,1,2,70,104,40,1,,2,104,1,,5,2,,,,,,,,,,1,,2,,2,1,1,32,32,7412,74,13,13,293.558.410.675.946
590990,1,2,70,52,48,1,,2,2,1,,9,7,,,,,,,,,,1,,2,,2,1,1,33,39,5127,51,13,13,243.817.281.960.391
591010,1,2,70,8,48,1,,2,8,2,,9,1,,,1,,,,,,,,,2,,2,1,1,6,6,8532,85,13,13,178.067.933.054.797
591014,1,4,70,48,48,1,,2,24,1,,5,1,,,,,,,,,,1,,2,,2,1,1,97,97,5125,51,13,13,31.385.844.214.592
591016,1,1,70,12,48,4,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,1,1,53,58,5225,52,13,13,215.898.695.091.814
591018,1,1,70,12,24,1,,2,48,1,,4,4,,,,,,,,,,1,,2,,2,1,1,45,33,5521,55,13,13,519.660.360.269.715
591025,1,1,70,240,48,3,,2,8,3,,2,1,,,,,,,,,,1,,2,,2,1,1,54,53,9500,95,13,13,233.585.010.540.328
591028,1,7,70,52,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,1,58,58,5233,52,13,13,316.843.407.307.001
591029,1,3,70,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,13,13,292.294.569.520.794
591043,1,4,70,26,50,1,,2,26,1,,9,1,,,,,,,,,,1,,2,,2,1,1,53,53,5511,55,13,13,293.610.815.341.397
591054,1,1,70,2,48,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,1,1,98,98,6031,60,15,15,101.815.077.556.166
591054,1,4,70,52,48,1,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,1,1,45,45,5244,52,15,15,101.815.077.556.166
591056,1,2,70,52,48,2,,2,156,2,,9,6,,,,,,,,,,1,,2,,2,1,1,39,33,8512,85,15,15,822.401.722.315.971
591058,1,2,70,12,40,1,,2,16,1,,2,2,,,,,,,,,,1,,2,,2,1,1,32,44,7020,70,15,15,657.292.987.369.417
591061,1,1,70,20,48,1,,2,21,1,,9,2,,,,,,,,,,1,,2,,2,1,1,33,33,5211,52,15,15,418.477.423.395.215
591061,1,4,70,6,48,1,,2,7,1,,4,4,,,,,,,,,,1,,2,,2,1,1,32,45,5234,52,15,15,418.477.423.395.215
591100,1,3,70,8,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,15,15,398.240.737.258.735
591113,1,1,70,6,40,1,,2,6,1,,9,2,,,,,,,,,,1,,2,,2,1,1,6,6,8513,85,15,15,702.907.095.611.305
591114,1,2,70,8,40,4,,2,144,4,,1,2,,,,,1,,,,,,,2,,2,1,1,6,6,8515,85,15,15,796.593.567.667.189
591119,1,2,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,15,15,826.234.002.815.677
591128,1,2,70,18,48,1,,2,48,1,,9,1,,,,,,,,,,1,,2,,2,1,1,44,44,6421,64,15,15,559.784.665.449.792
591135,1,1,70,16,48,1,,2,16,1,,9,1,,,,,,,,,,1,,2,,2,1,1,99,99,9000,90,15,15,826.234.002.815.677
591144,1,2,70,30,40,1,,2,99,3,,1,2,,,,,,,,,,1,,2,,2,1,1,53,54,9500,95,15,15,132.225.053.573.825
591145,1,2,70,52,40,1,,2,58,1,,2,2,,,,,,,,,,1,,2,,2,1,1,33,33,5211,52,15,15,191.443.008.076.699
591153,1,2,70,6,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,15,15,368.431.073.997.171
591154,1,2,70,36,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,59,,,,15,15,886.437.328.587.403
591156,1,2,70,52,40,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,15,15,77.186.515.797.841
591164,1,3,70,40,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,21,,,,15,15,771.171.756.964.745
591170,1,2,70,60,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,15,15,568.685.059.516.449
591172,1,2,70,16,40,1,,2,20,1,,9,1,,,,,,,,,,1,,2,,2,1,1,53,62,112,1,15,15,720.412.107.480.011
591175,1,2,70,4,40,1,,2,96,2,,9,1,,,,,,,,,,1,,2,,2,1,1,45,30,6331,63,15,15,161.067.574.725.321
591182,1,3,70,12,48,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,1,1,39,39,7412,74,17,17,128.611.842.575.982
591184,1,2,70,48,48,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,1,1,45,45,5239,52,17,17,273.997.154.986.894
591187,1,1,70,48,48,1,,2,52,1,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,17,17,164.607.826.888.059
591192,1,3,70,4,48,1,,2,4,1,,9,4,,,,,,,,,,1,,2,,2,1,1,12,12,7411,74,17,17,171.268.022.888.014
591198,1,3,70,2,48,1,,2,4,1,,3,7,,,,,,,,,,1,,1,220000,2,1,1,85,58,5530,55,17,17,191.884.749.619.587
591204,1,4,70,52,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,17,17,126.794.845.023.786
591205,1,2,70,6,48,2,,2,6,2,,9,1,,,1,,,,,,,,,2,,2,1,1,33,33,8050,80,17,17,343.661.899.679.894
591215,1,2,70,17,48,1,,2,208,1,,2,2,,,,,,,,,,1,,2,,2,1,1,13,45,5239,52,17,17,136.998.577.493.447
591217,1,2,70,52,48,1,,2,52,1,,7,1,,,,,,,,,,1,,2,,2,1,1,55,79,1810,18,17,17,16.452.393.175.289
591219,1,1,70,17,48,4,,2,17,4,,1,1,,,,,,,,,,1,,2,,2,1,1,55,55,7493,74,17,17,139.600.373.353.616
591229,1,5,70,17,48,1,,2,102,1,,2,4,,,,,,,,,,1,,2,,2,1,1,32,45,5233,52,17,17,166.761.214.484.603
591231,1,2,70,4,48,1,,2,4,1,,9,1,,,1,,,,,,,,,2,,2,1,1,13,13,8060,80,17,17,15.837.810.909.486
591236,1,2,70,52,48,1,,2,53,2,,9,2,,,,,,,,,,1,,2,,2,1,1,70,13,8050,80,17,17,146.907.391.440.673
591251,1,3,70,24,48,1,,2,52,1,,5,2,,,,,,,,,,1,,2,,2,1,1,32,33,5020,50,17,17,126.794.845.023.786
591251,1,5,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,17,17,126.794.845.023.786
591264,1,1,70,52,48,1,,2,18,1,,9,1,,,,,,,,1,,,,2,,2,1,1,32,32,6421,64,17,17,136.998.577.493.447
591264,1,2,70,32,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,17,17,136.998.577.493.447
591265,1,4,70,52,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,17,17,157.005.890.278.567
591267,1,1,70,4,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,120000,2,1,1,53,77,1551,15,17,17,213.359.223.007.725
591267,1,4,70,8,20,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,17,17,213.359.223.007.725
591270,1,3,70,4,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,95,95,4530,45,17,17,198.780.767.583.668
591271,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,17,17,14.297.078.490.486
591273,1,3,70,16,24,1,,2,52,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,17,17,104.903.745.219.176
591279,1,1,70,8,48,1,,2,8,1,,4,4,,,,,,,,,,1,,2,,2,1,1,37,37,8513,85,17,17,15.577.631.323.469
591283,1,2,70,12,48,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,17,17,249.006.698.039.819
591287,1,2,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,17,17,181.409.740.687.791
591290,1,1,70,24,48,1,,2,24,5,,3,4,,,,,,,,,,1,,2,,2,1,1,45,41,5239,52,17,17,162.520.404.369.814
591297,1,1,70,4,60,1,,2,624,4,,1,1,,,,,,,,,,1,,2,,2,1,1,95,62,115,1,18,18,554.534.143.937.675
591302,1,3,70,6,40,2,,2,96,2,,9,4,,,,,,,,,,1,,2,,2,1,1,12,13,8050,80,18,18,615.205.099.128.264
591308,1,2,70,1,40,2,,2,288,4,,2,2,,,,,,,,,,1,,2,,2,1,1,34,41,5225,52,18,18,696.327.679.232.912
591309,1,1,70,2,60,4,,2,576,4,,2,1,,,,,,,,,,1,,2,,2,1,1,41,41,5125,51,18,18,746.880.176.765.827
591318,1,2,70,40,4,1,,2,5,1,,2,4,,,,,,,,,,1,,1,400000,2,1,1,6,3,8520,85,18,18,604.990.218.568.123
591318,1,3,70,16,40,1,,2,96,1,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,5244,52,18,18,604.990.218.568.123
591320,1,2,70,7,40,1,,2,32,1,,4,2,,,,,,,,,,1,,2,,2,1,1,32,45,5211,52,18,18,783.633.065.014.426
591322,1,2,70,2,40,3,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,7493,74,18,18,3.357.543.598.868
591328,1,1,70,12,40,4,,2,20,4,,2,2,,,,,,,,,,1,,2,,2,1,1,41,41,5244,52,18,18,669.824.053.838.891
591331,1,1,70,48,40,1,,2,96,1,,3,1,,,,,,,,,,1,,2,,2,1,1,45,39,5511,55,18,18,852.401.279.118.031
591335,1,3,70,24,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,18,18,576.642.322.975.006
591338,1,1,70,4,50,4,,2,5,4,,2,2,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,18,18,750.309.509.760.545
591343,1,3,70,2,48,1,,2,64,1,,9,4,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,18,18,604.990.218.568.123
591348,1,2,70,12,48,1,,2,18,1,,2,1,,,,,,,,,,1,,2,,2,1,1,39,39,5512,55,18,18,609.385.664.924.814
591353,1,1,70,4,48,2,,2,8,4,,1,4,,,,,,,,,,1,,2,,2,1,1,39,98,6031,60,18,18,886.799.934.718.074
591354,1,4,70,2,48,4,,2,10,3,,2,4,,,,,,,,,,1,,2,,2,1,1,98,98,9500,95,18,18,706.856.955.720.858
591360,1,1,70,4,40,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,18,18,3.357.543.598.868
591360,1,9,70,1,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,18,18,3.357.543.598.868
591363,1,1,70,8,40,2,,2,10,2,,9,4,,,,,,,,,,1,,2,,2,1,1,13,13,8012,80,18,18,67.709.450.615.461
591366,1,4,70,8,40,2,,2,24,3,,1,7,,,,,,,,,,1,,2,,2,1,1,55,54,9500,95,18,18,867.849.132.559.889
591368,1,2,70,2,24,1,,2,11,1,,3,2,,,,,,,,,,1,,2,,2,1,1,0,2,0,0,18,18,750.589.465.937.516
591372,1,6,70,4,40,2,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,58,58,7512,75,18,18,659.574.790.984.314
591374,1,1,70,4,40,1,,2,2,1,,3,6,,,,,,,,,,1,,1,470000,2,1,1,45,45,5211,52,18,18,921.169.493.221.636
591374,1,2,70,4,40,1,,2,24,1,,6,8,,,,,,,,,,1,,2,,2,1,1,32,39,5237,52,18,18,921.169.493.221.636
591378,1,2,70,2,40,1,,2,2,1,,2,3,,,,,,,,,,1,,1,240000,2,1,1,98,98,6031,60,18,18,661.259.456.919.023
591380,1,1,70,4,40,4,,2,4,4,,2,2,,,,,,,,,,1,,2,,2,1,1,6,39,8511,85,18,18,669.824.053.838.891
591382,1,1,70,1,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,18,18,656.625.913.295.161
591393,1,3,70,8,40,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,1,58,61,121,1,18,18,68.154.129.565.694
591415,1,3,70,28,48,1,,2,28,1,,9,3,,,,,,,,,,1,,2,,2,1,1,33,98,5225,52,18,18,366.277.788.744.109
591415,1,4,70,6,40,1,,2,7,1,,9,3,,,,,,,,,,1,,2,,2,1,1,13,13,7512,75,18,18,366.277.788.744.109
591419,1,1,70,1,48,2,,2,4,4,,9,3,,,,,,,,,,1,,2,,2,1,1,34,13,8046,80,18,18,819.302.756.068.901
591421,1,2,70,3,24,1,,2,3,1,,4,4,,,,,,1,,,,,,1,250000,2,1,1,45,45,5231,52,18,18,803.338.287.605.192
591424,1,3,70,20,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,1,58,45,5030,50,18,18,3.357.543.598.868
591424,2,1,70,8,54,1,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,1,45,54,9500,95,18,18,3.357.543.598.868
591441,1,3,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,16,,,,19,19,8.241.722.540.453
591456,1,1,70,26,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,95,,,,20,20,104.848.451.181.352
591462,1,7,70,12,48,1,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,1,45,54,9500,95,20,20,184.403.339.937.365
591467,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,7,,,,20,20,113.333.046.022.443
591471,1,3,70,8,48,4,,2,8,4,,4,1,,,,,,,,,,1,,2,,2,1,1,84,95,4521,45,20,20,258.505.041.645.677
591471,1,7,70,8,52,8,,2,8,8,,4,1,,,,,,,,,,1,,2,,2,1,1,62,62,115,1,20,20,258.505.041.645.677
591475,1,1,70,6,72,1,,2,16,2,,4,4,,,,,,,,,,1,,2,,2,1,1,58,58,8512,85,20,20,108.421.632.192.631
591477,1,2,70,44,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,97,,,,20,20,821.670.271.390.162
591478,1,1,70,3,72,1,,2,3,1,,6,1,,,,,,,,1,,,,2,,2,1,1,95,85,4530,45,20,20,958.538.478.499.524
591480,1,1,70,3,50,1,,2,48,1,,3,1,,,,,,,,1,,,,2,,2,1,1,45,45,5233,52,20,20,127.339.740.382.022
591484,1,3,70,1,40,4,,2,1,3,,1,1,,,,,,,,,,1,,1,110000,2,1,1,54,54,9500,95,20,20,901.613.126.949.045
591490,1,1,70,24,40,1,,2,99,2,,9,1,,,,,,,,,,1,,2,,2,1,1,16,16,7421,74,20,20,996.714.547.857.405
591493,1,1,70,6,98,1,,2,6,1,,7,1,,,,,1,,,,,,,2,,2,1,1,98,98,6021,60,20,20,103.773.955.447.692
591494,1,2,70,6,98,4,,2,6,1,,4,1,,,,,,,,,,1,,1,163000,2,1,1,95,58,7492,74,20,20,994.193.581.779.618
591496,1,2,70,8,40,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,20,20,832.193.256.957.572
591499,1,2,70,8,44,1,,2,8,1,,6,2,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,20,20,213.837.417.027.215
591500,1,1,70,98,48,1,,2,52,4,,2,2,,,,,,,,,,1,,2,,2,1,1,45,21,6021,60,20,20,111.404.518.182.664
591503,1,2,70,98,44,2,,2,98,2,,9,2,,,,,,,,,,1,,2,,2,1,1,32,33,7512,75,20,20,132.275.725.031.343
591504,1,2,70,98,60,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,20,20,100.200.774.436.413
591516,1,3,70,26,48,1,,2,26,1,,3,4,,,,,,,,,,1,,2,,2,1,1,55,55,7491,74,23,23,11.936.153.056.685
591518,1,3,70,26,48,1,,2,26,1,,4,4,,,,,,,,,,1,,2,,2,1,1,58,21,2695,26,23,23,143.563.391.535.651
591526,1,1,70,2,48,1,,2,260,1,,9,4,,,,,,,,,,1,,2,,2,1,1,33,33,1594,15,23,23,167.581.269.679.024
591528,1,5,70,1,30,1,,2,32,1,,4,1,,,,,,,,,1,,ESTUDIANDO,2,,2,1,1,38,45,5211,52,23,23,163.570.177.614.224
591535,1,2,70,6,45,1,,2,52,4,,1,2,,,,,,,,,,1,,2,,2,1,1,45,38,6421,64,23,23,149.238.458.472.142
591542,1,4,70,5,30,1,,2,32,1,,4,4,,,,,,,,,,1,,2,,2,1,1,33,33,5233,52,23,23,143.681.401.625.877
591545,1,1,70,3,54,5,,2,3,5,,2,1,,,,,,,,,,1,,1,600000,2,1,1,95,95,4521,45,23,23,191.876.380.645.231
591545,1,2,70,3,45,1,,2,520,4,,1,1,,,,,,,,,,1,,2,,2,1,1,55,56,9301,93,23,23,191.876.380.645.231
591551,1,2,70,4,56,1,,2,24,1,,4,1,,,,,,,,,,1,,2,,2,1,1,58,77,1551,15,23,23,150.823.293.534.415
591555,1,2,70,5,40,2,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,1,1,13,13,8043,80,23,23,13.898.127.043.695
591559,1,2,70,8,48,1,,2,312,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,45,5234,52,23,23,151.539.969.828.866
591563,1,5,70,4,48,1,,2,6,1,,7,4,,,,,,,,,,1,,2,,2,1,1,53,45,5231,52,23,23,143.884.269.601.215
591569,1,2,70,6,48,1,,2,104,1,,4,2,,,,,,,,,,1,,2,,2,1,1,32,53,5521,55,23,23,149.612.810.823.558
591582,1,2,70,4,48,1,,2,8,3,,1,2,,,,,,,,,,1,,2,,2,1,1,32,54,9500,95,23,23,130.329.188.584.266
591583,1,1,70,3,48,4,,2,3,1,,8,8,,,,,,,,,,1,,1,300000,2,1,1,95,95,4521,45,41,41,141.988.276.184.365
591584,1,1,70,3,48,1,,2,3,1,,7,6,,,,,,,,,,1,,1,200000,2,1,1,39,39,2693,26,41,41,139.362.623.764.364
591589,1,1,70,2,48,4,,2,2,4,,1,1,,,,,,,,,,1,,1,300000,2,1,1,95,95,4521,45,41,41,139.668.453.645.408
591593,1,1,70,3,48,4,,2,3,4,,1,1,,,,,,,,,,1,,1,80000,2,1,1,95,95,4521,45,41,41,136.741.655.627.548
591603,1,2,70,5,28,4,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,1,1,51,53,5529,55,41,41,159.885.146.697.163
591608,1,1,70,4,48,1,,2,4,1,,2,2,,,,,,,,,,1,,2,,2,1,1,81,81,3611,36,41,41,120.489.629.617.017
591623,1,2,70,8,40,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,1,32,45,5261,52,41,41,139.362.623.764.364
591633,1,2,70,98,24,4,,2,98,4,,1,1,,,,,,,,,,1,,2,,2,1,1,56,56,9301,93,41,41,139.362.623.764.364
591638,1,1,70,4,48,1,,2,4,1,,4,1,,,,,,,,1,,,,2,,2,1,1,21,50,5511,55,41,41,132.148.049.834.542
591642,1,3,70,8,50,1,,2,8,1,,2,7,,,,,,,,,,1,,2,,2,1,1,98,98,6041,60,41,41,127.449.830.420.904
591644,1,3,70,4,48,2,,2,4,2,,9,8,,,,,,,,,,1,,2,,2,1,1,13,13,7512,75,41,41,149.016.682.787.089
591646,1,2,70,2,24,1,,2,8,1,,5,7,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,41,41,141.353.034.336.635
591647,1,3,70,52,24,1,,2,56,1,,9,1,,,,,,,,,,1,,2,,2,1,1,53,53,9249,92,41,41,13.038.971.707.166
591649,1,2,70,6,48,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,1,1,55,45,5234,52,41,41,14.715.583.203.447
591650,1,2,70,2,24,1,,2,15,1,,4,2,,,,,,,,,,1,,2,,2,1,1,50,33,5241,52,41,41,156.452.604.421.041
591650,1,3,70,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,41,41,156.452.604.421.041
591650,5,1,70,2,48,1,,2,2,1,,9,8,,,,,1,,,,,,,1,5000000,2,1,1,3,3,1110,11,41,41,156.452.604.421.041
591652,1,5,70,5,48,1,,2,6,1,,4,4,,,,,,,,,,1,,2,,2,1,1,32,45,5234,52,41,41,132.449.195.432.401
591655,1,3,70,12,48,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,1,1,13,45,5030,50,41,41,144.857.502.478.118
591660,1,1,70,6,24,3,,2,10,3,,1,1,,,,,,,,,,1,,2,,2,1,1,55,54,9500,95,41,41,16.110.846.622.134
591661,1,2,70,1,36,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,45,5219,52,41,41,145.159.612.292.638
591665,1,1,70,3,40,1,,2,208,2,,9,2,,,,,,,,1,,,,2,,2,1,1,19,30,7512,75,44,44,815.296.287.654.197
591666,1,2,70,8,56,8,,2,20,8,,5,1,,,,,,,,,,1,,2,,2,1,1,62,62,121,1,44,44,57.429.298.450.785
591668,1,1,70,2,48,3,,2,28,4,,2,1,,,,,,,,1,,,,2,,2,1,1,54,53,5521,55,44,44,111.579.122.406.205
